lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
20617,1192,7.084226422097916,1981,2018,35,0,4,0,0,1,4,3,0,3,1,39,2,11,6,10,19,7,5,26,17,61,9,25,13,12,83,22,16,64,60,146,58,113,154,175,18,1,2,2,98,273,344,460,17,0.08221476510067115,0.22902684563758388,0.28859060402684567,0.3859060402684564,0.014261744966442953,0,115,1,713,0,121,75,48,118,1,0,0.0964765100671141,8.389261744966443e-4,0.5981543624161074,0,0.10151006711409397,0.06291946308724833,0.040268456375838924,0.09899328859060402,8.389261744966443e-4
20618,334,5.814130531825066,1983,2018,34,0,1,1,1,0,2,1,1,1,1,3,1,2,1,1,2,2,2,3,5,10,5,6,2,1,9,7,4,11,13,40,17,29,59,88,2,0,0,0,15,50,85,178,6,0.04491017964071856,0.1497005988023952,0.25449101796407186,0.5329341317365269,0.017964071856287425,3,39,0,193,1,47,2,29,20,0,0.008982035928143712,0.11676646706586827,0,0.5778443113772455,0.0029940119760479044,0.1407185628742515,0.005988023952095809,0.08682634730538923,0.059880239520958084,0
20701,742,6.610696044717759,1983,2018,34,0,2,0,1,1,2,4,3,1,1,6,1,1,0,3,6,3,3,6,2,31,3,16,12,8,41,10,10,43,43,73,40,78,91,177,18,0,0,2,25,132,209,364,12,0.03369272237196765,0.1778975741239892,0.2816711590296496,0.49056603773584906,0.016172506738544475,10,65,0,489,2,97,19,22,38,0,0.013477088948787063,0.0876010781671159,0,0.6590296495956873,0.0026954177897574125,0.1307277628032345,0.025606469002695417,0.029649595687331536,0.05121293800539083,0
20702,626,6.440946540632921,1981,2018,35,0,1,0,1,2,2,4,1,3,3,15,4,2,2,1,23,5,4,7,6,38,6,3,15,2,19,11,17,24,28,92,45,61,76,94,8,1,0,0,59,111,206,239,11,0.09424920127795527,0.17731629392971246,0.329073482428115,0.3817891373801917,0.01757188498402556,1,56,0,430,1,37,19,40,41,1,0.001597444089456869,0.08945686900958466,0,0.6869009584664537,0.001597444089456869,0.05910543130990415,0.03035143769968051,0.06389776357827476,0.06549520766773163,0.001597444089456869
20703,2988,8.002694162283937,1980,2018,39,3,7,2,2,8,24,8,3,10,8,30,13,19,17,18,48,18,24,50,31,152,24,70,67,88,152,79,69,154,146,272,163,279,322,548,45,6,1,8,184,737,804,1194,69,0.06157965194109773,0.2466532797858099,0.26907630522088355,0.39959839357429716,0.023092369477911646,19,274,1,1831,16,485,93,69,190,10,0.006358768406961178,0.09170013386880857,3.3467202141900936e-4,0.6127844712182061,0.00535475234270415,0.16231593038821954,0.03112449799196787,0.023092369477911646,0.06358768406961178,0.0033467202141900937
20704,500,6.2166061010848646,1983,2018,31,0,1,0,0,0,4,1,0,3,1,18,1,2,1,6,10,6,1,5,4,28,3,11,8,9,40,7,7,33,15,70,23,43,40,95,4,0,0,0,48,116,148,182,6,0.096,0.232,0.296,0.364,0.012,5,83,0,301,8,44,14,16,28,1,0.01,0.166,0,0.602,0.016,0.088,0.028,0.032,0.056,0.002
20705,298,5.700443573390687,1983,2018,33,0,2,2,0,1,2,0,0,1,2,7,2,3,2,2,5,1,3,3,3,16,3,4,1,19,17,11,8,20,16,26,16,29,29,32,9,0,0,1,25,80,86,99,8,0.08389261744966443,0.2684563758389262,0.28859060402684567,0.33221476510067116,0.026845637583892617,7,32,0,178,2,23,7,17,32,0,0.02348993288590604,0.10738255033557047,0,0.5973154362416108,0.006711409395973154,0.07718120805369127,0.02348993288590604,0.05704697986577181,0.10738255033557047,0
20706,394,5.978885764901122,1983,2018,31,0,1,0,0,1,0,2,1,0,1,1,3,1,1,2,11,1,3,3,0,12,3,4,9,3,18,6,9,14,12,33,16,43,71,95,12,0,0,2,22,61,84,221,6,0.05583756345177665,0.1548223350253807,0.2131979695431472,0.5609137055837563,0.015228426395939087,9,43,0,229,3,62,3,19,26,0,0.02284263959390863,0.10913705583756345,0,0.5812182741116751,0.007614213197969543,0.15736040609137056,0.007614213197969543,0.048223350253807105,0.06598984771573604,0
20707,414,6.028278520230698,1983,2018,29,0,2,1,1,0,5,3,1,0,0,7,0,1,1,1,12,1,0,3,2,28,0,5,7,3,21,1,10,30,8,45,26,30,57,98,4,0,0,0,24,70,119,189,12,0.057971014492753624,0.16908212560386474,0.28743961352657005,0.45652173913043476,0.028985507246376812,16,57,0,251,0,34,3,17,35,1,0.03864734299516908,0.13768115942028986,0,0.606280193236715,0,0.0821256038647343,0.007246376811594203,0.04106280193236715,0.08454106280193237,0.0024154589371980675
20708,2174,7.684783943522785,1980,2018,38,1,15,1,1,3,16,5,3,6,2,52,6,10,11,11,67,14,8,28,18,106,17,36,37,35,151,37,46,114,98,217,124,228,237,375,31,3,0,4,182,473,599,871,49,0.08371665133394664,0.21757129714811407,0.2755289788408464,0.4006439742410304,0.022539098436062558,6,217,2,1346,5,239,82,82,187,8,0.0027598896044158236,0.09981600735970561,9.199632014719411e-4,0.6191352345906164,0.0022999080036798527,0.10993560257589696,0.03771849126034959,0.03771849126034959,0.08601655933762649,0.0036798528058877645
20709,221,5.402677381872279,1982,2018,29,0,5,0,0,0,4,6,0,1,0,5,1,2,1,1,1,2,1,3,1,10,0,0,3,4,8,3,5,8,13,20,10,26,29,38,9,0,1,0,14,33,56,102,16,0.06334841628959276,0.1493212669683258,0.25339366515837103,0.46153846153846156,0.07239819004524888,3,2,0,177,1,7,0,21,10,0,0.013574660633484163,0.00904977375565611,0,0.8009049773755657,0.004524886877828055,0.03167420814479638,0,0.09502262443438914,0.04524886877828054,0
20710,360,5.8888779583328805,1980,2018,28,1,1,0,0,0,1,2,0,1,0,4,1,1,0,1,8,0,3,0,4,22,0,2,6,9,30,8,5,11,13,42,26,30,52,72,3,0,0,1,16,84,97,157,6,0.044444444444444446,0.23333333333333334,0.26944444444444443,0.4361111111111111,0.016666666666666666,5,45,0,233,0,25,0,26,26,0,0.013888888888888888,0.125,0,0.6472222222222223,0,0.06944444444444445,0,0.07222222222222222,0.07222222222222222,0
20711,320,5.771441123130016,1983,2018,27,0,3,0,0,0,2,2,0,0,1,3,0,2,1,3,1,0,1,4,1,8,0,2,1,3,25,6,3,12,11,29,23,53,48,71,1,0,0,0,11,51,78,173,7,0.034375,0.159375,0.24375,0.540625,0.021875,0,20,0,213,1,28,8,27,23,0,0,0.0625,0,0.665625,0.003125,0.0875,0.025,0.084375,0.071875,0
20712,849,6.745236349484363,1980,2018,33,1,1,0,1,0,5,3,0,0,2,22,2,1,1,1,15,6,3,13,1,40,5,6,3,13,52,13,12,40,30,113,64,104,96,161,18,0,0,1,50,149,259,379,12,0.05889281507656066,0.17550058892815076,0.3050647820965842,0.4464075382803298,0.014134275618374558,43,78,0,503,2,65,23,55,77,3,0.050647820965842166,0.09187279151943463,0,0.5924617196702002,0.002355712603062426,0.07656065959952886,0.027090694935217905,0.06478209658421673,0.09069493521790342,0.0035335689045936395
20713,444,6.09807428216624,1981,2018,28,0,2,0,0,0,1,3,0,1,0,1,1,0,0,0,2,1,0,5,2,31,1,7,3,7,26,3,6,13,29,69,25,56,60,80,7,1,1,0,6,85,142,203,8,0.013513513513513514,0.19144144144144143,0.31981981981981983,0.4572072072072072,0.018018018018018018,13,28,0,309,0,37,2,25,30,0,0.02927927927927928,0.06306306306306306,0,0.6959459459459459,0,0.08333333333333333,0.0045045045045045045,0.05630630630630631,0.06756756756756757,0
20714,997,6.905753276311464,1980,2018,36,2,8,0,2,2,11,5,0,6,2,13,2,9,7,9,42,3,7,18,10,33,2,20,21,27,51,16,20,26,45,73,99,101,124,168,10,0,1,2,93,205,263,403,33,0.09327983951855567,0.20561685055165496,0.2637913741223671,0.40421263791374124,0.033099297893681046,2,108,0,613,2,86,22,66,98,0,0.0020060180541624875,0.10832497492477432,0,0.6148445336008024,0.0020060180541624875,0.08625877632898696,0.022066198595787363,0.06619859578736209,0.09829488465396188,0
20715,151,5.0238805208462765,1986,2018,22,0,0,0,1,0,2,2,0,0,0,4,0,0,0,1,5,0,1,0,0,10,0,2,4,4,11,1,2,13,5,14,19,8,20,21,1,0,0,0,10,33,53,50,5,0.06622516556291391,0.2185430463576159,0.3509933774834437,0.33112582781456956,0.033112582781456956,4,13,0,111,0,13,0,7,3,0,0.026490066225165563,0.08609271523178808,0,0.7350993377483444,0,0.08609271523178808,0,0.046357615894039736,0.019867549668874173,0
20716,301,5.71042701737487,1981,2018,25,0,2,0,0,0,4,5,0,0,1,3,0,0,1,0,8,0,2,0,1,18,0,1,5,4,34,0,1,18,17,40,10,19,42,59,4,1,1,0,13,65,86,124,13,0.04318936877076412,0.2159468438538206,0.2857142857142857,0.4119601328903654,0.04318936877076412,3,41,0,190,0,23,2,23,19,0,0.009966777408637873,0.1362126245847176,0,0.6312292358803987,0,0.07641196013289037,0.006644518272425249,0.07641196013289037,0.06312292358803986,0
20801,594,6.38856140554563,1980,2018,33,3,2,0,1,0,2,4,2,3,1,4,0,13,3,2,9,26,3,2,1,18,1,14,9,11,41,17,19,27,33,52,22,68,53,111,17,0,0,0,63,117,153,249,12,0.10606060606060606,0.19696969696969696,0.25757575757575757,0.41919191919191917,0.020202020202020204,14,65,0,324,1,98,20,25,42,5,0.02356902356902357,0.10942760942760943,0,0.5454545454545454,0.0016835016835016834,0.16498316498316498,0.03367003367003367,0.04208754208754209,0.0707070707070707,0.008417508417508417
20802,445,6.100318952020064,1980,2018,34,1,0,1,0,1,6,2,2,4,1,10,1,1,3,1,9,2,1,8,9,18,2,9,7,19,33,8,6,17,25,60,33,37,57,44,7,0,0,0,34,114,141,145,11,0.07640449438202247,0.25617977528089886,0.31685393258426964,0.3258426966292135,0.024719101123595506,1,50,0,288,6,37,11,27,25,0,0.0022471910112359553,0.11235955056179775,0,0.647191011235955,0.01348314606741573,0.08314606741573034,0.024719101123595506,0.060674157303370786,0.056179775280898875,0
20803,382,5.948034989180646,1983,2018,25,0,3,0,0,0,2,2,1,0,1,4,0,1,0,6,3,0,2,0,0,15,0,4,2,21,19,5,5,13,14,47,20,60,72,46,14,0,0,0,16,68,99,192,7,0.041884816753926704,0.17801047120418848,0.2591623036649215,0.5026178010471204,0.01832460732984293,6,41,1,268,0,27,3,23,13,0,0.015706806282722512,0.10732984293193717,0.002617801047120419,0.7015706806282722,0,0.07068062827225131,0.007853403141361256,0.060209424083769635,0.034031413612565446,0
20804,279,5.634789603169249,1983,2018,31,0,6,0,0,2,0,1,0,5,1,10,0,1,1,2,2,2,2,8,2,14,1,4,5,6,14,4,5,17,13,31,19,35,27,34,4,0,0,1,24,60,85,100,10,0.08602150537634409,0.21505376344086022,0.3046594982078853,0.35842293906810035,0.035842293906810034,0,32,0,196,0,20,6,12,13,0,0,0.11469534050179211,0,0.7025089605734767,0,0.07168458781362007,0.021505376344086023,0.043010752688172046,0.04659498207885305,0
20805,864,6.762729506931879,1983,2018,28,0,8,0,0,0,5,0,1,1,2,20,0,2,2,0,22,0,3,2,1,98,5,6,8,5,91,19,25,46,27,139,33,83,87,105,18,0,0,0,50,238,270,293,13,0.05787037037037037,0.27546296296296297,0.3125,0.33912037037037035,0.015046296296296295,12,63,0,626,0,73,11,26,53,0,0.013888888888888888,0.07291666666666667,0,0.7245370370370371,0,0.08449074074074074,0.01273148148148148,0.03009259259259259,0.061342592592592594,0
20806,848,6.744059186311348,1981,2018,33,0,1,1,0,1,7,0,0,1,0,6,4,3,6,10,19,0,1,5,7,31,3,14,20,30,46,12,15,43,44,92,59,99,92,156,16,1,2,1,49,169,253,363,14,0.05778301886792453,0.19929245283018868,0.2983490566037736,0.42806603773584906,0.01650943396226415,7,89,1,497,17,76,69,46,46,0,0.008254716981132075,0.10495283018867925,0.0011792452830188679,0.5860849056603774,0.020047169811320754,0.08962264150943396,0.08136792452830188,0.054245283018867926,0.054245283018867926,0
20807,8032,8.991313336173812,1980,2018,39,3,29,3,6,7,47,13,4,17,15,108,17,43,22,62,109,41,35,114,80,338,66,148,107,186,498,154,185,464,418,831,539,879,916,1385,123,5,6,9,438,1726,2437,3303,128,0.05453187250996016,0.21489043824701196,0.3034113545816733,0.4112300796812749,0.01593625498007968,9,914,6,4841,55,886,260,306,710,45,0.0011205179282868527,0.11379482071713147,7.47011952191235e-4,0.6027141434262948,0.006847609561752988,0.11030876494023904,0.03237051792828685,0.03809760956175299,0.08839641434262949,0.005602589641434263
20808,584,6.371611847231857,1983,2018,33,0,1,0,1,1,1,1,1,1,0,10,0,1,1,4,5,6,1,5,6,38,8,11,6,10,31,11,9,38,36,65,47,60,69,90,8,0,0,1,29,127,195,227,6,0.04965753424657534,0.21746575342465754,0.3339041095890411,0.3886986301369863,0.010273972602739725,14,74,0,367,1,35,9,31,53,0,0.023972602739726026,0.1267123287671233,0,0.6284246575342466,0.0017123287671232876,0.059931506849315065,0.015410958904109588,0.053082191780821915,0.09075342465753425,0
20809,883,6.784457062637643,1983,2018,33,0,3,1,0,0,5,1,5,3,1,7,0,4,2,9,8,3,1,10,9,48,3,11,8,31,60,13,14,53,54,112,53,98,106,138,7,0,0,2,42,194,286,349,12,0.04756511891279728,0.21970554926387317,0.32389580973952437,0.3952434881087203,0.013590033975084938,3,84,1,582,1,54,22,44,91,1,0.0033975084937712344,0.09513023782559456,0.0011325028312570782,0.6591166477916195,0.0011325028312570782,0.061155152887882216,0.02491506228765572,0.04983012457531144,0.10305775764439411,0.0011325028312570782
20810,200,5.303304908059076,1988,2018,26,0,0,0,0,0,1,0,1,0,0,4,1,2,1,1,1,0,1,0,1,5,1,1,1,3,3,3,3,8,4,10,13,13,54,61,3,0,0,0,11,19,38,131,1,0.055,0.095,0.19,0.655,0.005,16,11,1,133,0,7,3,13,16,0,0.08,0.055,0.005,0.665,0,0.035,0.015,0.065,0.08,0
20811,247,5.5134287461649825,1983,2018,26,0,1,0,0,0,4,2,0,0,0,3,1,2,1,2,3,0,2,2,0,16,2,1,5,2,31,0,6,10,9,23,18,32,41,25,3,0,0,0,12,61,66,101,7,0.048582995951417005,0.24696356275303644,0.26720647773279355,0.4089068825910931,0.02834008097165992,10,19,0,160,1,19,6,17,13,2,0.04048582995951417,0.07692307692307693,0,0.6477732793522267,0.004048582995951417,0.07692307692307693,0.024291497975708502,0.06882591093117409,0.05263157894736842,0.008097165991902834
20812,392,5.973809611869261,1982,2018,31,0,4,0,0,0,6,1,1,0,1,4,0,2,0,1,3,3,1,2,1,14,1,8,3,6,29,1,13,6,17,55,20,20,60,102,5,0,1,1,15,66,111,187,13,0.03826530612244898,0.1683673469387755,0.28316326530612246,0.4770408163265306,0.03316326530612245,2,36,0,260,2,20,7,28,37,0,0.00510204081632653,0.09183673469387756,0,0.6632653061224489,0.00510204081632653,0.05102040816326531,0.017857142857142856,0.07142857142857142,0.09438775510204081,0
20813,310,5.739792912179234,1983,2018,28,0,3,0,0,0,2,0,0,3,1,2,1,2,0,0,3,1,0,3,2,8,8,6,7,4,24,8,7,25,21,41,27,26,21,47,5,0,0,2,13,70,121,99,7,0.041935483870967745,0.22580645161290322,0.3903225806451613,0.3193548387096774,0.02258064516129032,15,22,0,198,4,12,3,23,33,0,0.04838709677419355,0.07096774193548387,0,0.6387096774193548,0.012903225806451613,0.03870967741935484,0.00967741935483871,0.07419354838709677,0.1064516129032258,0
20814,403,6.0014148779611505,1981,2018,30,0,7,0,0,1,1,0,1,2,2,4,0,0,0,1,2,0,0,1,1,8,2,10,4,21,17,9,8,20,16,43,32,53,58,68,5,4,1,1,12,73,119,184,15,0.02977667493796526,0.18114143920595532,0.29528535980148884,0.456575682382134,0.03722084367245657,16,32,0,256,1,38,5,25,30,0,0.03970223325062035,0.0794044665012407,0,0.6352357320099256,0.0024813895781637717,0.09429280397022333,0.01240694789081886,0.062034739454094295,0.07444168734491315,0
30101,488,6.192362489474872,1982,2018,36,0,4,1,0,1,8,4,1,4,3,3,10,6,3,6,5,9,6,9,6,9,3,13,11,17,28,17,25,20,26,34,36,46,47,55,10,0,1,1,50,119,141,158,20,0.10245901639344263,0.24385245901639344,0.2889344262295082,0.3237704918032787,0.040983606557377046,57,27,1,167,3,45,14,104,67,3,0.1168032786885246,0.055327868852459015,0.0020491803278688526,0.3422131147540984,0.006147540983606557,0.09221311475409837,0.028688524590163935,0.21311475409836064,0.13729508196721313,0.006147540983606557
30102,509,6.234410725718371,1980,2018,33,1,2,0,0,1,6,4,1,4,0,8,2,6,1,4,3,4,4,3,4,12,3,3,12,9,20,12,12,35,28,62,25,39,63,106,10,0,0,0,33,82,162,218,14,0.06483300589390963,0.16110019646365423,0.3182711198428291,0.42829076620825146,0.0275049115913556,24,48,0,226,2,68,37,45,25,34,0.047151277013752456,0.09430255402750491,0,0.444007858546169,0.003929273084479371,0.13359528487229863,0.07269155206286837,0.08840864440078586,0.04911591355599214,0.06679764243614932
30103,937,6.843749949006225,1980,2018,37,2,2,3,1,1,3,10,0,1,1,11,8,10,6,11,12,19,9,16,8,15,5,18,22,33,36,40,34,40,53,64,50,97,108,173,11,1,0,3,79,202,241,389,26,0.08431163287086446,0.21558164354322304,0.25720384204909286,0.4151547491995731,0.02774813233724653,95,109,0,336,4,145,33,140,61,14,0.10138740661686232,0.11632870864461047,0,0.35859124866595515,0.004268943436499467,0.15474919957310565,0.035218783351120594,0.14941302027748132,0.06510138740661686,0.014941302027748132
30104,565,6.338594078203183,1981,2018,36,0,4,2,0,2,5,3,3,1,2,11,7,9,7,19,9,9,7,6,6,12,6,20,11,18,26,21,18,35,26,34,41,47,46,86,4,1,0,1,77,133,154,183,18,0.13628318584070798,0.23539823008849559,0.27256637168141595,0.3238938053097345,0.03185840707964602,43,79,0,241,1,92,26,45,33,5,0.07610619469026549,0.13982300884955753,0,0.4265486725663717,0.0017699115044247787,0.16283185840707964,0.04601769911504425,0.07964601769911504,0.0584070796460177,0.008849557522123894
30105,528,6.270988431858299,1983,2018,35,0,7,1,2,0,9,4,1,7,4,11,2,15,7,12,8,5,7,5,2,18,3,13,9,11,28,4,13,24,29,38,19,50,69,87,2,0,0,2,72,100,123,208,25,0.13636363636363635,0.1893939393939394,0.23295454545454544,0.3939393939393939,0.04734848484848485,45,41,1,229,2,100,31,40,32,7,0.08522727272727272,0.07765151515151515,0.001893939393939394,0.4337121212121212,0.003787878787878788,0.1893939393939394,0.058712121212121215,0.07575757575757576,0.06060606060606061,0.013257575757575758
30106,522,6.259581464064923,1980,2017,34,1,3,0,1,2,16,0,0,1,4,10,2,8,8,10,15,7,8,6,1,25,9,11,12,8,46,8,19,30,29,43,23,30,55,68,0,1,2,0,65,134,144,153,26,0.12452107279693486,0.2567049808429119,0.27586206896551724,0.29310344827586204,0.04980842911877394,63,49,1,207,4,38,48,91,15,6,0.1206896551724138,0.09386973180076628,0.0019157088122605363,0.39655172413793105,0.007662835249042145,0.07279693486590039,0.09195402298850575,0.1743295019157088,0.028735632183908046,0.011494252873563218
30107,509,6.234410725718371,1980,2018,38,1,3,1,0,2,9,6,1,1,3,15,1,5,3,7,12,6,9,5,8,21,6,14,12,13,36,11,11,30,24,48,19,33,59,68,2,1,1,2,54,135,132,162,26,0.10609037328094302,0.26522593320235754,0.2593320235756385,0.3182711198428291,0.05108055009823183,45,102,0,180,2,28,29,93,30,0,0.08840864440078586,0.20039292730844793,0,0.35363457760314343,0.003929273084479371,0.0550098231827112,0.05697445972495088,0.18271119842829076,0.05893909626719057,0
30108,506,6.2285110035911835,1981,2018,33,0,2,0,0,0,2,8,0,1,1,7,0,12,1,1,7,5,3,11,3,23,2,10,6,13,35,14,13,30,27,58,39,52,60,54,2,1,2,1,35,120,167,168,16,0.0691699604743083,0.23715415019762845,0.3300395256916996,0.33201581027667987,0.03162055335968379,66,42,0,200,0,49,28,66,54,1,0.13043478260869565,0.08300395256916997,0,0.3952569169960474,0,0.09683794466403162,0.05533596837944664,0.13043478260869565,0.1067193675889328,0.001976284584980237
30109,1925,7.563200592358071,1980,2018,38,2,9,4,4,3,9,13,4,7,6,35,6,17,23,22,31,18,16,32,17,55,19,50,29,41,112,47,67,113,104,156,127,174,209,296,40,4,0,4,169,418,567,719,52,0.0877922077922078,0.21714285714285714,0.29454545454545455,0.3735064935064935,0.027012987012987013,95,224,10,834,2,360,133,126,125,16,0.04935064935064935,0.11636363636363636,0.005194805194805195,0.43324675324675327,0.001038961038961039,0.18701298701298702,0.06909090909090909,0.06545454545454546,0.06493506493506493,0.008311688311688312
30201,284,5.652489180268651,1983,2018,29,0,1,0,2,0,4,0,4,0,1,7,0,2,0,2,10,4,3,0,2,4,3,4,2,4,17,1,8,11,11,18,13,37,51,56,1,0,0,1,30,40,61,145,8,0.1056338028169014,0.14084507042253522,0.2147887323943662,0.5105633802816901,0.028169014084507043,0,10,0,177,0,46,2,31,18,0,0,0.035211267605633804,0,0.6232394366197183,0,0.1619718309859155,0.007042253521126761,0.10915492957746478,0.06338028169014084,0
30202,505,6.226536669287466,1980,2018,36,1,6,2,0,2,7,3,4,0,2,10,4,3,4,2,1,2,2,3,6,10,4,10,8,11,18,10,11,9,34,33,24,71,62,109,14,0,1,2,32,82,111,256,24,0.06336633663366337,0.16237623762376238,0.2198019801980198,0.5069306930693069,0.047524752475247525,19,61,0,305,2,35,6,51,17,9,0.03762376237623762,0.12079207920792079,0,0.6039603960396039,0.0039603960396039604,0.06930693069306931,0.011881188118811881,0.100990099009901,0.033663366336633666,0.01782178217821782
30203,499,6.214608098422191,1980,2018,35,1,1,1,0,0,4,3,5,3,2,6,2,4,1,5,9,5,0,3,1,12,3,5,7,11,18,14,17,17,21,56,40,52,75,86,7,1,1,0,42,74,151,220,12,0.0841683366733467,0.14829659318637275,0.3026052104208417,0.4408817635270541,0.02404809619238477,15,73,0,193,4,72,16,48,74,4,0.03006012024048096,0.1462925851703407,0,0.3867735470941884,0.008016032064128256,0.14428857715430862,0.03206412825651302,0.09619238476953908,0.14829659318637275,0.008016032064128256
30204,403,6.0014148779611505,1980,2018,36,1,3,2,0,2,7,1,4,1,3,7,2,0,2,6,12,3,2,1,1,12,5,5,5,9,8,4,5,29,21,32,19,46,65,66,10,0,1,1,40,52,106,187,18,0.09925558312655088,0.12903225806451613,0.2630272952853598,0.4640198511166253,0.04466501240694789,16,40,2,171,1,87,6,44,32,4,0.03970223325062035,0.09925558312655088,0.004962779156327543,0.42431761786600497,0.0024813895781637717,0.21588089330024815,0.01488833746898263,0.10918114143920596,0.0794044665012407,0.009925558312655087
30205,1376,7.227662498728654,1980,2018,38,1,9,2,1,2,10,7,13,11,8,11,12,11,11,12,11,9,11,16,8,43,11,19,20,26,60,41,44,53,97,100,79,119,159,291,32,0,1,5,109,255,373,601,38,0.07921511627906977,0.18531976744186046,0.2710755813953488,0.4367732558139535,0.027616279069767442,75,174,9,610,5,223,50,128,79,23,0.05450581395348837,0.12645348837209303,0.006540697674418605,0.4433139534883721,0.003633720930232558,0.1620639534883721,0.036337209302325583,0.09302325581395349,0.057412790697674417,0.016715116279069766
30206,881,6.782192056006791,1981,2018,38,0,6,2,2,1,13,3,10,5,5,17,7,16,6,18,14,9,5,17,7,30,9,17,19,16,28,22,25,54,37,50,34,76,132,155,10,1,1,2,107,170,200,373,31,0.12145289443813848,0.19296254256526674,0.22701475595913734,0.42338251986379116,0.03518728717366629,54,183,3,296,4,81,25,111,104,20,0.06129398410896708,0.20771850170261066,0.00340522133938706,0.33598183881952326,0.004540295119182747,0.09194097616345062,0.028376844494892167,0.12599318955732122,0.11804767309875142,0.022701475595913734
30207,1695,7.4360278163518485,1980,2018,37,1,5,0,2,4,11,12,11,5,8,25,9,26,13,24,28,33,12,23,10,69,13,22,25,36,80,49,49,90,77,92,77,151,223,340,31,0,3,6,182,339,385,745,44,0.10737463126843658,0.2,0.22713864306784662,0.43952802359882004,0.025958702064896755,62,250,8,737,4,266,85,183,83,17,0.03657817109144543,0.14749262536873156,0.00471976401179941,0.43480825958702063,0.002359882005899705,0.15693215339233038,0.05014749262536873,0.1079646017699115,0.04896755162241888,0.010029498525073746
30208,645,6.470799503782602,1981,2018,34,0,2,1,0,0,3,3,4,1,1,15,3,8,5,11,13,5,4,12,2,23,4,9,8,8,36,14,16,44,35,55,39,46,95,112,5,3,0,0,66,120,189,258,12,0.10232558139534884,0.18604651162790697,0.2930232558139535,0.4,0.018604651162790697,19,81,0,379,7,92,12,37,16,2,0.02945736434108527,0.12558139534883722,0,0.5875968992248062,0.010852713178294573,0.14263565891472868,0.018604651162790697,0.05736434108527132,0.024806201550387597,0.0031007751937984496
30209,840,6.734591659972948,1981,2018,35,0,3,0,1,0,1,7,8,6,4,22,2,9,6,8,20,5,7,13,6,43,3,22,18,19,39,13,24,39,34,75,41,90,113,119,12,3,0,5,90,183,213,334,20,0.10714285714285714,0.21785714285714286,0.25357142857142856,0.3976190476190476,0.023809523809523808,24,88,1,423,1,107,37,87,69,3,0.02857142857142857,0.10476190476190476,0.0011904761904761906,0.5035714285714286,0.0011904761904761906,0.12738095238095237,0.04404761904761905,0.10357142857142858,0.08214285714285714,0.0035714285714285713
