lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
40110,820,6.710523109452428,1980,2018,38,1,5,3,2,4,7,4,2,4,3,18,4,12,5,9,30,12,9,8,4,48,10,11,9,27,42,31,30,39,45,59,37,65,79,133,7,1,1,0,99,199,210,284,28,0.12073170731707317,0.2426829268292683,0.25609756097560976,0.3463414634146341,0.03414634146341464,51,54,1,408,0,135,55,81,34,1,0.06219512195121951,0.06585365853658537,0.0012195121951219512,0.4975609756097561,0,0.16463414634146342,0.06707317073170732,0.09878048780487805,0.041463414634146344,0.0012195121951219512
40111,808,6.695798917058491,1980,2018,38,2,3,0,2,4,6,5,6,2,3,27,3,14,8,8,19,6,12,6,11,15,15,24,21,26,52,18,19,46,40,48,46,64,84,124,12,1,4,2,96,200,199,284,29,0.1188118811881188,0.24752475247524752,0.24628712871287128,0.35148514851485146,0.03589108910891089,184,63,0,292,1,54,42,99,65,8,0.22772277227722773,0.07797029702970297,0,0.3613861386138614,0.0012376237623762376,0.06683168316831684,0.05198019801980198,0.12252475247524752,0.08044554455445545,0.009900990099009901
40201,40,3.713572066704308,1988,2017,19,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,3,0,1,0,0,0,1,1,0,1,3,1,0,4,2,4,1,5,3,5,0,0,0,0,7,8,11,13,1,0.175,0.2,0.275,0.325,0.025,0,3,0,0,0,27,0,3,5,2,0,0.075,0,0,0,0.675,0,0.075,0.125,0.05
40202,158,5.0689042022202315,1981,2017,34,0,2,2,0,2,2,0,0,1,5,2,1,1,2,7,5,4,1,5,4,7,5,6,2,4,11,7,5,6,13,6,8,9,10,10,0,1,1,1,28,52,38,29,11,0.17721518987341772,0.3291139240506329,0.24050632911392406,0.18354430379746836,0.06962025316455696,7,2,0,12,2,123,1,8,1,2,0.04430379746835443,0.012658227848101266,0,0.0759493670886076,0.012658227848101266,0.7784810126582279,0.006329113924050633,0.05063291139240506,0.006329113924050633,0.012658227848101266
40203,137,4.927253685157205,1980,2017,31,1,0,0,0,0,1,1,2,0,2,3,1,0,2,4,3,1,2,1,4,7,4,3,3,11,8,3,6,4,11,7,6,10,12,10,0,0,3,1,18,46,34,32,7,0.13138686131386862,0.3357664233576642,0.24817518248175183,0.23357664233576642,0.051094890510948905,3,3,0,23,0,72,11,7,16,2,0.021897810218978103,0.021897810218978103,0,0.1678832116788321,0,0.5255474452554745,0.08029197080291971,0.051094890510948905,0.11678832116788321,0.014598540145985401
40204,117,4.770684624465665,1982,2018,33,0,3,1,1,0,4,1,0,2,1,6,1,2,2,2,2,1,3,1,1,3,1,1,2,2,16,0,3,3,3,16,12,4,8,4,1,0,4,0,19,30,37,17,14,0.1623931623931624,0.2564102564102564,0.3162393162393162,0.1452991452991453,0.11965811965811966,6,1,0,11,0,81,0,10,3,5,0.05128205128205128,0.008547008547008548,0,0.09401709401709402,0,0.6923076923076923,0,0.08547008547008547,0.02564102564102564,0.042735042735042736
40301,74,4.31748811353631,1987,2018,20,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,5,0,1,1,3,4,1,2,3,6,6,8,2,14,9,1,0,0,0,5,16,25,26,2,0.06756756756756757,0.21621621621621623,0.33783783783783783,0.35135135135135137,0.02702702702702703,3,4,0,18,1,45,0,2,1,0,0.04054054054054054,0.05405405405405406,0,0.24324324324324326,0.013513513513513514,0.6081081081081081,0,0.02702702702702703,0.013513513513513514,0
40302,274,5.616771097666572,1981,2018,35,0,1,0,1,1,3,1,1,7,6,5,4,1,1,3,3,3,4,4,4,7,1,3,5,7,12,11,10,15,15,24,14,25,22,41,8,1,0,0,34,58,78,96,8,0.12408759124087591,0.2116788321167883,0.2846715328467153,0.35036496350364965,0.029197080291970802,0,24,12,84,1,112,11,14,16,0,0,0.08759124087591241,0.043795620437956206,0.30656934306569344,0.0036496350364963502,0.40875912408759124,0.040145985401459854,0.051094890510948905,0.058394160583941604,0
40303,138,4.9344739331306915,1981,2018,26,0,0,0,2,0,2,0,0,0,2,6,2,0,0,0,6,0,3,1,1,7,1,3,3,0,6,3,2,1,7,14,11,18,10,20,5,1,1,0,16,28,35,53,6,0.11594202898550725,0.2028985507246377,0.2536231884057971,0.38405797101449274,0.043478260869565216,1,3,0,13,4,102,1,8,6,0,0.007246376811594203,0.021739130434782608,0,0.09420289855072464,0.028985507246376812,0.7391304347826086,0.007246376811594203,0.057971014492753624,0.043478260869565216,0
40304,89,4.499809670330265,1990,2018,20,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,1,2,0,2,0,1,4,1,1,8,11,13,14,8,6,9,2,0,0,0,5,12,47,25,0,0.056179775280898875,0.1348314606741573,0.5280898876404494,0.2808988764044944,0,0,7,0,22,2,50,0,3,5,0,0,0.07865168539325842,0,0.24719101123595505,0.02247191011235955,0.5617977528089888,0,0.033707865168539325,0.056179775280898875,0
40305,126,4.844187086458591,1980,2018,33,3,1,1,1,2,2,0,1,0,0,2,2,0,1,0,5,3,3,1,5,2,1,1,1,3,2,2,1,5,13,16,4,14,5,15,5,1,2,0,14,21,39,39,13,0.1111111111111111,0.16666666666666666,0.30952380952380953,0.30952380952380953,0.10317460317460317,1,7,0,42,2,57,1,13,3,0,0.007936507936507936,0.05555555555555555,0,0.3333333333333333,0.015873015873015872,0.4523809523809524,0.007936507936507936,0.10317460317460317,0.023809523809523808,0
40401,583,6.369900982828227,1981,2018,35,0,5,1,0,2,4,2,7,3,6,14,3,14,14,10,10,5,6,8,11,18,7,5,15,14,38,11,29,20,23,46,19,62,49,88,12,2,0,0,86,133,137,211,16,0.14751286449399656,0.2281303602058319,0.23499142367066894,0.36192109777015435,0.0274442538593482,41,48,3,218,4,172,20,50,19,8,0.07032590051457976,0.0823327615780446,0.005145797598627788,0.37392795883361923,0.00686106346483705,0.2950257289879931,0.03430531732418525,0.08576329331046312,0.032590051457975985,0.0137221269296741
40402,488,6.192362489474872,1981,2018,35,0,5,0,4,1,9,1,2,3,2,11,8,11,4,4,7,6,5,9,4,22,7,14,26,12,21,8,11,20,30,44,19,65,35,51,5,2,0,0,58,128,124,156,22,0.11885245901639344,0.26229508196721313,0.2540983606557377,0.319672131147541,0.045081967213114756,62,65,1,213,2,48,15,63,17,2,0.12704918032786885,0.13319672131147542,0.0020491803278688526,0.4364754098360656,0.004098360655737705,0.09836065573770492,0.030737704918032786,0.1290983606557377,0.03483606557377049,0.004098360655737705
40403,633,6.452048954437226,1980,2018,36,5,10,5,1,4,6,3,8,0,4,26,8,10,8,9,18,13,23,11,8,21,12,12,8,18,31,17,26,28,19,47,44,23,61,74,10,0,2,0,104,161,164,168,36,0.16429699842022116,0.25434439178515006,0.25908372827804105,0.26540284360189575,0.05687203791469194,56,152,71,171,25,55,27,40,30,6,0.08846761453396525,0.2401263823064771,0.11216429699842022,0.27014218009478674,0.03949447077409163,0.08688783570300158,0.04265402843601896,0.0631911532385466,0.04739336492890995,0.009478672985781991
40404,659,6.492239835020471,1980,2018,36,1,1,1,1,0,5,2,1,1,3,4,0,6,10,10,13,6,9,17,4,9,4,23,15,20,27,15,15,44,42,47,51,74,70,99,7,0,1,1,54,143,199,250,13,0.0819423368740516,0.21699544764795145,0.30197268588770865,0.37936267071320184,0.019726858877086494,34,118,4,278,2,45,81,73,18,6,0.051593323216995446,0.17905918057663125,0.006069802731411229,0.4218512898330804,0.0030349013657056147,0.06828528072837632,0.12291350531107739,0.11077389984825493,0.027314112291350532,0.009104704097116844
40405,599,6.396929655216146,1981,2018,37,0,4,0,2,2,3,1,1,4,1,12,4,7,21,5,9,4,5,5,8,23,6,4,8,8,31,14,17,28,46,72,37,81,69,44,6,2,1,4,68,112,200,200,19,0.11352253756260434,0.18697829716193656,0.333889816360601,0.333889816360601,0.03171953255425709,57,122,3,263,3,28,25,74,22,2,0.09515859766277128,0.2036727879799666,0.005008347245409015,0.43906510851419034,0.005008347245409015,0.04674457429048414,0.041736227045075125,0.12353923205342238,0.03672787979966611,0.00333889816360601
40406,1911,7.555905093611346,1980,2018,39,1,10,10,2,5,5,4,11,12,7,46,8,26,19,15,38,27,28,28,18,69,29,31,54,61,102,48,66,141,89,195,130,117,168,238,46,1,3,3,209,468,621,569,44,0.10936682365253794,0.24489795918367346,0.3249607535321821,0.2977498691784406,0.023024594453165882,137,246,41,922,2,224,83,120,132,4,0.0716902145473574,0.12872841444270017,0.021454735740450027,0.4824699110413396,0.0010465724751439038,0.11721611721611722,0.043432757718472007,0.06279434850863422,0.06907378335949764,0.0020931449502878076
40501,338,5.82600010738045,1981,2018,34,0,1,0,1,1,1,1,0,2,5,6,6,6,1,3,4,1,7,5,11,13,3,3,4,5,16,3,10,14,24,32,31,35,27,47,8,1,0,0,34,70,111,117,6,0.10059171597633136,0.20710059171597633,0.32840236686390534,0.34615384615384615,0.01775147928994083,14,31,0,149,0,65,4,57,17,1,0.04142011834319527,0.09171597633136094,0,0.4408284023668639,0,0.19230769230769232,0.011834319526627219,0.16863905325443787,0.05029585798816568,0.0029585798816568047
40502,608,6.411818267709897,1980,2018,39,1,2,2,2,2,1,3,2,2,2,7,5,7,3,6,9,4,9,5,4,24,3,19,20,33,34,10,40,28,21,37,30,47,54,101,22,4,2,1,47,161,156,224,20,0.07730263157894737,0.26480263157894735,0.2565789473684211,0.3684210526315789,0.03289473684210526,14,54,0,293,1,157,12,54,21,2,0.023026315789473683,0.08881578947368421,0,0.4819078947368421,0.001644736842105263,0.2582236842105263,0.019736842105263157,0.08881578947368421,0.03453947368421053,0.003289473684210526
40503,1189,7.081708586105575,1981,2018,38,0,21,4,9,3,27,3,10,7,6,37,8,13,9,11,31,4,18,25,15,67,11,14,39,26,53,20,33,53,52,80,63,111,102,180,18,1,2,3,136,288,281,411,73,0.11438183347350715,0.24222035323801513,0.23633305298570226,0.3456686291000841,0.061396131202691336,70,96,1,357,2,482,38,65,64,14,0.05887300252312868,0.08074011774600505,8.410428931875525e-4,0.3002523128679563,0.001682085786375105,0.4053826745164003,0.031959629941127,0.054667788057190914,0.05382674516400336,0.011774600504625737
40504,27764,10.231531513675707,1980,2018,39,15,60,13,26,42,71,41,48,73,67,265,104,172,116,127,299,157,209,255,222,736,237,384,399,434,1071,549,648,1201,1486,2582,1953,2908,3415,6346,953,18,25,37,1428,4496,7870,13622,348,0.05143351102146665,0.1619363204149258,0.2834605964558421,0.49063535513614753,0.012534216971617922,310,2639,41,15101,47,5243,898,1225,2165,95,0.011165538106901024,0.09505114536810258,0.0014767324592998127,0.5439057772655237,0.001692839648465639,0.18884166546607117,0.032344042645152,0.04412188445468953,0.0779786774240023,0.003421697161792249
40505,257,5.552959584921617,1980,2018,36,2,0,0,1,4,4,2,2,0,3,3,3,2,3,4,7,1,1,8,2,7,3,8,6,13,17,6,15,16,9,11,19,19,21,29,1,1,1,3,28,71,70,70,18,0.10894941634241245,0.27626459143968873,0.2723735408560311,0.2723735408560311,0.07003891050583658,39,27,0,96,2,33,4,40,13,3,0.1517509727626459,0.10505836575875487,0,0.3735408560311284,0.007782101167315175,0.12840466926070038,0.01556420233463035,0.1556420233463035,0.05058365758754864,0.011673151750972763
40601,373,5.924255797414532,1980,2018,38,1,2,0,1,2,5,2,1,1,5,8,5,13,7,6,10,11,11,6,4,7,10,6,5,14,13,4,16,19,18,11,23,24,28,60,7,2,3,2,67,80,87,119,20,0.17962466487935658,0.21447721179624665,0.23324396782841822,0.3190348525469169,0.05361930294906166,22,24,0,180,3,34,11,70,22,7,0.058981233243967826,0.064343163538874,0,0.48257372654155495,0.00804289544235925,0.09115281501340483,0.029490616621983913,0.1876675603217158,0.058981233243967826,0.01876675603217158
40602,510,6.236369590203704,1981,2018,34,0,3,0,0,3,8,3,0,4,5,12,6,9,3,8,5,12,6,11,1,27,6,12,15,20,37,15,13,24,22,35,20,29,40,80,13,1,0,2,64,150,114,162,20,0.12549019607843137,0.29411764705882354,0.2235294117647059,0.3176470588235294,0.0392156862745098,6,41,2,167,1,135,25,88,37,8,0.011764705882352941,0.0803921568627451,0.00392156862745098,0.32745098039215687,0.00196078431372549,0.2647058823529412,0.049019607843137254,0.17254901960784313,0.07254901960784314,0.01568627450980392
40603,292,5.680172609017068,1980,2018,35,2,2,1,1,1,8,0,1,3,2,6,1,7,3,7,5,20,6,3,1,8,0,10,14,19,14,10,7,9,9,15,15,11,28,41,1,0,0,1,55,85,55,81,16,0.18835616438356165,0.2910958904109589,0.18835616438356165,0.2773972602739726,0.0547945205479452,31,19,0,76,1,69,5,52,25,14,0.10616438356164383,0.06506849315068493,0,0.2602739726027397,0.003424657534246575,0.2363013698630137,0.017123287671232876,0.1780821917808219,0.08561643835616438,0.04794520547945205
40604,983,6.891625897052253,1983,2018,34,0,1,2,0,3,9,5,2,3,5,6,3,24,16,13,19,12,7,10,12,15,11,11,21,21,41,25,44,58,35,81,67,80,114,188,19,0,0,0,103,174,285,401,20,0.10478128179043744,0.1770091556459817,0.28992878942014244,0.40793489318413023,0.02034587995930824,51,153,1,445,7,105,42,113,62,4,0.05188199389623601,0.15564598168870802,0.001017293997965412,0.4526958290946083,0.007121057985757884,0.10681586978636826,0.042726347914547304,0.11495422177009156,0.06307222787385554,0.004069175991861648
40605,1697,7.437206366871292,1980,2018,38,1,10,0,2,4,8,5,5,8,5,28,9,25,6,31,28,25,13,19,16,75,30,30,41,54,90,53,60,94,109,148,76,109,158,270,45,1,3,3,170,421,487,582,37,0.10017678255745432,0.24808485562757807,0.2869770182675309,0.34295816146140246,0.021803182086034177,54,193,0,814,3,289,113,116,106,9,0.03182086034177961,0.11373011196228638,0,0.47967000589275194,0.0017678255745433118,0.17030053034767237,0.06658809664113141,0.06835592221567471,0.06246317030053035,0.005303476723629935
40606,1215,7.103322062526113,1980,2018,39,1,7,4,4,3,8,9,3,9,6,20,10,15,8,12,25,19,25,20,17,66,14,30,31,39,46,40,39,72,62,109,76,100,91,147,17,1,5,5,127,328,358,355,47,0.10452674897119342,0.26995884773662554,0.2946502057613169,0.29218106995884774,0.03868312757201646,54,156,0,562,7,159,54,105,100,18,0.044444444444444446,0.12839506172839507,0,0.46255144032921813,0.005761316872427984,0.1308641975308642,0.044444444444444446,0.08641975308641975,0.0823045267489712,0.014814814814814815
40607,539,6.29156913955832,1980,2018,35,1,1,0,1,0,2,1,3,2,3,5,2,12,0,9,6,1,2,3,4,11,5,3,10,14,24,15,12,30,25,49,38,55,68,114,4,2,2,0,43,91,154,241,10,0.07977736549165121,0.16883116883116883,0.2857142857142857,0.44712430426716143,0.01855287569573284,18,63,1,284,0,71,15,50,36,1,0.03339517625231911,0.11688311688311688,0.0018552875695732839,0.5269016697588126,0,0.13172541743970315,0.027829313543599257,0.09276437847866419,0.06679035250463822,0.0018552875695732839
40608,304,5.720311776607412,1980,2018,36,1,2,0,0,3,4,2,3,1,1,11,4,5,1,6,9,2,3,9,5,15,5,13,3,11,11,11,15,17,8,20,12,15,23,43,7,1,2,0,43,86,72,88,15,0.14144736842105263,0.28289473684210525,0.23684210526315788,0.2894736842105263,0.049342105263157895,26,13,0,129,3,35,6,62,24,6,0.08552631578947369,0.04276315789473684,0,0.4243421052631579,0.009868421052631578,0.11513157894736842,0.019736842105263157,0.20394736842105263,0.07894736842105263,0.019736842105263157
40701,1323,7.188412736496954,1980,2018,35,1,4,0,0,1,10,5,0,5,4,33,12,7,8,8,15,8,7,27,8,47,13,21,19,21,66,29,19,54,49,114,89,125,185,272,32,4,0,1,100,258,325,614,26,0.07558578987150416,0.19501133786848074,0.2456538170823885,0.46409674981103555,0.019652305366591082,61,104,2,770,0,211,33,103,36,3,0.04610733182161754,0.07860922146636433,0.0015117157974300832,0.582010582010582,0,0.15948601662887377,0.024943310657596373,0.07785336356764928,0.027210884353741496,0.0022675736961451248
40702,3311,8.10530751550515,1980,2018,39,4,9,3,5,5,18,13,4,9,14,47,24,27,33,30,33,24,33,36,32,121,22,50,62,82,127,80,83,151,159,242,211,297,418,686,103,3,4,7,245,645,846,1504,71,0.07399577167019028,0.19480519480519481,0.25551192993053456,0.45424343098761705,0.021443672606463304,121,342,5,1805,2,517,138,187,180,14,0.036544850498338874,0.10329205678042887,0.0015101177891875567,0.5451525218967079,6.040471156750226e-4,0.15614617940199335,0.041679250981576564,0.05647840531561462,0.05436424041075204,0.004228329809725159
40703,726,6.588926477533519,1980,2018,37,2,3,2,0,4,5,1,2,3,1,7,2,6,5,6,14,8,4,7,4,11,9,8,7,5,34,8,16,29,27,55,50,78,98,185,16,0,2,2,54,97,177,377,21,0.0743801652892562,0.13360881542699724,0.24380165289256198,0.5192837465564738,0.028925619834710745,51,93,0,356,0,125,21,52,26,2,0.07024793388429752,0.128099173553719,0,0.4903581267217631,0,0.1721763085399449,0.028925619834710745,0.07162534435261708,0.03581267217630854,0.0027548209366391185
40704,2442,7.8009820712577405,1980,2018,39,1,6,1,2,8,10,3,6,7,7,13,10,27,12,11,20,14,10,21,24,66,25,29,29,51,82,63,70,115,143,155,217,272,269,592,40,5,2,4,127,400,700,1173,42,0.052006552006552006,0.1638001638001638,0.28665028665028663,0.48034398034398035,0.0171990171990172,81,209,1,1233,2,314,91,324,159,28,0.033169533169533166,0.08558558558558559,4.095004095004095e-4,0.504914004914005,8.19000819000819e-4,0.1285831285831286,0.03726453726453727,0.13267813267813267,0.06511056511056511,0.011466011466011465
40705,978,6.88653164253051,1980,2018,39,1,4,3,2,2,10,6,4,5,2,11,3,9,7,9,5,6,8,11,7,29,9,16,28,21,42,19,23,34,57,102,77,83,117,183,17,1,1,4,61,190,293,400,34,0.06237218813905931,0.19427402862985685,0.2995910020449898,0.40899795501022496,0.034764826175869123,22,75,0,592,1,153,28,64,41,2,0.022494887525562373,0.07668711656441718,0,0.6053169734151329,0.0010224948875255625,0.15644171779141106,0.028629856850715747,0.065439672801636,0.041922290388548056,0.002044989775051125
40706,276,5.6240175061873385,1980,2018,36,1,1,3,0,0,7,4,2,3,1,3,4,5,3,1,1,6,1,8,3,37,4,3,5,7,2,6,5,10,10,21,11,26,26,41,2,1,2,0,29,76,57,95,19,0.10507246376811594,0.2753623188405797,0.20652173913043478,0.3442028985507246,0.06884057971014493,10,27,0,148,1,26,5,43,16,0,0.036231884057971016,0.09782608695652174,0,0.5362318840579711,0.0036231884057971015,0.09420289855072464,0.018115942028985508,0.15579710144927536,0.057971014492753624,0
40707,503,6.222576268071369,1981,2018,35,0,1,0,0,4,9,4,1,1,3,11,5,11,5,5,7,10,2,9,9,22,10,7,14,11,24,14,23,29,17,30,23,49,54,68,9,1,0,1,59,122,122,180,20,0.1172962226640159,0.24254473161033796,0.24254473161033796,0.35785288270377735,0.039761431411530816,53,49,0,206,2,33,5,87,43,25,0.10536779324055666,0.09741550695825049,0,0.4095427435387674,0.003976143141153081,0.06560636182902585,0.009940357852882704,0.17296222664015903,0.08548707753479125,0.04970178926441352
40708,323,5.780743515792329,1981,2018,33,0,0,1,0,0,6,4,2,0,1,5,1,0,3,4,5,1,1,6,1,7,1,6,8,10,8,8,9,21,15,29,15,29,54,50,8,1,1,2,22,56,89,141,15,0.06811145510835913,0.17337461300309598,0.2755417956656347,0.43653250773993807,0.04643962848297214,27,20,0,170,2,54,2,40,8,0,0.08359133126934984,0.06191950464396285,0,0.5263157894736842,0.006191950464396285,0.16718266253869968,0.006191950464396285,0.1238390092879257,0.02476780185758514,0
40709,1156,7.053585727193677,1980,2018,37,2,7,0,4,1,11,5,3,3,4,19,16,11,10,15,27,9,4,15,12,53,5,13,31,34,81,47,21,67,43,104,64,103,107,189,12,0,1,3,117,295,299,411,34,0.10121107266435986,0.25519031141868515,0.2586505190311419,0.3555363321799308,0.029411764705882353,72,82,4,540,2,242,39,91,66,18,0.06228373702422145,0.07093425605536333,0.0034602076124567475,0.4671280276816609,0.0017301038062283738,0.2093425605536332,0.03373702422145329,0.078719723183391,0.05709342560553633,0.015570934256055362
40710,984,6.892641641172089,1982,2018,37,0,2,1,3,4,5,9,4,2,2,17,4,8,7,7,15,8,15,12,6,27,12,19,18,14,33,30,41,59,74,87,54,87,118,149,26,0,1,4,74,186,315,380,29,0.07520325203252033,0.18902439024390244,0.3201219512195122,0.3861788617886179,0.029471544715447155,27,103,0,507,2,198,33,61,47,6,0.027439024390243903,0.10467479674796748,0,0.5152439024390244,0.0020325203252032522,0.20121951219512196,0.03353658536585366,0.061991869918699184,0.047764227642276426,0.006097560975609756
40801,2822,7.945555428253489,1980,2018,37,2,7,0,1,1,9,13,5,8,7,29,14,21,18,13,28,18,13,23,20,60,23,35,47,47,98,44,50,103,162,232,199,275,366,744,84,0,2,1,161,410,746,1469,36,0.05705173635719348,0.14528703047484054,0.2643515237420269,0.5205527994330262,0.012756909992912827,66,385,3,1544,5,455,75,94,186,9,0.023387668320340185,0.13642806520198442,0.0010630758327427356,0.5471296952515946,0.001771793054571226,0.16123316796598158,0.02657689581856839,0.03330970942593905,0.06591070163004961,0.0031892274982282067
40802,502,6.220590170099739,1981,2018,32,0,1,0,0,0,5,1,0,3,2,4,4,7,0,5,6,3,4,6,8,16,3,9,10,16,24,29,20,31,34,52,28,63,48,54,2,1,0,3,34,125,165,167,11,0.06772908366533864,0.24900398406374502,0.3286852589641434,0.33266932270916333,0.021912350597609563,6,36,0,254,3,27,23,77,53,23,0.01195219123505976,0.07171314741035857,0,0.5059760956175299,0.00597609561752988,0.053784860557768925,0.045816733067729085,0.15338645418326693,0.10557768924302789,0.045816733067729085
40803,490,6.19644412779452,1982,2018,34,0,0,1,0,1,7,6,1,1,3,3,3,3,1,7,3,6,6,5,5,11,4,4,13,10,16,19,18,24,60,35,51,42,58,56,4,0,3,0,31,93,188,160,18,0.06326530612244897,0.18979591836734694,0.3836734693877551,0.32653061224489793,0.036734693877551024,39,46,0,212,1,21,37,65,39,30,0.07959183673469387,0.09387755102040816,0,0.4326530612244898,0.0020408163265306124,0.04285714285714286,0.07551020408163266,0.1326530612244898,0.07959183673469387,0.061224489795918366
40804,841,6.7357800142423265,1981,2018,37,0,3,2,2,0,5,1,2,2,1,3,7,6,5,3,7,1,6,7,6,24,7,10,19,12,23,29,25,36,35,56,61,102,118,206,5,1,2,1,37,143,213,431,17,0.04399524375743163,0.1700356718192628,0.25326991676575505,0.5124851367419738,0.020214030915576695,88,98,0,446,1,73,18,68,40,9,0.10463733650416171,0.11652794292508918,0,0.5303210463733651,0.0011890606420927466,0.08680142687277051,0.02140309155766944,0.08085612366230678,0.04756242568370987,0.01070154577883472
40805,2018,7.610357618312838,1980,2018,38,1,3,2,1,2,6,3,0,3,3,14,8,14,7,14,20,14,17,14,9,35,7,25,20,26,85,31,46,89,101,143,143,192,266,589,56,2,4,3,97,269,522,1103,27,0.04806739345887017,0.13330029732408324,0.25867195242814667,0.5465807730426164,0.013379583746283449,29,245,2,1226,1,292,46,71,96,10,0.014370664023785926,0.12140733399405351,9.910802775024777e-4,0.6075322101090188,4.955401387512388e-4,0.14469772051536176,0.022794846382556987,0.03518334985133796,0.04757185332011893,0.004955401387512388
40806,3138,8.051659556841953,1980,2018,38,1,4,4,2,5,11,7,8,6,6,21,14,11,14,25,32,27,17,21,19,75,21,43,46,47,131,65,122,139,129,220,156,300,435,846,102,0,2,4,164,485,766,1683,40,0.052262587635436585,0.15455704270235818,0.24410452517527087,0.5363288718929254,0.012746972594008922,68,430,4,1862,4,412,80,92,176,10,0.021669853409815167,0.13702995538559593,0.0012746972594008922,0.5933715742511153,0.0012746972594008922,0.1312938177182919,0.025493945188017845,0.029318036966220522,0.05608667941363926,0.0031867431485022306
40807,1575,7.362645270417825,1981,2018,37,0,2,1,2,2,4,4,1,2,2,13,7,7,14,29,21,24,12,14,42,57,11,19,36,35,49,25,46,79,105,190,96,115,190,302,14,1,2,0,120,300,516,621,18,0.0761904761904762,0.19047619047619047,0.32761904761904764,0.3942857142857143,0.011428571428571429,44,184,1,976,3,199,38,58,70,2,0.027936507936507936,0.11682539682539683,6.349206349206349e-4,0.6196825396825397,0.0019047619047619048,0.12634920634920635,0.02412698412698413,0.036825396825396824,0.044444444444444446,0.0012698412698412698
40808,959,6.866933284461882,1981,2018,37,0,1,0,2,3,6,2,2,1,2,6,9,2,5,7,13,2,6,6,14,34,8,11,3,9,40,16,24,31,46,77,73,117,116,239,22,1,1,2,49,147,251,494,18,0.051094890510948905,0.15328467153284672,0.26173096976016685,0.5151199165797706,0.018769551616266946,10,86,0,526,3,231,20,40,36,7,0.010427528675703858,0.08967674661105318,0,0.5484880083420229,0.0031282586027111575,0.24087591240875914,0.020855057351407715,0.04171011470281543,0.03753910323253389,0.0072992700729927005
40901,1252,7.133295954896068,1980,2018,39,1,3,3,5,3,6,6,2,5,5,14,7,8,7,6,18,14,11,34,16,69,17,27,29,14,84,46,51,58,52,152,57,86,144,154,32,2,2,2,86,347,370,416,33,0.06869009584664537,0.2771565495207668,0.2955271565495208,0.33226837060702874,0.026357827476038338,11,134,0,695,1,247,57,63,43,1,0.00878594249201278,0.10702875399361023,0,0.555111821086262,7.987220447284345e-4,0.19728434504792333,0.04552715654952077,0.050319488817891375,0.034345047923322686,7.987220447284345e-4
40902,232,5.4510384535657,1981,2018,31,0,2,0,2,0,0,0,0,1,1,3,3,3,3,4,5,2,4,4,2,5,0,3,2,5,9,3,5,10,8,38,7,27,20,42,5,1,0,3,25,37,68,94,8,0.10775862068965517,0.15948275862068967,0.29310344827586204,0.4051724137931034,0.034482758620689655,1,27,0,141,0,31,7,21,4,0,0.004310344827586207,0.11637931034482758,0,0.6077586206896551,0,0.1336206896551724,0.03017241379310345,0.09051724137931035,0.017241379310344827,0
40903,361,5.8916442118257715,1982,2018,36,0,1,0,1,2,5,1,1,1,2,7,4,2,3,2,3,4,2,3,4,20,5,8,4,7,47,3,14,17,25,40,14,41,19,42,3,0,1,3,29,103,110,105,14,0.08033240997229917,0.2853185595567867,0.3047091412742382,0.29085872576177285,0.038781163434903045,16,51,0,177,2,54,13,42,6,0,0.0443213296398892,0.14127423822714683,0,0.4903047091412742,0.00554016620498615,0.14958448753462603,0.036011080332409975,0.11634349030470914,0.01662049861495845,0
40904,368,5.910796644040527,1980,2018,38,1,3,0,1,2,2,1,2,2,2,11,1,1,1,3,10,2,5,6,2,19,5,3,3,3,19,4,9,15,20,43,27,37,39,56,4,1,2,1,35,69,114,136,14,0.09510869565217392,0.1875,0.30978260869565216,0.3695652173913043,0.03804347826086957,4,40,0,228,2,42,11,33,8,0,0.010869565217391304,0.10869565217391304,0,0.6195652173913043,0.005434782608695652,0.11413043478260869,0.029891304347826088,0.08967391304347826,0.021739130434782608,0
