hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,hh_any_worker,hh_n_workers,hh_n_working_age,hh_lfp_rate,hh_female_lfp_rate,hh_child_workers,n_jobs_total,n_jobs_wage_agri,n_jobs_wage_nonagri,n_jobs_self_agri,n_jobs_self_nonagri,hh_has_wage_nonagri,hh_total_days_worked_12m,hh_total_hours_12m,hh_work_intensity_per_worker,hh_has_wage_job,wage_daily_income_12m_rs,wage_longterm_income_12m_rs,wage_contract_income_12m_rs,wage_total_income_12m_rs,wage_sector_agri,wage_sector_fish_mine,wage_sector_manufacturing,wage_sector_utilities,wage_sector_construction,wage_sector_trade,wage_sector_hotels,wage_sector_transport,wage_sector_finance,wage_sector_public,wage_sector_community,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any,wage_sector_tradable_any,wage_sector_nontradable_any,hh_foreign_worker_any,hh_returned_foreign_any
1990,2016,544.4632568359375,9,Lamidada,10503,Rawa Besi Gaunpalika,Khotang,Khotang,Rural municipality,Lamidanda,3,1,1,3,0.3333333333333333,0.5,0,1,0,0,1,0,0,83,498,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1990,2017,544.4632568359375,9,Lamidada,10503,Rawa Besi Gaunpalika,Khotang,Khotang,Rural municipality,Lamidanda,3,1,1,2,0.5,0.5,0,1,0,0,1,0,0,200,1400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,2018,544.4632568359375,9,Lamidada,10503,Rawa Besi Gaunpalika,Khotang,Khotang,Rural municipality,Lamidanda,3,1,1,2,0.5,0.5,0,1,0,0,1,0,0,274,2192,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2016,544.4632568359375,1,SanoDumma,10606,Pauwa Dunma Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Pauwadumba,5,1,4,7,0.5714285714285714,0.5,0,4,0,2,2,0,1,492,4020,123,1,0,0,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1991,2017,544.4632568359375,1,SanoDumma,10606,Pauwa Dunma Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Pauwadumba,5,1,3,7,0.42857142857142855,0.25,0,3,0,0,2,1,0,372,2322,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2018,544.4632568359375,1,SanoDumma,10606,Pauwa Dunma Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Pauwadumba,5,1,7,7,1,1,0,7,0,0,5,2,0,1720,14934,245.71428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,2016,631.615234375,9,Dudharakchhe,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,sainamaina,9,1,1,2,0.5,0.5,0,1,0,0,1,0,0,95,570,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1992,2017,631.615234375,9,Dudharakchhe,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,sainamaina,9,1,2,3,0.6666666666666666,1,0,3,0,1,2,0,1,179,1432,89.5,1,48500,0,0,48500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1992,2018,631.615234375,9,Dudharakchhe,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,sainamaina,9,1,2,3,0.6666666666666666,1,0,3,0,1,2,0,1,172,1376,86,1,44800,0,0,44800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1993,2016,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazzar,9,1,2,2,1,1,0,2,0,0,2,0,0,157,628,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1993,2017,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazzar,9,1,1,1,1,1,0,1,0,0,1,0,0,64,320,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,2018,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazzar,9,1,1,1,1,1,0,1,0,0,1,0,0,325,975,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,2016,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidhwa,3,1,1,7,0.14285714285714285,0,0,2,0,1,1,0,1,172,1376,172,1,48600,0,0,48600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
1994,2017,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidhwa,3,1,4,6,0.6666666666666666,1,0,5,0,1,4,0,1,451,3608,112.75,1,74200,0,0,74200,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1994,2018,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidhwa,3,1,4,7,0.5714285714285714,1,0,4,0,1,3,0,1,758,5704,189.5,1,142100,0,0,142100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1995,2016,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,2,2,1,1,0,3,0,2,1,0,1,342,1320,171,1,36400,46000,0,82400,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,,
1995,2017,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,2,2,1,1,0,2,0,0,2,0,0,257,1028,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,2018,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,2,2,1,1,0,2,0,0,1,1,0,466,2330,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,2016,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,1,3,4,0.75,0,0,3,0,2,1,0,1,773,4434,257.6666666666667,1,0,174000,0,174000,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,,
1996,2017,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,1,4,4,1,1,0,4,0,2,2,0,1,575,3255,143.75,1,0,300000,0,300000,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
1996,2018,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,1,3,4,0.75,1,0,4,0,1,3,0,1,1049,4309,349.6666666666667,1,0,120000,0,120000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1997,2016,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,purbichuki,1,1,3,4,0.75,1,0,3,0,0,3,0,0,149,894,49.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1997,2017,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,purbichuki,1,1,3,3,1,1,0,3,0,0,3,0,0,273,1911,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2018,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,purbichuki,1,1,3,3,1,1,0,3,0,0,3,0,0,589,2945,196.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2016,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,1,1,4,0.25,0,0,1,0,0,1,0,0,140,560,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1998,2017,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,1,4,4,1,1,0,4,0,0,3,1,0,1082,7636,270.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2018,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,1,3,4,0.75,1,0,3,0,1,2,0,1,347,1696,115.66666666666667,1,34500,0,0,34500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,2016,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,3,6,0.5,0.75,0,7,1,0,3,0,0,1075,2125,358.3333333333333,1,9900,0,0,9900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1999,2017,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,3,5,0.6,0.5,0,3,1,0,2,0,0,395,2123,131.66666666666666,1,118400,0,0,118400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1999,2018,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,3,3,1,1,0,4,1,0,3,0,0,829,5805,276.3333333333333,1,43000,0,0,43000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,2016,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manebhanjyang,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2000,2017,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manebhanjyang,4,1,3,1,3,2,0,3,0,0,3,0,0,250,911,83.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2018,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manebhanjyang,4,1,1,1,1,1,0,1,0,0,1,0,0,58,464,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,2016,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,1,2,0.5,0,0,1,1,0,0,0,0,17,136,17,1,8500,0,0,8500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
2001,2017,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,3,4,0.75,0.5,0,3,0,1,1,1,1,650,5193,216.66666666666666,1,0,300000,0,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2001,2018,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,4,4,1,1,0,5,0,2,2,1,1,787,7136,196.75,1,160800,0,0,160800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2002,2016,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakot Majhuwagadi,15,1,3,2,1.5,1,0,6,0,0,3,0,0,971,2280,323.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2002,2017,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakot Majhuwagadi,15,1,2,2,1,0.5,0,2,0,0,2,0,0,253,1518,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2018,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakot Majhuwagadi,15,1,3,2,1.5,1,0,3,0,0,3,0,0,682,4550,227.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2016,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,1,2,0.5,0,0,1,0,1,0,0,1,360,3600,360,1,0,96000,0,96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2003,2017,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,1,2,0.5,0,0,1,0,1,0,0,1,161,1449,161,1,80500,0,0,80500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2003,2018,585.5533447265625,6,Tatopani,30201,Bhotekoshi Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Bhote koshi,3,1,2,3,0.6666666666666666,1,0,2,0,0,2,0,0,684,4776,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2016,618.27056884765625,7,Sinhasain,60605,Aathbis Municipality,Dailekh,Dailekh,Municipality,Aathbish,6,1,4,5,0.8,1,0,4,0,0,4,0,0,720,4320,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2004,2017,618.27056884765625,7,Sinhasain,60605,Aathbis Municipality,Dailekh,Dailekh,Municipality,Aathbish,6,1,5,5,1,1,0,6,0,2,3,0,1,750,4185,150,1,165500,0,0,165500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2004,2018,618.27056884765625,7,Sinhasain,60605,Aathbis Municipality,Dailekh,Dailekh,Municipality,Aathbish,6,1,4,5,0.8,1,0,5,0,3,2,0,1,619,2887,154.75,1,120700,0,0,120700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
2005,2016,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,1,2,3,0.6666666666666666,0,0,2,0,2,0,0,1,263,2104,131.5,1,171400,0,0,171400,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,,
2005,2017,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,1,4,2,2,2,0,6,4,1,1,0,1,372,2976,93,1,170400,0,0,170400,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2005,2018,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,1,2,2,1,1,0,3,0,2,1,0,1,606,4746,303,1,356100,0,0,356100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2006,2016,754.5958251953125,1,Dobhan,50608,Tinau Gaunpalika,Palpa,Palpa,Rural municipality,Tinau Gaaupalika,3,1,4,6,0.6666666666666666,0.3333333333333333,0,4,0,0,2,2,0,532,2701,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2006,2017,754.5958251953125,1,Dobhan,50608,Tinau Gaunpalika,Palpa,Palpa,Rural municipality,Tinau Gaaupalika,3,1,3,3,1,0.5,0,3,0,0,3,0,0,261,1407,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2018,754.5958251953125,1,Dobhan,50608,Tinau Gaunpalika,Palpa,Palpa,Rural municipality,Tinau Gaaupalika,3,1,1,2,0.5,0,0,1,0,1,0,0,1,144,1152,144,1,0,0,600000,600000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2007,2016,585.5533447265625,3,Kadambas,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2007,2017,585.5533447265625,3,Kadambas,,,,,,,,1,2,3,0.6666666666666666,1,0,2,0,1,1,0,1,450,3600,225,1,0,520294,0,520294,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
2008,2016,618.27056884765625,7,Talegaun,60702,Kuse Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Kushe,2,1,2,2,1,1,0,2,0,2,0,0,1,522,3654,261,1,0,443105,0,443105,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
2008,2017,618.27056884765625,7,Talegaun,60702,Kuse Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Kushe,2,1,2,2,1,1,0,4,0,2,2,0,1,640,4188,320,1,0,631500,0,631500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2008,2018,618.27056884765625,7,Talegaun,60702,Kuse Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Kushe,2,1,2,3,0.6666666666666666,1,0,4,0,2,2,0,1,859,4476,429.5,1,0,626000,0,626000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2009,2016,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulasipur,17,1,2,1,2,1,0,2,0,0,2,0,0,124,992,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2009,2017,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulasipur,17,1,2,1,2,1,0,2,0,0,2,0,0,520,2354,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2018,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulasipur,17,1,2,0,,,0,2,0,0,2,0,0,486,2916,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2016,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,1,2,2,1,1,0,2,0,0,2,0,0,319,1919,159.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2010,2017,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,1,1,2,0.5,0,0,1,0,0,1,0,0,155,930,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2018,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,1,2,2,1,1,0,2,0,0,2,0,0,214,856,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2016,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,2,1,1,0,3,0,1,2,0,1,565,2496,282.5,1,96500,0,0,96500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
2011,2017,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,3,0.6666666666666666,1,0,3,0,1,1,1,1,838,6452,419,1,0,0,150000,150000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,2018,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,3,0.6666666666666666,1,0,3,0,1,1,1,1,761,5221,380.5,1,161250,0,0,161250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,2016,898.64581298828125,6,Gauriganj,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,3,1,3,5,0.6,0.3333333333333333,0,4,0,1,3,0,1,185,1480,61.666666666666664,1,51000,0,0,51000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
2012,2017,898.64581298828125,6,Gauriganj,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,3,1,6,4,1.5,1,0,6,0,0,5,0,0,475,2850,79.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2018,898.64581298828125,6,Gauriganj,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,3,1,3,4,0.75,0.6666666666666666,0,6,3,0,3,0,0,1144,3970,381.3333333333333,1,130150,0,0,130150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,2016,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung Gaupalika,8,1,2,2,1,1,0,2,0,0,2,0,0,188,1692,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2013,2017,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung Gaupalika,8,1,2,1,2,1,0,2,0,0,2,0,0,201,909,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2018,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung Gaupalika,8,1,3,2,1.5,1,0,3,0,0,3,0,0,526,2812,175.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2016,754.5958251953125,8,Darbhung,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2015,2016,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Pach pokhari Thangpool,5,1,3,3,1,1,0,3,0,0,3,0,0,87,522,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2015,2017,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Pach pokhari Thangpool,5,1,3,3,1,1,0,3,1,0,2,0,0,232,1856,77.33333333333333,1,58500,0,0,58500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,2018,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Pach pokhari Thangpool,5,1,2,2,1,1,0,3,0,1,2,0,1,238,1904,119,1,67800,0,0,67800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,2016,666.9111328125,3,Hekuli,51006,Dangisharan Gaunpalika,Dang,Dang,Rural municipality,Dangisaran,3,1,5,5,1,1,0,7,0,2,5,0,1,720,4200,144,1,162000,0,0,162000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
2016,2017,666.9111328125,3,Hekuli,51006,Dangisharan Gaunpalika,Dang,Dang,Rural municipality,Dangisaran,3,1,4,4,1,1,0,4,0,0,4,0,0,829,2753,207.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2018,666.9111328125,3,Hekuli,51006,Dangisharan Gaunpalika,Dang,Dang,Rural municipality,Dangisaran,3,1,3,4,0.75,0.5,0,3,0,0,3,0,0,825,6600,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2016,666.9111328125,1,Chaulahi,51007,Lamahi Municipality,Dang,Dang,Municipality,Lamahai,4,1,2,2,1,1,0,3,1,1,1,0,1,392,3068,196,1,121900,0,0,121900,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,,
2017,2017,666.9111328125,1,Chaulahi,51007,Lamahi Municipality,Dang,Dang,Municipality,Lamahai,4,1,2,2,1,1,0,3,0,1,2,0,1,134,624,67,1,0,0,50000,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,2018,666.9111328125,1,Chaulahi,51007,Lamahi Municipality,Dang,Dang,Municipality,Lamahai,4,1,3,2,1.5,1,1,3,0,1,2,0,1,582,3776,194,1,170800,0,0,170800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,2016,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,1,4,6,0.6666666666666666,0.3333333333333333,0,4,0,1,2,1,1,1043,6971,260.75,1,0,264000,0,264000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,
2018,2017,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,1,4,6,0.6666666666666666,0.3333333333333333,0,4,0,1,2,1,1,1356,10526,339,1,0,79400,0,79400,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2018,2018,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,1,3,4,0.75,0.5,0,3,0,0,2,1,0,1003,7028,334.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2016,634.085205078125,3,Durgauli,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janki,1,1,4,3,1.3333333333333333,1,0,4,0,0,4,0,0,763,4196,190.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2019,2017,634.085205078125,3,Durgauli,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janki,1,1,7,5,1.4,1.5,0,8,0,1,7,0,1,1149,6132,164.14285714285714,1,69300,0,0,69300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,2018,634.085205078125,3,Durgauli,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janki,1,1,5,5,1,1,0,7,0,2,5,0,1,965,6048,193,1,300000,0,0,300000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020,2016,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Sustha,1,1,2,6,0.3333333333333333,0,0,2,0,2,0,0,1,347,2429,173.5,1,0,325000,0,325000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,,
2020,2017,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Sustha,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2018,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Sustha,1,1,1,6,0.16666666666666666,0,0,1,0,1,0,0,1,266,1596,266,1,0,332000,0,332000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2021,2016,618.27056884765625,6,Liwang,50207,Rolpa Municipality,Rolpa,Rolpa,Municipality,Rolpa,2,1,2,2,1,1,0,2,0,0,1,1,0,660,6960,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
