hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,hh_any_worker,hh_n_workers,hh_n_working_age,hh_lfp_rate,hh_female_lfp_rate,hh_child_workers,n_jobs_total,n_jobs_wage_agri,n_jobs_wage_nonagri,n_jobs_self_agri,n_jobs_self_nonagri,hh_has_wage_nonagri,hh_total_days_worked_12m,hh_total_hours_12m,hh_work_intensity_per_worker,hh_has_wage_job,wage_daily_income_12m_rs,wage_longterm_income_12m_rs,wage_contract_income_12m_rs,wage_total_income_12m_rs,wage_sector_agri,wage_sector_fish_mine,wage_sector_manufacturing,wage_sector_utilities,wage_sector_construction,wage_sector_trade,wage_sector_hotels,wage_sector_transport,wage_sector_finance,wage_sector_public,wage_sector_community,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any,wage_sector_tradable_any,wage_sector_nontradable_any,hh_foreign_worker_any,hh_returned_foreign_any
4149,2018,544.4632568359375,8,Pokhari,11405,Rautamai Gaunpalika,Udayapur,Udayapur,Rural municipality,Rautamai,4,1,2,2,1,1,0,2,0,0,2,0,0,548,2543,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,2016,618.27056884765625,2,Lakandra,60604,Thantikandh Gaunpalika,Dailekh,Dailekh,Rural municipality,Thatikandh,2,1,3,5,0.6,0.5,0,4,0,0,3,0,0,930,2100,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4150,2017,618.27056884765625,2,Lakandra,60604,Thantikandh Gaunpalika,Dailekh,Dailekh,Rural municipality,Thatikandh,2,1,4,3,1.3333333333333333,1,1,4,0,1,3,0,1,488,2512,122,1,68600,0,0,68600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4150,2018,618.27056884765625,2,Lakandra,60604,Thantikandh Gaunpalika,Dailekh,Dailekh,Rural municipality,Thatikandh,2,1,3,5,0.6,0.5,0,4,0,1,3,0,1,506,2245,168.66666666666666,1,120520,0,0,120520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
4151,2016,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,3,5,0.6,1,0,3,0,0,3,0,0,235,2070,78.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4151,2017,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,4,5,0.8,1,0,5,0,1,4,0,1,401,1568,100.25,1,86400,0,0,86400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4151,2018,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,2,3,0.6666666666666666,1,0,4,0,1,2,1,1,578,3362,289,1,49000,0,0,49000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4152,2016,487.4611206054687,4,Ratnawati,31102,Phikkal Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Phikkal Gaupalika,6,1,2,2,1,1,0,2,0,0,2,0,0,243,1944,121.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4152,2017,487.4611206054687,4,Ratnawati,31102,Phikkal Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Phikkal Gaupalika,6,1,4,2,2,2,2,4,0,0,4,0,0,358,1123,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,2018,487.4611206054687,4,Ratnawati,31102,Phikkal Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Phikkal Gaupalika,6,1,2,2,1,1,0,3,0,1,2,0,1,449,2413,224.5,1,44800,0,0,44800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4153,2016,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,1,2,1,0,2,0,0,2,0,0,540,1380,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4153,2017,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,0,,,0,2,0,0,2,0,0,602,4557,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,2018,898.64581298828125,4,Keroun,11206,Kanepokhari Gaunpalika,Morang,Morang,Rural municipality,Kanepokhari,2,1,2,0,,,0,2,0,0,2,0,0,621,3726,310.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,2016,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4154,2017,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,1,3,2,1.5,2,1,3,2,0,1,0,0,502,2888,167.33333333333334,1,71400,0,0,71400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4154,2018,898.64581298828125,8,Amahi bariyati,11216,Dhanapalthan Gaunpalika,Morang,Morang,Rural municipality,Dhanpal,2,1,2,2,1,1,0,2,1,1,0,0,1,440,3520,220,1,227400,0,0,227400,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
4155,2016,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,1,2,5,0.4,0,0,3,0,0,1,2,0,516,2201,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4155,2017,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,1,3,5,0.6,0.3333333333333333,0,4,0,2,2,0,1,515,3672,171.66666666666666,1,291000,0,0,291000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4155,2018,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,1,2,5,0.4,0,0,2,0,2,0,0,1,598,4784,299,1,0,348000,0,348000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
4156,2016,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,3,4,0.75,1,0,3,0,0,3,0,0,258,2269,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4156,2017,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,5,4,1.25,1.5,1,6,0,1,5,0,1,482,1870,96.4,1,77250,0,0,77250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4156,2018,585.5533447265625,3,Sailungeswor,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeswor,8,1,3,3,1,1,0,4,0,1,3,0,1,798,10394,266,1,164000,0,0,164000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4157,2016,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,2,2,1,1,0,2,0,0,2,0,0,219,1339,109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4157,2017,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,2,2,1,1,0,2,0,1,1,0,1,402,4386,201,1,0,121000,0,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,2018,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,2,2,1,1,0,2,0,0,2,0,0,716,2506,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,2016,754.5958251953125,5,Hastichour,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,2,1,2,5,0.4,0,0,2,0,0,2,0,0,155,1240,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4158,2017,754.5958251953125,5,Hastichour,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,2,1,3,3,1,1,0,3,0,0,3,0,0,521,4138,173.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,2018,754.5958251953125,5,Hastichour,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,2,1,3,4,0.75,1,0,3,0,0,3,0,0,522,2783,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,2016,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribedi,5,1,1,1,1,1,0,1,0,0,1,0,0,203,1015,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4159,2017,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribedi,5,1,1,2,0.5,0,0,2,0,1,1,0,1,295,2930,295,1,0,300000,0,300000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
4159,2018,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribedi,5,1,2,3,0.6666666666666666,1,0,3,0,1,2,0,1,289,1260,144.5,1,38500,0,0,38500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4160,2016,547.52593994140625,2,Bisalpur,70408,Melauli Municipality,Baitadi,Baitadi,Municipality,Melauli,9,1,2,2,1,1,0,2,0,1,1,0,1,223,1698,111.5,1,72000,0,0,72000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
4160,2017,547.52593994140625,2,Bisalpur,70408,Melauli Municipality,Baitadi,Baitadi,Municipality,Melauli,9,1,2,2,1,1,0,2,0,0,2,0,0,210,1470,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2018,547.52593994140625,2,Bisalpur,70408,Melauli Municipality,Baitadi,Baitadi,Municipality,Melauli,9,1,2,2,1,1,0,2,0,0,2,0,0,685,2740,342.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,2016,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,Pathari sanischare,1,1,3,4,0.75,1,0,3,0,3,0,0,1,859,6286,286.3333333333333,1,81550,372000,0,453550,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,,
4161,2017,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,Pathari sanischare,1,1,3,4,0.75,1,0,3,0,3,0,0,1,566,5122,188.66666666666666,1,215200,180000,0,395200,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
4161,2018,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,Pathari sanischare,1,1,3,4,0.75,0.5,0,3,0,3,0,0,1,905,7836,301.6666666666667,1,0,108000,0,108000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4162,2016,631.615234375,6,Aama,50813,Lumbini Sanskritik Municipality,Rupandehi,Rupandehi,Municipality,Lumbini Shanskriti,12,1,2,4,0.5,0,0,2,0,1,1,0,1,262,2294,131,1,97800,0,0,97800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
4162,2017,631.615234375,6,Aama,50813,Lumbini Sanskritik Municipality,Rupandehi,Rupandehi,Municipality,Lumbini Shanskriti,12,1,4,4,1,1,0,4,0,1,3,0,1,321,2238,80.25,1,66000,0,0,66000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4162,2018,631.615234375,6,Aama,50813,Lumbini Sanskritik Municipality,Rupandehi,Rupandehi,Municipality,Lumbini Shanskriti,12,1,3,4,0.75,0.5,0,3,0,1,2,0,1,483,3665,161,1,198800,0,0,198800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4163,2016,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung Nagarpslika,12,1,2,2,1,1,0,3,0,1,2,0,1,141,2206,70.5,1,62400,0,0,62400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
4163,2017,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung Nagarpslika,12,1,2,3,0.6666666666666666,1,0,2,1,0,0,1,0,374,3560,187,1,67500,0,0,67500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4163,2018,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung Nagarpslika,12,1,1,1,1,,0,1,0,0,1,0,0,360,2160,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,2016,666.9111328125,3,Naubasta,51103,Baijanath Gaunpalika,Banke,Banke,Rural municipality,Baijnath,2,1,3,3,1,1,0,3,0,0,3,0,0,480,3405,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4164,2017,666.9111328125,3,Naubasta,51103,Baijanath Gaunpalika,Banke,Banke,Rural municipality,Baijnath,2,1,4,3,1.3333333333333333,1,1,4,0,0,4,0,0,696,1004,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,2018,666.9111328125,3,Naubasta,51103,Baijanath Gaunpalika,Banke,Banke,Rural municipality,Baijnath,2,1,4,4,1,1,0,4,1,1,2,0,1,825,7200,206.25,1,181000,0,0,181000,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
4165,2016,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,1,3,4,0.75,0.6666666666666666,0,4,0,1,3,0,1,408,3084,136,1,0,144000,0,144000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
4165,2017,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,1,1,4,0.25,0,0,1,0,1,0,0,1,271,2168,271,1,0,326000,0,326000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4165,2018,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,1,3,5,0.6,0.5,0,4,0,1,3,0,1,819,3554,273,1,0,273500,0,273500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4166,2016,898.64581298828125,4,Shantinagar,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Rural municipality,Buddhasanti,5,1,2,2,1,1,0,2,0,1,1,0,1,309,1854,154.5,1,0,130000,0,130000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
4166,2017,898.64581298828125,4,Shantinagar,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Rural municipality,Buddhasanti,5,1,2,2,1,1,0,2,0,1,1,0,1,361,2888,180.5,1,0,216000,0,216000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4166,2018,898.64581298828125,4,Shantinagar,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Rural municipality,Buddhasanti,5,1,2,2,1,1,0,2,0,0,2,0,0,716,1790,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,2016,990.53192138671875,5,Raniganj,20501,Lalbandi Municipality,Sarlahi,Sarlahi,Municipality,Lalbandi,17,1,2,5,0.4,0,0,3,0,2,1,0,1,374,2712,187,1,81000,0,0,81000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
4167,2017,990.53192138671875,5,Raniganj,20501,Lalbandi Municipality,Sarlahi,Sarlahi,Municipality,Lalbandi,17,1,3,5,0.6,0.5,0,4,0,1,3,0,1,236,1792,78.66666666666667,1,34400,0,0,34400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4167,2018,990.53192138671875,5,Raniganj,20501,Lalbandi Municipality,Sarlahi,Sarlahi,Municipality,Lalbandi,17,1,4,5,0.8,1,0,4,0,1,3,0,1,364,2288,91,1,78000,0,0,78000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4168,2016,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,2,4,0.5,0.5,0,2,0,0,2,0,0,462,1092,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4168,2017,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,2,5,0.4,0,0,2,0,0,2,0,0,362,2062,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,2018,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,1,2,5,0.4,0.5,0,2,0,0,2,0,0,568,2840,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,2016,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung,12,1,2,3,0.6666666666666666,0.5,0,2,0,0,2,0,0,285,2088,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4169,2017,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung,12,1,2,2,1,1,0,2,0,0,2,0,0,567,4247,283.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,2018,754.5958251953125,5,Amalachaur,41101,Baglung Municipality,Baglung,Baglung,Municipality,Baglung,12,1,2,3,0.6666666666666666,0.5,0,2,0,0,2,0,0,515,2786,257.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,2016,487.4611206054687,5,Chyasing Kharka,30910,Bethanchowk Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bethanchock,5,1,2,5,0.4,0.3333333333333333,0,2,0,1,1,0,1,180,1524,90,1,0,144000,0,144000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,
4170,2017,487.4611206054687,5,Chyasing Kharka,30910,Bethanchowk Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bethanchock,5,1,1,5,0.2,0,0,1,0,0,1,0,0,239,1912,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,2018,487.4611206054687,5,Chyasing Kharka,30910,Bethanchowk Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bethanchock,5,1,5,5,1,1,0,5,0,1,4,0,1,1107,8658,221.4,1,158400,0,0,158400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4171,2016,544.4632568359375,7,Okhaldhunga,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,12,1,4,4,1,1,0,4,0,0,2,2,0,752,5368,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4171,2017,544.4632568359375,7,Okhaldhunga,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,12,1,4,4,1,1,0,6,0,1,2,2,1,663,4841,165.75,1,0,120000,0,120000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4171,2018,544.4632568359375,7,Okhaldhunga,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,12,1,4,4,1,1,0,6,0,1,3,2,1,420,2809,105,1,0,0,240000,240000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4172,2016,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,1,2,6,0.3333333333333333,0.5,0,2,0,1,1,0,1,330,1766,165,1,0,72000,0,72000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
4172,2017,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,1,2,2,1,,0,2,0,0,2,0,0,396,1980,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,2018,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,1,2,2,1,,0,2,0,0,2,0,0,516,3096,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,2016,487.4611206054687,8,Salme,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4174,2016,754.5958251953125,2,Tanahunsur,40701,Bhanu Municipality,Tanahun,Tanahun,Municipality,Bhanu,6,1,3,6,0.5,0.3333333333333333,0,3,0,0,3,0,0,280,1680,93.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4174,2017,754.5958251953125,2,Tanahunsur,40701,Bhanu Municipality,Tanahun,Tanahun,Municipality,Bhanu,6,1,6,5,1.2,1.3333333333333333,1,7,0,1,6,0,1,839,5052,139.83333333333334,1,68000,0,0,68000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4174,2018,754.5958251953125,2,Tanahunsur,40701,Bhanu Municipality,Tanahun,Tanahun,Municipality,Bhanu,6,1,3,3,1,1,0,3,0,0,3,0,0,439,2634,146.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,2016,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,5,6,0.8333333333333334,0.5,0,5,0,2,3,0,1,509,3444,101.8,1,78000,234000,0,312000,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,,
4175,2017,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,4,6,0.6666666666666666,0.5,0,4,0,0,4,0,0,91,728,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,2018,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,5,4,1.25,1,0,5,0,1,4,0,1,1223,6929,244.6,1,231000,0,0,231000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4176,2016,544.4632568359375,4,Belhara,10704,Dhankuta Municipality,Dhankuta,Dhankuta,Municipality,Dhankuta,9,1,2,3,0.6666666666666666,1,0,2,0,0,2,0,0,474,1164,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4176,2017,544.4632568359375,4,Belhara,10704,Dhankuta Municipality,Dhankuta,Dhankuta,Municipality,Dhankuta,9,1,2,3,0.6666666666666666,1,0,3,0,1,2,0,1,460,996,230,1,157200,0,0,157200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,2018,544.4632568359375,4,Belhara,10704,Dhankuta Municipality,Dhankuta,Dhankuta,Municipality,Dhankuta,9,1,3,4,0.75,1,0,3,0,0,3,0,0,613,2842,204.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,2016,898.64581298828125,5,Portaha,20116,Hanumannagar Kankalini Municipality,Saptari,Saptari,Municipality,Hanuman nagar Kankalini,3,1,1,2,0.5,1,0,1,1,0,0,0,0,133,798,133,1,39900,0,0,39900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
4177,2017,898.64581298828125,5,Portaha,20116,Hanumannagar Kankalini Municipality,Saptari,Saptari,Municipality,Hanuman nagar Kankalini,3,1,1,3,0.3333333333333333,0,0,1,0,1,0,0,1,155,1240,155,1,0,255000,0,255000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4177,2018,898.64581298828125,5,Portaha,20116,Hanumannagar Kankalini Municipality,Saptari,Saptari,Municipality,Hanuman nagar Kankalini,3,1,3,3,1,1,0,4,1,2,1,0,1,772,5055,257.3333333333333,1,111250,180000,0,291250,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
4178,2016,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,1,4,0.25,0,0,1,1,0,0,0,0,223,1338,223,1,111500,0,0,111500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
4178,2017,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,2,4,0.5,0.5,0,3,0,1,2,0,1,287,1756,143.5,1,42750,0,0,42750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4178,2018,990.53192138671875,6,Ratanpuri,20701,Nijagadh Municipality,Bara,Bara,Municipality,Nijgadh,13,1,3,4,0.75,1,0,4,0,1,3,0,1,535,2648,178.33333333333334,1,100800,0,0,100800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4179,2016,634.085205078125,6,Geta,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawori,1,1,2,4,0.5,0.5,0,3,0,2,1,0,1,556,4448,278,1,64050,90500,0,154550,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,,
4179,2017,634.085205078125,6,Geta,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawori,1,1,3,4,0.75,1,0,3,0,1,2,0,1,1040,5846,346.6666666666667,1,0,96000,0,96000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4179,2018,634.085205078125,6,Geta,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawori,1,1,2,4,0.5,0.5,0,2,0,1,1,0,1,522,4176,261,1,0,264000,0,264000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4180,2016,618.27056884765625,9,Kalyan,61003,Lekabeshi Municipality,Surkhet,Surkhet,Municipality,Lekhbesi,7,1,2,2,1,1,0,3,0,0,2,0,0,642,1484,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4180,2017,618.27056884765625,9,Kalyan,61003,Lekabeshi Municipality,Surkhet,Surkhet,Municipality,Lekhbesi,7,1,2,2,1,1,0,4,0,0,2,1,0,548,2641,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,2018,618.27056884765625,9,Kalyan,61003,Lekabeshi Municipality,Surkhet,Surkhet,Municipality,Lekhbesi,7,1,2,3,0.6666666666666666,0.5,0,3,0,0,2,1,0,501,2039,250.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
