hhid,year,any_shock,n_shocks,total_loss_rs,mean_loss_per_shock_rs,health_shock_any,death_shock_any,natural_disaster_shock_any,agricultural_shock_any,economic_shock_any,other_shock_any,any_coping_reported,cope_self_insurance_any,cope_credit_or_asset_any,cope_external_support_any,cope_savings_any,cope_borrow_any,cope_sell_assets_any,cope_family_community_any,cope_public_private_aid_any,cope_migration_remittance_any,main_coping_savings_consumption,main_coping_borrow,main_coping_sell_assets,main_coping_external_support,severe_loss_any,multiple_shocks
1495,2018,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1498,2016,1,1,70000,70000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1500,2016,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1500,2018,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1501,2016,1,1,10000,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1501,2018,1,1,245500,245500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1502,2016,1,1,800000,800000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1504,2016,1,1,20000,20000,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1504,2017,1,1,7500,7500,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1505,2016,1,3,28000,9333.333333333334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1506,2016,1,1,8000,8000,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1508,2016,1,1,8000,8000,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1508,2017,1,1,30000,30000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1509,2016,1,1,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1510,2016,1,1,5000,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,2017,1,1,11600,11600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1512,2018,1,1,14000,14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,2016,1,1,20000,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,2017,1,1,8000,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,2018,1,1,18000,18000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1514,2016,1,1,450000,450000,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1516,2016,1,5,50000,10000,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1
1517,2016,1,3,41800,13933.333333333334,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
1517,2017,1,1,70000,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1518,2016,1,1,1500,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1519,2016,1,2,25000,12500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1520,2017,1,1,100000,100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1523,2016,1,2,500000,250000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1523,2017,1,1,9000,9000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1523,2018,1,1,5000,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2016,1,2,140000,70000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1525,2016,1,1,15000,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1525,2017,1,3,179000,59666.666666666664,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1525,2018,1,1,4000,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,2016,1,2,15000,7500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1527,2017,1,2,7000,3500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1527,2018,1,1,13000,13000,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1528,2016,1,1,15000,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1529,2017,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1530,2016,1,2,15000,7500,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1531,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2016,1,1,15000,15000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
1532,2018,1,1,5000,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2016,1,1,2500,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1535,2016,1,1,6000,6000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1535,2018,1,1,108550,108550,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1536,2016,1,2,52500,26250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1537,2018,1,1,3500,3500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1538,2016,1,3,70000,23333.333333333332,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1538,2017,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1539,2016,1,1,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1540,2016,1,2,17000,8500,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1542,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1546,2016,1,2,7000,3500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1546,2017,1,2,3250,1625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1546,2018,1,1,40000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1547,2016,1,2,23000,11500,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1547,2017,1,1,43000,43000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1550,2016,1,1,50000,50000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1550,2018,1,1,25000,25000,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1551,2016,1,1,15000,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1552,2016,1,1,2000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2017,1,2,500,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1553,2016,1,1,50000,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1554,2016,1,1,200000,200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1555,2016,1,1,150000,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1556,2016,1,3,15500,5166.666666666667,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1556,2017,1,2,90000,45000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1557,2016,1,2,590000,295000,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1558,2016,1,2,15000,7500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1558,2018,1,1,51000,51000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1559,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2016,1,3,500000,166666.66666666666,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1561,2016,1,1,60000,60000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1562,2016,1,2,75000,37500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1562,2017,1,1,19000,19000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1563,2016,1,1,9000,9000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1564,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,2016,1,1,25000,25000,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1565,2017,1,1,3000,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1566,2016,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1566,2017,1,1,100000,100000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1567,2016,1,3,27000,9000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1567,2017,1,5,50225,10045,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1568,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1569,2016,1,3,205000,68333.33333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1569,2017,1,2,30200,15100,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
1570,2016,1,2,50720,25360,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
1571,2016,1,2,12000,6000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1571,2018,1,1,4000,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,2016,1,2,400000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1573,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
1573,2017,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,2018,1,2,13000,6500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1574,2016,1,2,2000,1000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1576,2016,1,2,2500,1250,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1577,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1579,2016,1,1,19000,19000,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1580,2016,1,2,60000,30000,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
1580,2017,1,1,1800000,1800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1581,2016,1,1,10500,10500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,2017,1,1,10400,10400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1582,2016,1,2,8000,4000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1583,2016,1,3,54500,18166.666666666668,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1584,2017,1,1,200000,200000,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
1586,2016,1,2,18500,9250,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1586,2017,1,1,4500,4500,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1587,2016,1,4,34000,8500,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
1587,2017,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,2016,1,1,8000,8000,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1589,2016,1,5,59500,11900,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
1591,2016,1,2,112000,56000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1591,2018,1,1,100000,100000,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0
1592,2016,1,2,7000,3500,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1593,2016,1,3,27500,9166.666666666666,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
1594,2016,1,1,50000,50000,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1594,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1595,2016,1,2,230000,115000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
1596,2016,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1596,2017,1,3,17150,5716.666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1597,2016,1,3,763000,254333.33333333334,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
1598,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1598,2017,1,1,300000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1598,2018,1,1,9000,9000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1599,2016,1,1,10000,10000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1599,2017,1,1,17800,17800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1600,2016,1,3,40000,13333.333333333334,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1601,2016,1,2,450000,225000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1602,2016,1,3,122900,40966.666666666664,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1602,2017,1,2,16020,8010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1602,2018,1,1,6000,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,2016,1,3,260500,86833.33333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1604,2018,1,1,14500,14500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1606,2016,1,2,75000,37500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1606,2017,1,1,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1607,2016,1,2,903000,451500,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
1608,2016,1,1,40000,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1608,2017,1,1,8400,8400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1609,2017,1,1,1500,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,2016,1,2,15000,7500,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
1611,2016,1,1,700000,700000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1611,2017,1,1,100000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1613,2016,1,3,41000,13666.666666666666,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1
1613,2018,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,2016,1,1,550000,550000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1614,2018,1,1,3000,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,2017,1,2,4500,2250,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1617,2016,1,1,25000,25000,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1617,2017,1,1,6500,6500,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1618,2018,1,1,75000,75000,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1620,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1621,2016,1,1,35000,35000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1622,2016,1,2,32000,16000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1623,2016,1,4,128000,32000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1623,2018,1,1,22000,22000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1624,2017,1,1,2500,2500,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1625,2018,1,2,5000,2500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1627,2016,1,2,17700,8850,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
1627,2017,1,2,65000,32500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1628,2016,1,1,180000,180000,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
1629,2016,1,1,800000,800000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1631,2016,1,1,12000,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1632,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1632,2017,1,1,10200,10200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1633,2016,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1633,2017,1,1,2900,2900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1634,2016,1,5,339500,67900,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1634,2018,1,3,90000,30000,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
1636,2016,1,2,18000,9000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1637,2016,1,1,5000,5000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1637,2017,1,2,4900,2450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1638,2016,1,2,1500,750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1638,2018,1,1,90600,90600,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1639,2017,1,1,2500,2500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,2018,1,1,25000,25000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1640,2016,1,1,12000,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,2016,1,2,205000,102500,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1641,2017,1,2,80000,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1641,2018,1,1,80000,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1642,2016,1,1,8000,8000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1643,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1644,2018,1,1,25000,25000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1645,2016,1,1,20000,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1645,2017,1,2,17200,8600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1648,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2016,1,1,2200,2200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2017,1,2,7820,3910,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1649,2018,1,1,22500,22500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1650,2016,1,3,38000,12666.666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1650,2017,1,1,5000,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1651,2016,1,2,162000,81000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1651,2017,1,3,25320,8440,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1
1652,2016,1,1,12000,12000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1652,2017,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1654,2016,1,3,39000,13000,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1654,2017,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1655,2018,1,1,40000,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1656,2018,1,1,60000,60000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1657,2017,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1658,2016,1,1,6000,6000,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1659,2016,1,2,415000,207500,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
1659,2017,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1659,2018,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1661,2016,1,5,42000,8400,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
1662,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,2016,1,1,800000,800000,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1664,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,2018,1,1,800000,800000,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1665,2016,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,2016,1,1,250000,250000,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
1667,2017,1,1,15000,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1669,2016,1,1,200000,200000,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1670,2016,1,1,25000,25000,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1670,2017,1,1,60000,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1671,2016,1,1,55000,55000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1671,2017,1,2,53000,26500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1672,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,2017,1,1,60000,60000,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1673,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,2016,1,1,150000,150000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
1674,2017,1,1,7000,7000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1675,2016,1,1,150000,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1676,2016,1,2,23000,11500,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1677,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1678,2016,1,2,30000,15000,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
