hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
126,2018,2,2,1,0,0,0,650,2900,9000,0,650,0,13200,6600
127,2016,3,3,1,1,0,0,20000,7000,9500,0,0,0,36500,12166.666666666666
127,2017,3,3,1,0,1,400,5600,5500,6500,0,2200,1800,21600,7200
127,2018,3,3,1,0,1,400,10900,8900,17000,0,9500,6400,52700,17566.666666666668
128,2016,2,2,1,1,0,0,26000,4000,7500,0,0,7000,44500,22250
128,2017,2,2,1,0,0,0,8180,3500,9100,0,4500,0,25280,12640
128,2018,1,1,1,0,0,0,350,1600,8000,0,3500,4000,17450,17450
129,2016,3,3,1,0,0,0,9100,2700,5800,0,10300,4500,32400,10800
129,2017,3,3,1,0,1,400,9950,4200,7000,0,0,0,21150,7050
129,2018,3,3,1,1,0,0,20050,2900,12500,4500,3400,0,43350,14450
130,2016,2,2,1,2,0,0,16000,4500,11000,5000,10000,12000,58500,29250
130,2017,2,2,1,2,0,0,24000,2100,9500,0,3500,3000,42100,21050
130,2018,2,2,1,0,0,0,20500,5000,8000,0,0,6000,39500,19750
131,2016,3,3,1,0,1,300,600,4500,1200,0,0,0,6300,2100
131,2017,3,3,1,0,3,1200,450,2700,2400,0,400,0,5950,1983.3333333333333
131,2018,3,3,1,0,2,3200,2100,7000,3000,0,2200,0,14300,4766.666666666667
132,2016,1,1,1,1,0,0,18000,3500,4000,6000,0,0,31500,31500
132,2017,1,1,1,1,0,0,22000,2000,4000,9000,5000,0,42000,42000
132,2018,1,1,1,1,0,0,8000,1800,5000,3500,6000,0,24300,24300
133,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
133,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
133,2018,1,1,1,1,0,0,24400,3000,4000,0,1400,4000,36800,36800
134,2016,1,1,1,0,0,0,525,500,1500,0,1000,0,3525,3525
134,2017,1,1,1,0,1,400,1200,450,650,0,0,0,2300,2300
134,2018,1,1,1,0,1,400,500,1500,900,0,1600,0,4500,4500
135,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0
135,2017,1,1,1,0,1,500,0,800,1200,0,0,0,2000,2000
135,2018,1,1,1,0,0,0,160,1000,1500,0,0,0,2660,2660
136,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
136,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
136,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
137,2016,3,3,1,0,1,400,550,500,6500,0,0,0,7550,2516.6666666666665
137,2017,3,3,1,0,3,1300,1155,3140,4330,0,1790,0,10415,3471.6666666666665
137,2018,4,4,1,0,2,800,2900,3050,6272,0,2320,4500,19042,4760.5
138,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
138,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
138,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
139,2016,2,2,1,0,0,0,1000,1500,2000,0,2000,5500,12000,6000
139,2017,1,1,1,0,0,0,650,1000,1000,0,1200,3000,6850,6850
139,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0
140,2016,3,3,1,0,3,900,0,0,0,0,0,0,0,0
140,2017,3,3,1,0,3,750,800,4000,7500,0,0,0,12300,4100
140,2018,3,3,1,0,3,1200,1060,2800,3000,0,0,0,6860,2286.6666666666665
141,2016,1,1,1,0,1,400,80,1000,1000,0,300,0,2380,2380
141,2017,1,1,1,0,1,400,560,1000,2000,0,6000,400,9960,9960
141,2018,1,1,1,0,0,0,0,480,1500,0,0,760,2740,2740
142,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
142,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
142,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
143,2016,4,4,1,0,3,900,0,950,650,0,0,0,1600,400
143,2017,4,4,1,0,0,0,525,1300,1350,0,1075,2400,6650,1662.5
143,2018,3,3,1,1,2,800,4450,4150,4200,0,0,0,12800,4266.666666666667
144,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
144,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
144,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
145,2016,3,3,1,0,3,900,350,1800,1400,0,0,0,3550,1183.3333333333333
145,2017,3,3,1,3,0,0,60000,6500,7200,0,12400,2700,88800,29600
145,2018,3,3,1,3,0,0,46500,10900,22500,0,9800,4500,94200,31400
146,2016,1,1,1,0,0,0,200,1200,250,0,500,0,2150,2150
146,2017,2,2,1,0,0,0,900,0,2500,0,0,0,3400,1700
146,2018,2,2,1,0,0,0,200,3000,900,0,0,0,4100,2050
147,2016,1,1,1,1,0,0,6000,1200,850,0,0,0,8050,8050
147,2017,1,1,1,1,0,0,3000,1500,1200,0,300,0,6000,6000
147,2018,1,1,1,1,0,0,12000,1000,3000,0,2000,0,18000,18000
148,2016,1,1,1,0,1,400,0,0,0,0,0,0,0,0
148,2017,2,2,1,0,0,0,400,1800,1800,0,0,0,4000,2000
148,2018,2,2,1,0,2,800,0,1300,400,0,0,0,1700,850
149,2016,1,1,1,0,0,0,0,500,500,0,0,0,1000,1000
149,2017,4,4,1,4,0,0,24500,6200,7600,0,10200,0,48500,12125
149,2018,4,4,1,4,0,0,45000,8000,10500,0,0,0,63500,15875
150,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
150,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
150,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0
151,2016,2,2,1,1,0,0,36000,6600,6500,0,0,3000,52100,26050
151,2017,2,2,1,2,0,0,6000,7500,5500,0,7200,0,26200,13100
151,2018,2,2,1,0,0,0,4050,3300,6000,0,0,0,13350,6675
153,2016,1,1,1,0,0,0,0,500,700,0,3000,0,4200,4200
153,2017,1,1,1,0,0,0,30,2000,700,0,200,0,2930,2930
153,2018,1,1,1,0,0,0,150,1000,600,0,500,0,2250,2250
154,2016,1,1,1,1,0,0,8000,2600,4000,0,4000,200,18800,18800
154,2017,1,1,1,1,0,0,9000,3000,4500,0,0,0,16500,16500
154,2018,1,1,1,0,0,0,350,1200,1400,0,0,0,2950,2950
155,2016,1,1,1,0,0,0,450,1000,2500,0,3000,0,6950,6950
155,2017,3,3,1,0,2,800,3500,7000,6500,0,11000,0,28000,9333.333333333334
155,2018,3,3,1,0,0,0,5850,3850,2950,0,400,1500,14550,4850
156,2016,3,3,1,3,0,0,39000,6100,9000,2000,9800,5000,70900,23633.333333333332
156,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
156,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
157,2016,3,3,1,0,0,0,500,1000,500,0,0,1500,3500,1166.6666666666667
157,2017,4,4,1,0,0,0,1400,3400,1800,0,0,0,6600,1650
157,2018,4,4,1,1,3,800,3200,3700,4300,2400,3500,3700,20800,5200
158,2016,2,2,1,0,0,0,1200,2900,2300,0,850,0,7250,3625
158,2017,1,1,1,0,1,400,0,0,0,0,0,0,0,0
158,2018,1,1,1,0,1,400,660,1500,2000,0,4000,0,8160,8160
159,2017,1,1,1,0,0,0,100,700,500,0,0,0,1300,1300
160,2016,1,1,1,1,0,0,7500,5000,6000,0,2500,0,21000,21000
160,2017,1,1,1,0,0,0,12000,5000,10000,0,5000,0,32000,32000
160,2018,1,1,1,1,0,0,30000,1500,4000,2000,2500,0,40000,40000
161,2016,2,2,1,0,0,0,240,0,4000,0,0,6100,10340,5170
161,2017,2,2,1,0,0,0,400,2000,2700,0,0,0,5100,2550
161,2018,2,2,1,0,1,0,900,4200,7000,0,0,9600,21700,10850
162,2018,1,1,1,1,0,0,15000,1950,2000,0,0,0,18950,18950
163,2016,1,1,1,0,1,1200,100,1000,600,0,500,0,2200,2200
163,2017,1,1,1,0,1,1700,1390,2000,2000,0,0,0,5390,5390
163,2018,1,1,1,0,0,0,250,2000,4500,0,2000,0,8750,8750
164,2016,3,3,1,0,0,0,1300,3000,2000,0,0,6500,12800,4266.666666666667
164,2017,2,2,1,0,0,0,1250,2000,3500,0,0,0,6750,3375
164,2018,2,2,1,0,0,0,2100,3000,4000,0,7600,6000,22700,11350
166,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
166,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
166,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
167,2016,1,1,1,0,0,0,12000,2500,15000,0,0,0,29500,29500
167,2017,1,1,1,0,0,0,60000,5000,28000,0,12000,0,105000,105000
167,2018,1,1,1,1,0,0,30000,5000,6000,0,4000,5000,50000,50000
168,2016,4,4,1,0,1,400,0,4700,4800,0,1100,8600,19200,4800
168,2017,4,4,1,0,1,400,16200,6700,10000,5000,10000,7500,55400,13850
168,2018,3,3,1,0,0,0,1500,9000,3000,0,4000,12000,29500,9833.333333333334
169,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
169,2017,1,1,1,1,0,0,18000,2000,7000,0,6000,0,33000,33000
169,2018,1,1,1,0,0,0,2500,2000,12000,0,0,0,16500,16500
171,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
171,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
171,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
172,2016,1,1,1,1,0,0,9000,1000,3500,2400,3500,0,19400,19400
172,2017,1,1,1,1,0,0,12000,2000,3000,3000,3600,0,23600,23600
172,2018,2,2,1,2,0,0,17000,2500,5000,3750,1300,0,29550,14775
173,2016,3,3,1,1,1,8000,81000,6000,13500,0,3170,9000,112670,37556.666666666664
173,2017,2,2,1,1,0,0,35000,10000,27000,21000,15000,0,108000,54000
173,2018,2,2,1,0,0,0,19000,2500,6000,9000,12000,0,48500,24250
174,2016,3,3,1,0,1,350,1100,3500,2800,0,1300,0,8700,2900
174,2017,3,3,1,0,1,400,1490,3600,5600,0,0,0,10690,3563.3333333333335
174,2018,2,2,1,0,0,0,0,3000,3500,0,0,0,6500,3250
175,2016,1,1,1,0,1,400,0,800,700,0,2000,0,3500,3500
175,2017,1,1,1,0,1,400,600,0,2200,0,600,400,3800,3800
175,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
176,2016,4,4,1,2,1,400,10650,13000,12200,0,0,1700,37550,9387.5
176,2017,4,4,1,2,0,0,13300,18500,14700,0,20000,0,66500,16625
176,2018,4,4,1,2,1,300,7550,5000,4300,0,1500,0,18350,4587.5
177,2016,2,2,1,1,0,0,30750,10000,5300,0,0,0,46050,23025
177,2017,1,1,1,0,0,0,300,3000,5000,0,1500,0,9800,9800
177,2018,1,1,1,0,0,0,800,2000,1500,0,0,1000,5300,5300
178,2016,1,1,1,0,0,0,1500,1000,1500,0,10000,0,14000,14000
178,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
178,2018,2,2,1,0,0,0,30000,2100,11000,0,9000,20000,72100,36050
179,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
180,2016,4,4,1,0,0,0,1950,4800,4700,0,0,1200,12650,3162.5
180,2017,3,3,1,0,1,350,3900,2800,9500,0,0,1000,17200,5733.333333333333
180,2018,3,3,1,0,1,300,420,5500,9000,0,0,0,14920,4973.333333333333
181,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
181,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
181,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
182,2016,2,2,1,0,2,600,400,3400,7000,0,0,3900,14700,7350
182,2017,2,2,1,0,1,400,7400,3000,6800,0,0,0,17200,8600
182,2018,2,2,1,0,1,400,8100,4300,4000,0,7600,0,24000,12000
183,2016,1,1,1,0,0,0,0,2000,2500,0,3000,0,7500,7500
183,2017,1,1,1,0,0,0,800,1500,3000,0,2500,0,7800,7800
183,2018,1,1,1,0,0,0,500,1500,2000,0,0,2100,6100,6100
184,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
184,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
184,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
185,2016,1,1,1,1,0,0,4500,1500,500,0,600,0,7100,7100
185,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
185,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
186,2016,1,1,1,1,0,0,7000,1000,3000,0,0,0,11000,11000
186,2017,1,1,1,1,0,0,8500,800,1200,0,5000,0,15500,15500
186,2018,1,1,1,1,0,0,0,2000,5000,0,2000,0,9000,9000
187,2016,1,1,1,0,1,400,150,900,3000,0,1500,0,5550,5550
187,2017,2,2,1,0,0,0,16000,0,4000,7000,3000,30000,60000,30000
187,2018,1,1,1,0,0,0,310,1200,1800,0,2000,0,5310,5310
188,2016,4,4,1,4,0,0,43200,4500,11500,5000,12000,13000,89200,22300
188,2017,3,3,1,2,0,0,52000,5000,17000,5000,7000,0,86000,28666.666666666668
188,2018,3,3,1,3,0,0,29500,7000,10000,0,11200,4000,61700,20566.666666666668
189,2016,4,4,1,4,0,0,52200,6800,15700,14400,12400,0,101500,25375
189,2017,4,4,1,0,0,0,900,6700,8500,0,8800,0,24900,6225
189,2018,4,4,1,2,0,0,107600,10500,14500,14400,4900,0,151900,37975
190,2016,1,1,1,0,0,0,600,2000,2500,0,0,2000,7100,7100
190,2017,2,2,1,0,0,0,750,0,4300,0,1750,800,7600,3800
190,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
191,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
191,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
191,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
192,2016,3,3,1,1,0,0,19500,6200,9500,5600,3000,5000,48800,16266.666666666666
192,2017,1,1,1,1,0,0,8500,0,3500,0,0,0,12000,12000
192,2018,2,2,1,0,0,0,18450,3500,4500,0,800,0,27250,13625
193,2016,2,2,1,1,0,0,490,1600,3000,0,3000,0,8090,4045
193,2017,2,2,1,1,0,0,12640,2300,10000,0,10000,0,34940,17470
193,2018,2,2,1,1,0,0,15480,0,2700,0,5000,0,23180,11590
194,2016,2,2,1,0,0,0,10500,0,10000,4000,0,0,24500,12250
194,2017,1,1,1,0,0,0,10000,0,3500,0,3000,0,16500,16500
194,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
195,2016,1,1,1,0,0,0,300,900,500,0,3500,0,5200,5200
195,2017,2,2,1,1,0,0,5350,2700,1500,0,0,0,9550,4775
195,2018,2,2,1,0,1,400,450,900,1000,0,0,0,2350,1175
196,2016,3,3,1,3,0,0,12000,2000,4000,0,15000,0,33000,11000
196,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
196,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
197,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
197,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
197,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
198,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
198,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
198,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
199,2016,1,1,1,0,1,400,0,500,1000,0,0,0,1500,1500
199,2017,2,2,1,0,1,600,0,1000,1100,0,0,0,2100,1050
199,2018,2,2,1,0,1,400,0,1400,1500,0,0,0,2900,1450
200,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
200,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
200,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
201,2016,2,2,1,0,0,0,200,1000,700,0,0,0,1900,950
201,2017,2,2,1,0,0,0,1000,3500,3500,0,3750,2200,13950,6975
201,2018,2,2,1,0,0,0,6000,2200,4500,0,1000,0,13700,6850
202,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
202,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
202,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
203,2016,4,4,1,2,0,0,23050,6600,5300,0,5400,0,40350,10087.5
203,2017,3,3,1,2,1,280,26080,800,4200,0,4500,0,35580,11860
203,2018,2,2,1,2,0,0,60000,2500,8000,0,950,0,71450,35725
204,2016,2,2,1,0,2,5400,5500,2250,3600,0,2000,1500,14850,7425
204,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
204,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
205,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
205,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
205,2018,1,1,1,0,0,0,150,1200,2500,0,0,0,3850,3850
206,2016,2,2,1,0,1,650,1350,3000,3800,0,3500,0,11650,5825
206,2017,2,2,1,0,1,4000,10000,11000,9000,0,6000,25000,61000,30500
206,2018,2,2,1,0,1,500,14000,5000,5500,0,0,1000,25500,12750
207,2016,3,3,1,0,0,0,175,3400,1300,0,0,0,4875,1625
207,2017,3,3,1,0,2,800,290,2800,1700,0,600,0,5390,1796.6666666666667
207,2018,3,3,1,0,2,800,420,5700,2900,0,8100,0,17120,5706.666666666667
208,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
209,2016,1,1,1,0,0,0,400,600,1000,0,4000,0,6000,6000
209,2017,1,1,1,1,0,0,3500,2400,4000,0,6500,0,16400,16400
209,2018,1,1,1,0,0,0,200,1500,2000,0,0,0,3700,3700
210,2016,1,1,1,0,0,0,3500,1300,1200,0,1650,0,7650,7650
210,2017,1,1,1,0,1,400,350,2000,4000,0,3000,0,9350,9350
210,2018,1,1,1,0,1,400,350,1000,1500,0,500,0,3350,3350
211,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
211,2017,1,1,1,0,0,0,600,1000,3000,0,7200,5000,16800,16800
211,2018,2,2,1,1,1,400,4000,3000,800,0,900,0,8700,4350
212,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
212,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
212,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
213,2016,2,2,1,0,0,0,165,0,3000,0,0,0,3165,1582.5
213,2017,2,2,1,0,0,0,200,0,615,0,1000,1300,3115,1557.5
213,2018,2,2,1,0,2,0,300,2000,900,0,0,4800,8000,4000
214,2016,2,2,1,0,0,0,5800,5500,6800,0,3300,1500,22900,11450
214,2017,1,1,1,0,1,400,1000,3000,2500,0,3000,500,10000,10000
214,2018,1,1,1,0,0,0,200,1200,1000,0,2000,0,4400,4400
215,2016,1,1,1,1,0,0,4000,1500,2000,0,2000,3000,12500,12500
215,2017,1,1,1,1,0,0,8000,2000,3000,0,5000,0,18000,18000
215,2018,1,1,1,1,0,0,20400,2500,6000,0,500,0,29400,29400
216,2016,3,3,1,0,0,0,0,0,2100,0,0,0,2100,700
216,2017,3,3,1,0,0,0,1500,3000,4700,0,0,0,9200,3066.6666666666665
216,2018,4,4,1,0,2,800,330,5500,9200,0,0,0,15030,3757.5
217,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
217,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
217,2018,1,1,1,1,0,0,8100,2000,2500,0,3000,0,15600,15600
218,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
218,2017,1,1,1,0,0,0,0,800,500,0,0,0,1300,1300
218,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0
219,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
219,2017,1,1,1,1,0,0,8500,900,0,0,2000,0,11400,11400
219,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
220,2016,2,2,1,1,0,0,6000,3000,4800,0,0,0,13800,6900
220,2017,2,2,1,2,0,0,10800,1500,6000,0,0,0,18300,9150
220,2018,2,2,1,1,0,0,12300,1500,3850,0,1000,2500,21150,10575
221,2016,1,1,1,1,0,0,4000,1500,5000,0,0,0,10500,10500
221,2017,1,1,1,1,0,0,4000,1200,2000,0,2000,0,9200,9200
221,2018,2,2,1,0,0,0,1600,2200,2700,0,0,0,6500,3250
222,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
222,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
222,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
223,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
223,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
223,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
224,2016,5,5,1,2,0,0,2800,2800,7450,0,0,0,13050,2610
224,2017,3,3,1,2,0,0,23750,6000,20000,0,22000,2000,73750,24583.333333333332
224,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
225,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
226,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
226,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
226,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
227,2016,1,1,1,0,0,0,0,1500,500,0,0,0,2000,2000
227,2017,2,2,1,0,1,400,1400,4000,4000,0,800,0,10200,5100
227,2018,1,1,1,0,0,0,300,0,600,0,500,0,1400,1400
228,2016,2,2,1,2,0,0,25000,2500,7000,7200,6500,0,48200,24100
228,2017,2,2,1,1,0,0,24960,3800,2500,1200,6000,0,38460,19230
228,2018,2,2,1,1,0,0,13000,4800,2600,3000,0,0,23400,11700
229,2016,1,1,1,0,0,0,0,1500,4000,0,5000,0,10500,10500
229,2017,2,2,1,0,0,0,1400,4000,1800,0,0,0,7200,3600
229,2018,2,2,1,0,0,0,210,3800,1500,0,6000,0,11510,5755
230,2016,1,1,1,0,1,600,800,1500,1700,0,4000,0,8000,8000
230,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
230,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
231,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
231,2017,1,1,1,0,0,0,60,0,1000,0,900,0,1960,1960
231,2018,1,1,1,0,0,0,60,1300,1500,0,1000,0,3860,3860
232,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
232,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
232,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
234,2016,4,4,1,0,0,0,900,1800,2000,0,0,1200,5900,1475
234,2017,4,4,1,1,0,0,9650,11800,12000,0,0,1500,34950,8737.5
234,2018,5,5,1,0,3,1200,2600,3700,11800,0,0,0,18100,3620
235,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0
235,2017,1,1,1,1,0,0,2500,1500,2500,600,0,0,7100,7100
235,2018,1,1,1,1,0,0,8000,1500,3500,3600,1200,0,17800,17800
236,2016,1,1,1,0,0,0,300,2500,3500,0,450,1500,8250,8250
236,2017,1,1,1,0,1,400,700,500,3000,0,10800,3000,18000,18000
236,2018,1,1,1,0,0,0,15000,1500,5000,3000,4000,0,28500,28500
237,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
237,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
237,2018,1,1,1,0,0,0,200,1200,500,0,0,0,1900,1900
239,2016,2,2,1,0,0,0,0,1500,500,0,0,0,2000,1000
239,2017,1,1,1,0,0,0,2175,1100,1500,0,7000,0,11775,11775
239,2018,1,1,1,0,0,0,2350,1500,4000,0,1200,1200,10250,10250
240,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
240,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
240,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
241,2016,2,2,1,2,0,0,28000,3800,9000,0,14200,0,55000,27500
241,2017,2,2,1,0,0,0,3400,3000,3000,0,0,0,9400,4700
241,2018,2,2,1,0,0,0,400,3000,4000,0,0,2000,9400,4700
242,2016,3,3,1,2,0,0,23100,3650,5300,0,0,0,32050,10683.333333333334
242,2017,3,3,1,2,1,400,39000,2500,6500,0,3500,5000,56500,18833.333333333332
242,2018,3,3,1,1,2,800,27200,6500,12500,0,4500,7000,57700,19233.333333333332
243,2016,1,1,1,0,0,0,3000,1500,3000,0,1000,2500,11000,11000
243,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
243,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
244,2016,2,2,1,0,0,0,0,2400,1150,0,0,0,3550,1775
244,2017,2,2,1,0,0,0,0,2000,1200,0,0,0,3200,1600
244,2018,2,2,1,1,0,0,11800,2000,6500,0,0,0,20300,10150
245,2016,3,3,1,0,0,0,18500,2500,10400,0,0,0,31400,10466.666666666666
245,2017,3,3,1,0,1,400,9300,3500,1700,0,4500,4600,23600,7866.666666666667
245,2018,3,3,1,0,1,400,14500,3900,5700,0,200,8500,32800,10933.333333333334
246,2016,1,1,1,0,0,0,1500,1500,4000,0,4000,3000,14000,14000
246,2017,1,1,1,0,0,0,1500,1845,3485,0,3200,2500,12530,12530
246,2018,1,1,1,0,0,0,5600,1500,1150,0,2500,0,10750,10750
247,2016,1,1,1,0,1,315,250,1700,2000,0,2000,1800,7750,7750
247,2017,1,1,1,0,1,400,650,1200,6000,0,1200,3000,12050,12050
247,2018,1,1,1,0,0,0,1300,2200,1800,0,500,4000,9800,9800
248,2016,3,3,1,0,2,400,600,6000,8000,0,200,0,14800,4933.333333333333
248,2017,3,3,1,0,2,650,350,4700,4500,0,0,2000,11550,3850
248,2018,4,4,1,0,0,0,1500,4900,9200,0,0,0,15600,3900
249,2016,1,1,1,0,0,0,2500,1500,3500,0,0,1000,8500,8500
249,2017,1,1,1,0,0,0,150,1000,5000,0,1500,0,7650,7650
249,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
250,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
250,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
250,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
251,2016,3,3,1,0,1,400,750,3700,6500,0,1600,1800,14350,4783.333333333333
251,2017,3,3,1,0,0,0,2000,5000,11500,0,4000,2000,24500,8166.666666666667
251,2018,3,3,1,0,0,0,700,2400,1900,0,5000,0,10000,3333.3333333333335
252,2016,2,2,1,0,0,0,70,900,1000,0,0,0,1970,985
252,2017,2,2,1,0,1,400,230,600,600,0,0,0,1430,715
252,2018,2,2,1,0,1,400,400,1950,1800,0,300,0,4450,2225
253,2016,3,3,1,0,0,0,1900,6700,5800,0,3800,0,18200,6066.666666666667
253,2017,1,1,1,0,0,0,150,1200,1500,0,3500,0,6350,6350
253,2018,1,1,1,0,0,0,120,1000,800,0,0,0,1920,1920
254,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
254,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
254,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
255,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
255,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
255,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
256,2016,1,1,1,1,0,0,18000,3000,8000,0,3000,0,32000,32000
256,2017,2,2,1,2,0,0,30000,8000,7000,0,0,0,45000,22500
256,2018,2,2,1,0,0,0,1500,2700,4900,0,0,0,9100,4550
257,2016,1,1,1,1,0,0,6000,800,1000,0,1500,0,9300,9300
257,2017,1,1,1,1,0,0,7200,1000,2000,0,0,0,10200,10200
257,2018,1,1,1,1,0,0,12000,1450,2000,0,1000,0,16450,16450
