hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
3350,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3350,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3351,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3351,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3351,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3352,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3352,2017,1,1,1,1,0,0,1400,700,500,0,0,0,2600,2600
3352,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3353,2016,4,4,1,0,2,800,1300,3600,10600,0,0,3000,18500,4625
3353,2017,5,5,1,0,0,0,8500,1000,10550,0,0,0,20050,4010
3353,2018,3,3,1,0,2,800,6100,4200,6660,0,1565,3500,22025,7341.666666666667
3354,2016,2,2,1,0,0,0,550,1400,800,0,0,0,2750,1375
3354,2017,1,1,1,0,0,0,500,300,2000,0,0,0,2800,2800
3354,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3355,2016,1,1,1,1,0,0,7000,2000,2500,0,0,0,11500,11500
3355,2017,1,1,1,1,0,0,7000,1800,2000,0,7200,0,18000,18000
3355,2018,1,1,1,1,0,0,4800,1200,3000,3600,2000,0,14600,14600
3356,2016,1,1,1,0,0,0,150,950,300,0,1500,0,2900,2900
3356,2017,1,1,1,0,0,0,1500,1200,1800,0,0,0,4500,4500
3356,2018,1,1,1,0,0,0,580,5000,2500,0,500,300,8880,8880
3357,2016,4,4,1,0,0,0,100,1500,1050,0,500,200,3350,837.5
3357,2017,4,4,1,0,2,0,705,1200,2300,0,0,0,4205,1051.25
3357,2018,3,3,1,0,0,0,1800,3000,7500,0,2500,5000,19800,6600
3358,2016,3,3,1,0,1,400,0,0,0,0,0,0,0,0
3358,2017,3,3,1,0,3,1200,2200,3000,3100,0,4200,0,12500,4166.666666666667
3358,2018,3,3,1,0,2,800,1150,4200,6500,0,2500,2500,16850,5616.666666666667
3359,2016,3,3,1,0,1,400,910,500,3300,0,0,0,4710,1570
3359,2017,3,3,1,0,1,400,1430,3510,4150,0,650,750,10490,3496.6666666666665
3359,2018,2,2,1,0,0,0,530,1600,5000,0,0,0,7130,3565
3361,2016,3,3,1,0,1,350,0,2400,6500,0,0,0,8900,2966.6666666666665
3361,2017,3,3,1,0,0,0,1000,1000,4670,0,1700,0,8370,2790
3361,2018,3,3,1,0,2,800,2770,1700,7510,0,1860,1500,15340,5113.333333333333
3362,2016,2,2,1,0,0,0,230,1400,1400,0,700,0,3730,1865
3362,2017,2,2,1,2,0,0,22200,8000,11000,0,6000,2000,49200,24600
3362,2018,2,2,1,2,0,0,21360,1200,8000,0,3000,0,33560,16780
3363,2016,1,1,1,0,0,0,10000,0,1500,0,1000,1000,13500,13500
3363,2017,1,1,1,0,0,0,12000,0,5000,0,0,0,17000,17000
3363,2018,1,1,1,0,0,0,1050,0,2500,0,0,0,3550,3550
3364,2016,4,4,1,0,3,1200,8000,6500,8900,0,6200,8000,37600,9400
3364,2017,4,4,1,0,1,400,11000,7500,11500,0,0,2500,32500,8125
3364,2018,2,2,1,0,1,1700,1300,3000,6000,0,1000,2000,13300,6650
3365,2016,1,1,1,0,0,0,600,1200,700,0,1000,0,3500,3500
3365,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3365,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3366,2016,4,4,1,0,0,0,11900,7500,6300,0,0,0,25700,6425
3366,2017,4,4,1,0,3,1125,7700,6500,4900,0,0,9000,28100,7025
3366,2018,3,3,1,0,3,700,7200,700,5200,0,0,0,13100,4366.666666666667
3367,2016,1,1,1,0,1,300,0,0,0,0,0,0,0,0
3367,2017,4,4,1,0,3,0,450,3000,5500,0,16000,0,24950,6237.5
3367,2018,4,4,1,0,0,0,2050,3700,10000,0,0,0,15750,3937.5
3368,2016,2,2,1,0,2,550,600,2700,1700,0,0,0,5000,2500
3368,2017,2,2,1,0,0,0,800,0,2300,0,0,0,3100,1550
3368,2018,2,2,1,0,0,0,900,700,3300,0,0,0,4900,2450
3369,2016,4,4,1,0,1,450,7000,2000,5400,0,0,0,14400,3600
3369,2017,3,3,1,0,1,400,1400,3000,4250,0,0,0,8650,2883.3333333333335
3369,2018,3,3,1,0,1,450,1650,2500,9000,0,1500,1000,15650,5216.666666666667
3370,2016,2,2,1,0,0,0,1800,2700,3500,0,0,3000,11000,5500
3370,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3370,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3371,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3371,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3371,2018,1,1,1,1,0,0,7200,2200,3500,3600,0,0,16500,16500
3372,2016,4,4,1,0,2,1900,9100,6500,3900,0,2200,0,21700,5425
3372,2017,3,3,1,0,1,400,13400,6000,8500,0,3500,6000,37400,12466.666666666666
3372,2018,2,2,1,0,0,0,5600,3000,900,0,0,1200,10700,5350
3373,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3373,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3373,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3374,2016,2,2,1,0,0,0,0,600,1000,0,0,0,1600,800
3374,2017,3,3,1,0,1,400,430,2350,1530,0,1300,0,5610,1870
3374,2018,3,3,1,0,0,0,250,2250,5000,0,0,0,7500,2500
3375,2016,3,3,1,0,3,2600,650,4500,5000,0,0,900,11050,3683.3333333333335
3375,2017,3,3,1,0,1,300,510,4700,10000,0,0,1200,16410,5470
3375,2018,3,3,1,0,0,0,3150,4500,5500,0,9000,1200,23350,7783.333333333333
3376,2016,1,1,1,0,0,0,8000,0,8000,0,0,0,16000,16000
3376,2017,1,1,1,0,0,0,30000,0,8000,0,0,5000,43000,43000
3376,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3377,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3377,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3377,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3378,2016,1,1,1,0,0,0,0,1000,800,0,1200,0,3000,3000
3378,2017,1,1,1,0,0,0,50,800,800,0,0,0,1650,1650
3378,2018,1,1,1,0,1,400,800,800,900,0,0,0,2500,2500
3379,2016,1,1,1,0,0,0,0,0,400,0,0,2400,2800,2800
3379,2017,2,2,1,0,0,0,400,1800,1800,0,0,0,4000,2000
3379,2018,2,2,1,0,0,0,0,1400,600,0,0,0,2000,1000
3380,2016,1,1,1,1,0,0,20000,3000,3500,3600,0,0,30100,30100
3380,2017,1,1,1,1,0,0,25000,8000,4000,0,4000,0,41000,41000
3380,2018,1,1,1,1,0,0,9600,3200,4500,0,0,0,17300,17300
3381,2016,2,2,1,0,2,400,1600,800,3000,0,0,300,5700,2850
3381,2017,2,2,1,0,2,800,1000,1000,500,0,0,0,2500,1250
3381,2018,3,3,1,0,0,0,250,0,600,0,300,0,1150,383.3333333333333
3382,2016,1,1,1,0,0,0,60,0,1200,0,0,0,1260,1260
3382,2017,1,1,1,0,0,0,0,0,700,0,0,0,700,700
3382,2018,1,1,1,0,1,400,125,800,650,0,0,0,1575,1575
3383,2016,2,2,1,0,0,0,2200,2000,2500,0,14400,0,21100,10550
3383,2017,2,2,1,0,0,0,2700,3000,2000,0,0,0,7700,3850
3383,2018,1,1,1,0,0,0,150,900,500,0,0,0,1550,1550
3384,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3384,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3384,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3385,2016,2,2,1,2,0,0,4800,2600,3500,0,7200,0,18100,9050
3385,2017,2,2,1,0,0,0,400,2000,3900,0,700,0,7000,3500
3385,2018,2,2,1,1,0,0,8850,3200,5800,0,2400,1200,21450,10725
3386,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3386,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3386,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3387,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3387,2017,1,1,1,1,0,0,8000,2500,3000,0,5000,3000,21500,21500
3387,2018,1,1,1,1,0,0,9600,1500,4000,2400,500,0,18000,18000
3388,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3388,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3388,2018,1,1,1,0,0,0,0,0,1500,0,300,0,1800,1800
3389,2016,2,2,1,2,0,0,8000,3000,10000,0,0,0,21000,10500
3389,2017,2,2,1,2,0,0,8400,2000,3000,0,14000,0,27400,13700
3389,2018,3,3,1,3,0,0,15000,8500,11000,0,7500,16000,58000,19333.333333333332
3390,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3390,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3390,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3391,2016,1,1,1,0,0,0,20000,0,5000,0,0,2500,27500,27500
3391,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3391,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3392,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3392,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3392,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3393,2016,3,3,1,0,2,800,0,0,0,0,0,0,0,0
3393,2017,3,3,1,0,3,900,2600,6200,10100,0,0,500,19400,6466.666666666667
3393,2018,3,3,1,0,2,500,1550,3700,2000,0,600,0,7850,2616.6666666666665
3394,2016,1,1,1,0,1,300,0,250,800,0,0,0,1050,1050
3394,2017,2,2,1,0,1,400,110,1200,850,0,0,0,2160,1080
3394,2018,2,2,1,0,2,800,300,2400,850,0,150,0,3700,1850
3395,2016,1,1,1,1,0,0,3000,850,1000,0,3500,0,8350,8350
3395,2017,1,1,1,1,0,0,6000,1800,800,0,1500,0,10100,10100
3395,2018,1,1,1,1,0,0,1875,2500,3200,0,1000,0,8575,8575
3396,2016,2,2,1,0,0,0,600,1600,3500,0,0,0,5700,2850
3396,2017,2,2,1,1,0,0,14600,22000,5500,0,0,0,42100,21050
3396,2018,2,2,1,0,0,0,900,2750,5500,0,0,2000,11150,5575
3397,2016,2,2,1,0,1,500,300,1800,800,0,1000,0,3900,1950
3397,2017,2,2,1,0,1,400,600,1200,500,0,1000,0,3300,1650
3397,2018,2,2,1,0,1,400,740,2700,1400,0,3000,0,7840,3920
3398,2016,4,4,1,0,0,0,350,4450,6300,0,0,0,11100,2775
3398,2017,5,5,1,2,3,1200,24300,14500,11500,0,9500,2000,61800,12360
3398,2018,4,4,1,0,0,0,1200,4700,3950,0,0,0,9850,2462.5
3399,2016,3,3,1,3,0,0,12500,4500,9500,0,0,0,26500,8833.333333333334
3399,2017,3,3,1,3,0,0,12200,3000,6000,0,2500,3800,27500,9166.666666666666
3399,2018,3,3,1,3,0,0,7100,5500,7500,0,1500,0,21600,7200
3400,2016,2,2,1,2,0,0,39000,10500,22000,6000,3000,0,80500,40250
3400,2017,1,1,1,1,0,0,25000,3500,5000,0,0,0,33500,33500
3400,2018,1,1,1,0,0,0,0,2500,3000,0,0,0,5500,5500
3401,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3401,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3401,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3402,2016,3,3,1,0,2,800,950,0,5800,0,0,0,6750,2250
3402,2017,4,4,1,0,0,0,8000,1450,11900,0,0,0,21350,5337.5
3402,2018,3,3,1,0,1,1000,1500,3400,5400,0,0,6000,16300,5433.333333333333
3404,2016,1,1,1,1,0,0,6000,1400,3000,4200,900,0,15500,15500
3404,2017,2,2,1,1,0,0,28000,2000,11500,3000,11000,14000,69500,34750
3404,2018,3,3,1,2,0,0,21000,7000,7000,7200,11600,0,53800,17933.333333333332
3405,2016,1,1,1,1,0,0,24000,3000,5000,0,0,0,32000,32000
3405,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3405,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3406,2016,3,3,1,0,1,400,2500,18000,5500,0,0,0,26000,8666.666666666666
3406,2017,3,3,1,0,1,400,1650,3100,11000,0,3000,0,18750,6250
3406,2018,2,2,1,0,1,400,3360,4500,3700,4800,950,0,17310,8655
3407,2016,3,3,1,0,0,0,3650,4200,1450,0,0,0,9300,3100
3407,2017,3,3,1,0,0,0,935,4600,2900,0,1400,0,9835,3278.3333333333335
3407,2018,4,4,1,0,0,0,550,8100,3300,8,10500,0,22458,5614.5
3408,2016,2,2,1,0,0,0,8000,1600,3000,0,1300,0,13900,6950
3408,2017,3,3,1,2,1,0,8100,3180,2700,0,900,0,14880,4960
3408,2018,3,3,1,2,1,400,14600,2600,7500,0,3600,0,28300,9433.333333333334
3409,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3409,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3409,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3410,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3410,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3410,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3411,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3411,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3411,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3412,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3412,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3412,2018,3,3,1,0,2,650,1050,2400,4500,0,0,0,7950,2650
3413,2016,2,2,1,1,2,300,15250,2100,3500,0,2500,1500,24850,12425
3413,2017,1,1,1,1,0,0,10000,5000,3500,0,9000,0,27500,27500
3413,2018,1,1,1,1,0,0,8200,2500,3500,0,2000,3000,19200,19200
3414,2016,2,2,1,0,2,800,0,1200,1800,0,0,0,3000,1500
3414,2017,2,2,1,0,2,800,1125,1325,2150,0,150,800,5550,2775
3414,2018,2,2,1,0,2,800,2300,1900,1000,0,600,0,5800,2900
3415,2016,2,2,1,0,0,0,0,5500,3500,0,0,12000,21000,10500
3415,2017,2,2,1,0,0,0,760,2400,2000,0,0,0,5160,2580
3415,2018,2,2,1,0,0,0,110,2200,4000,0,2000,0,8310,4155
3416,2016,2,2,1,0,0,0,0,2000,2000,0,2500,0,6500,3250
3416,2017,2,2,1,0,0,0,850,1650,950,0,1000,0,4450,2225
3416,2018,2,2,1,0,2,0,1100,3600,2350,0,1400,0,8450,4225
3417,2016,3,3,1,3,0,0,30000,7200,8500,0,4500,1000,51200,17066.666666666668
3417,2017,3,3,1,3,0,0,29200,4200,11500,0,0,0,44900,14966.666666666666
3417,2018,3,3,1,2,0,0,54000,9500,17000,3600,9000,0,93100,31033.333333333332
3418,2016,2,2,1,2,0,0,25500,9500,11500,14000,2700,0,63200,31600
3418,2017,2,2,1,2,0,0,4000,3000,8500,6000,5000,0,26500,13250
3418,2018,2,2,1,1,0,0,8600,3000,6000,6000,2500,3000,29100,14550
3420,2016,3,3,1,2,0,0,16200,2000,5700,0,0,0,23900,7966.666666666667
3420,2017,3,3,1,0,1,10300,1050,4500,14000,0,16000,0,35550,11850
3420,2018,3,3,1,2,1,250,17750,6000,3000,0,3300,0,30050,10016.666666666666
3421,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3421,2017,1,1,1,1,0,0,7500,1500,1500,0,500,0,11000,11000
3421,2018,1,1,1,1,0,0,8600,1500,2500,0,0,0,12600,12600
3422,2016,1,1,1,0,0,0,1500,750,500,0,200,0,2950,2950
3422,2017,1,1,1,0,0,0,80,2000,1000,0,2000,0,5080,5080
3422,2018,4,4,1,0,2,800,520,10100,6600,0,7700,0,24920,6230
3423,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3423,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3423,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3424,2016,3,3,1,2,0,0,13700,3000,6000,0,0,0,22700,7566.666666666667
3424,2017,3,3,1,1,0,0,6600,2850,3250,0,3600,0,16300,5433.333333333333
3424,2018,3,3,1,1,0,0,6800,3600,12500,0,10600,0,33500,11166.666666666666
3425,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3425,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3425,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3426,2016,3,3,1,1,1,300,1800,600,4900,0,0,0,7300,2433.3333333333335
3426,2017,5,5,1,3,0,0,22100,5500,8300,0,0,0,35900,7180
3426,2018,4,4,1,2,1,400,12970,9000,12500,0,3000,0,37470,9367.5
3427,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3427,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3427,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3428,2016,2,2,1,0,2,0,210,1400,1700,0,0,0,3310,1655
3428,2017,2,2,1,0,2,0,0,0,2000,0,1000,0,3000,1500
3428,2018,2,2,1,0,2,0,800,0,5500,0,2700,0,9000,4500
3429,2016,3,3,1,0,2,800,1000,0,1300,0,0,0,2300,766.6666666666666
3429,2017,3,3,1,0,0,0,2200,3000,3000,0,0,0,8200,2733.3333333333335
3429,2018,3,3,1,0,2,500,400,3000,2400,0,400,0,6200,2066.6666666666665
3430,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3430,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3430,2018,1,1,1,0,0,0,50,800,300,0,500,0,1650,1650
3431,2017,2,2,1,2,0,0,11000,3000,2700,0,3000,0,19700,9850
3432,2016,1,1,1,1,0,0,15000,2000,10000,8000,8000,0,43000,43000
3432,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3432,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3433,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3433,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3433,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3434,2016,2,2,1,0,0,0,1000,1400,1500,0,5500,0,9400,4700
3434,2017,2,2,1,0,2,800,900,1000,7000,0,7200,0,16100,8050
3434,2018,3,3,1,1,2,800,5000,4000,3000,0,2600,0,14600,4866.666666666667
3435,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3435,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3435,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3436,2016,2,2,1,1,1,250,10000,1500,7000,0,1500,0,20000,10000
3436,2017,2,2,1,0,0,0,900,2000,1850,0,2400,0,7150,3575
3436,2018,2,2,1,0,1,400,950,3000,9000,0,5000,10500,28450,14225
3437,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3437,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3437,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3438,2016,1,1,1,1,0,0,8000,1500,2500,0,5000,0,17000,17000
3438,2017,1,1,1,1,0,0,2175,1500,1200,0,0,0,4875,4875
3438,2018,2,2,1,2,0,0,9500,4000,3700,0,3500,0,20700,10350
3439,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3439,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3439,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3440,2016,1,1,1,1,0,0,2000,6000,8000,4000,0,0,20000,20000
3440,2017,1,1,1,1,0,0,25000,10000,15000,0,6500,0,56500,56500
3440,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3441,2016,2,2,1,2,0,0,25200,6500,6000,0,4000,0,41700,20850
3441,2017,2,2,1,2,0,0,42000,5000,6500,0,0,0,53500,26750
3441,2018,2,2,1,2,0,0,26000,3000,10500,0,13000,8400,60900,30450
3442,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3442,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3442,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3443,2016,2,2,1,0,1,6000,4800,3200,10000,1200,0,15000,34200,17100
3443,2017,1,1,1,0,0,0,1000,2000,3000,0,0,3000,9000,9000
3443,2018,1,1,1,0,0,0,6000,1500,5000,0,0,0,12500,12500
3444,2016,4,4,1,3,0,0,16000,18200,15500,6000,10000,32400,98100,24525
3444,2017,4,4,1,4,0,0,85000,11000,28000,10000,15000,0,149000,37250
3444,2018,2,2,1,1,0,0,15000,4400,9000,0,8000,0,36400,18200
3445,2016,3,3,1,1,1,200000,240000,17000,8000,10000,10500,0,285500,95166.66666666667
3445,2017,1,1,1,1,0,0,30000,2500,8000,8000,15000,5000,68500,68500
3445,2018,1,1,1,1,0,0,200000,10000,12000,7000,6000,0,235000,235000
3446,2016,1,1,1,0,0,0,12000,2500,3500,0,0,2800,20800,20800
3446,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3446,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3447,2016,2,2,1,0,0,0,10200,7100,10000,0,3000,3000,33300,16650
3447,2017,1,1,1,0,0,0,100,1200,1600,0,1400,0,4300,4300
3447,2018,1,1,1,0,0,0,250,800,600,0,0,0,1650,1650
3448,2016,3,3,1,0,2,800,2500,4000,2300,0,1200,1500,11500,3833.3333333333335
3448,2017,3,3,1,0,2,1600,2900,5500,12500,0,10500,8500,39900,13300
3448,2018,3,3,1,0,3,1200,800,1250,2300,0,0,1500,5850,1950
3449,2016,1,1,1,0,1,400,240,0,1000,0,0,0,1240,1240
3449,2017,1,1,1,0,1,1000,0,900,1200,0,3500,0,5600,5600
3449,2018,2,2,1,1,1,400,9400,3000,4500,0,0,0,16900,8450
3450,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3450,2017,3,3,1,3,0,0,16500,5400,6000,0,10800,0,38700,12900
3450,2018,6,6,1,4,0,0,14200,2050,10650,0,10400,10200,47500,7916.666666666667
3451,2016,1,1,1,1,0,0,20000,1800,8000,6000,2500,0,38300,38300
3451,2017,1,1,1,0,0,0,350000,4000,10000,6000,2500,4100,376600,376600
3451,2018,2,2,1,2,0,0,240000,6000,10000,24000,10000,12000,302000,151000
3452,2016,1,1,1,0,0,0,600,3000,900,0,0,0,4500,4500
3452,2017,1,1,1,0,0,0,1600,2000,7000,0,2000,0,12600,12600
3452,2018,1,1,1,0,0,0,450,1250,890,0,350,0,2940,2940
3453,2016,1,1,1,0,1,300,200,1200,1500,0,0,0,2900,2900
3453,2017,1,1,1,0,1,400,150,1300,2400,0,0,0,3850,3850
3453,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3454,2016,2,2,1,0,1,400,2700,0,7000,0,0,0,9700,4850
3454,2017,2,2,1,0,1,400,5750,1390,2220,0,2600,500,12460,6230
3454,2018,1,1,1,0,0,0,600,0,2500,0,0,0,3100,3100
3455,2016,1,1,1,1,0,0,2500,1000,1000,0,0,0,4500,4500
3455,2017,1,1,1,0,0,0,30,750,500,0,0,0,1280,1280
3455,2018,1,1,1,1,0,0,4000,1400,5000,0,400,0,10800,10800
3456,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3456,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3456,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3457,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3457,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3457,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3458,2016,3,3,1,3,0,0,140000,10500,11500,10000,15000,0,187000,62333.333333333336
3458,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3458,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3459,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3459,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3459,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3460,2016,2,2,1,0,1,400,1975,2050,800,0,0,0,4825,2412.5
3460,2017,2,2,1,0,1,400,5500,2700,5000,0,0,0,13200,6600
3460,2018,2,2,1,0,0,0,4800,2700,4000,0,500,3000,15000,7500
3461,2016,2,2,1,0,0,0,0,0,0,0,0,0,0,0
3461,2017,2,2,1,0,1,300,140,2400,1500,0,0,0,4040,2020
3461,2018,2,2,1,0,1,400,510,2000,6000,0,0,0,8510,4255
3462,2016,2,2,1,1,1,250000,14500,7000,13000,10000,15000,0,59500,29750
3462,2017,2,2,1,0,1,2000,32400,5500,12000,0,0,0,49900,24950
3462,2018,2,2,1,0,1,50000,66000,3500,14000,2000,3500,0,89000,44500
3463,2016,2,2,1,0,0,0,0,1150,2300,0,0,3600,7050,3525
3463,2017,3,3,1,3,0,0,1350,7500,20000,0,9700,0,38550,12850
3463,2018,3,3,1,3,0,0,50500,4800,9700,0,3700,0,68700,22900
3464,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3464,2017,1,1,1,0,0,0,12000,3500,5000,0,0,0,20500,20500
3464,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3465,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3465,2017,3,3,1,0,3,0,300,3000,2800,0,12000,0,18100,6033.333333333333
3465,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3466,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3466,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3466,2018,1,1,1,1,0,0,8000,3000,4000,6000,4000,3600,28600,28600
3467,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3467,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3467,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3468,2016,3,3,1,0,0,0,22700,6500,10000,0,3700,24000,66900,22300
3468,2017,1,1,1,0,0,0,500,2500,2000,0,4000,6000,15000,15000
3468,2018,1,1,1,0,0,0,500,1200,1900,0,5000,0,8600,8600
3469,2016,1,1,1,0,0,0,150,1200,400,0,0,0,1750,1750
3469,2017,1,1,1,0,0,0,250,800,500,0,0,0,1550,1550
3469,2018,1,1,1,1,0,0,8000,2500,4000,6000,3000,2500,26000,26000
3470,2016,3,3,1,0,2,1000,300,1700,500,0,0,0,2500,833.3333333333334
3470,2017,3,3,1,0,0,0,1500,3500,2200,0,0,0,7200,2400
3470,2018,3,3,1,0,0,0,1950,4500,3200,0,6000,0,15650,5216.666666666667
3471,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3471,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3471,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3472,2016,1,1,1,0,0,0,5500,2500,1500,0,1000,0,10500,10500
3472,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3472,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3473,2016,1,1,1,0,0,0,600,1000,500,0,0,0,2100,2100
3473,2017,1,1,1,0,0,0,400,1000,0,0,1000,0,2400,2400
