hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,n_jobs_total,share_wage_agri,share_wage_nonagri,share_self_agri,share_self_nonagri,hh_has_wage_job,n_wage_jobs_hh,wage_total_income_12m_rs,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any
2665,2017,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakanya,1,0,,,,,0,0,0,0,0,0
2665,2018,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakanya,1,2,0,1,0,0,1,2,333200,0,1,0
2666,2016,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,1,0,1,0,0,1,1,72000,0,1,0
2666,2017,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,1,0,1,0,0,1,1,92000,0,1,0
2666,2018,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,1,0,1,0,0,1,1,120000,0,1,0
2667,2016,618.27056884765625,4,Badalamji,60603,Bhairabi Gaunpalika,Dailekh,Dailekh,Rural municipality,Bhairabi,3,6,0,0.16666666666666666,0.8333333333333334,0,1,1,17500,0,1,0
2667,2017,618.27056884765625,4,Badalamji,60603,Bhairabi Gaunpalika,Dailekh,Dailekh,Rural municipality,Bhairabi,3,2,0,0.5,0.5,0,1,1,133600,0,1,0
2667,2018,618.27056884765625,4,Badalamji,60603,Bhairabi Gaunpalika,Dailekh,Dailekh,Rural municipality,Bhairabi,3,3,0,0.3333333333333333,0.6666666666666666,0,1,1,85500,0,1,0
2668,2016,898.64581298828125,3,Itahara,11209,Ratuwamai Municipality,Morang,Morang,Municipality,Ratuwamai,9,0,,,,,0,0,0,0,0,0
2668,2017,898.64581298828125,3,Itahara,11209,Ratuwamai Municipality,Morang,Morang,Municipality,Ratuwamai,9,1,0,0,1,0,0,0,0,0,0,0
2668,2018,898.64581298828125,3,Itahara,11209,Ratuwamai Municipality,Morang,Morang,Municipality,Ratuwamai,9,1,0,0,1,0,0,0,0,0,0,0
2669,2016,544.4632568359375,7,Murtidhunga,10701,Mahalaxmi Municipality,Dhankuta,Dhankuta,Municipality,Mhalaxmi,9,2,0,0,1,0,0,0,0,0,0,0
2669,2017,544.4632568359375,7,Murtidhunga,10701,Mahalaxmi Municipality,Dhankuta,Dhankuta,Municipality,Mhalaxmi,9,1,0,0,1,0,0,0,0,0,0,0
2669,2018,544.4632568359375,7,Murtidhunga,10701,Mahalaxmi Municipality,Dhankuta,Dhankuta,Municipality,Mhalaxmi,9,4,0,0.25,0.75,0,1,1,54500,0,1,0
2670,2016,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishnupur,6,2,0,0.5,0.5,0,1,1,66000,0,1,0
2670,2017,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishnupur,6,3,0.3333333333333333,0,0.3333333333333333,0,1,1,113400,1,0,0
2670,2018,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishnupur,6,3,0,0,1,0,0,0,0,0,0,0
2671,2016,634.085205078125,7,Baliya,70807,Lamki Chuha Municipality,Kailali,Kailali,Municipality,Lamki chuwa nagar palika,5,0,,,,,0,0,0,0,0,0
2671,2017,634.085205078125,7,Baliya,70807,Lamki Chuha Municipality,Kailali,Kailali,Municipality,Lamki chuwa nagar palika,5,3,0,0,1,0,0,0,0,0,0,0
2671,2018,634.085205078125,7,Baliya,70807,Lamki Chuha Municipality,Kailali,Kailali,Municipality,Lamki chuwa nagar palika,5,2,0,0,1,0,0,0,0,0,0,0
2672,2016,990.53192138671875,2,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balara,1,3,0,1,0,0,1,3,392500,0,1,0
2672,2017,990.53192138671875,2,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balara,1,3,0.6666666666666666,0.3333333333333333,0,0,1,3,128550,1,0,0
2672,2018,990.53192138671875,7,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balara,1,3,0.6666666666666666,0,0.3333333333333333,0,1,2,109200,1,0,0
2673,2016,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakannya,1,1,0,0,1,0,0,0,0,0,0,0
2673,2017,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakannya,1,1,0,0,1,0,0,0,0,0,0,0
2673,2018,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakannya,1,2,0,0,1,0,0,0,0,0,0,0
2674,2016,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,2,0,0,1,0,0,0,0,0,0,0
2674,2017,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,0,0,1,0,0,0,0,0,0,0
2674,2018,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,5,0.4,0,0.6,0,1,2,23500,1,0,0
2675,2016,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakoti majhuwagadi,15,2,0,0,1,0,0,0,0,0,0,0
2675,2017,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakoti majhuwagadi,15,1,0,0,1,0,0,0,0,0,0,0
2675,2018,544.4632568359375,1,BijayaKharka,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,Municipality,Diktel Rupakoti majhuwagadi,15,2,0,0,1,0,0,0,0,0,0,0
2676,2016,544.4632568359375,3,Danabari,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,4,3,0,0,1,0,0,0,0,0,0,0
2676,2017,544.4632568359375,3,Danabari,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,4,4,0,0,0.75,0.25,0,0,0,0,0,0
2676,2018,544.4632568359375,3,Danabari,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,4,2,0,0,1,0,0,0,0,0,0,0
2677,2016,544.4632568359375,1,Bashaha,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,Municipality,Chaudandi,4,1,0,0,1,0,0,0,0,0,0,0
2677,2017,544.4632568359375,1,Bashaha,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,Municipality,Chaudandi,4,3,0,0,1,0,0,0,0,0,0,0
2677,2018,544.4632568359375,1,Bashaha,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,Municipality,Chaudandi,4,2,0,0,1,0,0,0,0,0,0,0
2678,2016,585.5533447265625,4,Lalutantikot,60505,Naraharinath Gaunpalika,Kalikot,Kalikot,Rural municipality,Naraharinath,8,6,0,0.16666666666666666,0.8333333333333334,0,1,1,96000,0,0,0
2678,2017,585.5533447265625,4,Lalutantikot,60505,Naraharinath Gaunpalika,Kalikot,Kalikot,Rural municipality,Naraharinath,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,99200,0,1,0
2678,2018,585.5533447265625,4,Lalutantikot,60505,Naraharinath Gaunpalika,Kalikot,Kalikot,Rural municipality,Naraharinath,8,4,0,0.5,0.5,0,1,2,205600,0,1,0
2679,2016,631.615234375,6,Shivmandir,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,kawasti,5,1,0,0,1,0,0,0,0,0,0,0
2679,2017,631.615234375,6,Shivmandir,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,kawasti,5,1,0,0,1,0,0,0,0,0,0,0
2679,2018,631.615234375,6,Shivmandir,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,kawasti,5,3,0,0.3333333333333333,0.6666666666666666,0,1,1,480000,0,0,1
2680,2016,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchhi,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,120000,0,1,0
2680,2017,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchhi,8,2,0,0,1,0,0,0,0,0,0,0
2680,2018,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchhi,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,178000,0,1,0
2681,2016,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,70000,0,1,0
2681,2017,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,2,0,0.5,0.5,0,1,1,28000,0,1,0
2681,2018,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,110250,0,1,0
2682,2016,631.615234375,7,Dibyapuri,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli nagarpalika,2,3,0.6666666666666666,0.3333333333333333,0,0,1,3,100500,1,1,0
2682,2017,631.615234375,7,Dibyapuri,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli nagarpalika,2,2,0,1,0,0,1,2,176500,1,0,1
2682,2018,631.615234375,7,Dibyapuri,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli nagarpalika,2,2,0.5,0.5,0,0,1,2,119000,1,1,0
2683,2016,631.615234375,1,Padsari,50809,Om Satiya Gaunpalika,Rupandehi,Rupandehi,Rural municipality,omsatiya,2,0,,,,,0,0,0,0,0,0
2683,2017,631.615234375,1,Padsari,50809,Om Satiya Gaunpalika,Rupandehi,Rupandehi,Rural municipality,omsatiya,2,0,,,,,0,0,0,0,0,0
2683,2018,631.615234375,1,Padsari,50809,Om Satiya Gaunpalika,Rupandehi,Rupandehi,Rural municipality,omsatiya,2,0,,,,,0,0,0,0,0,0
2684,2016,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,5,0,0,1,0,0,0,0,0,0,0
2684,2017,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,2,0,0,1,0,0,0,0,0,0,0
2684,2018,544.4632568359375,7,Yangpang,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,1,2,0,0,1,0,0,0,0,0,0,0
2685,2016,754.5958251953125,8,Bajhketeria,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,2,1,0,0,1,0,0,0,0,0,0,0
2685,2017,754.5958251953125,8,Bajhketeria,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,2,2,0,0,1,0,0,0,0,0,0,0
2685,2018,754.5958251953125,8,Bajhketeria,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,2,2,0,0,1,0,0,0,0,0,0,0
2686,2016,898.64581298828125,6,Simraha Sigiyoun,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Simrha sigiyoun,4,3,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0
2686,2017,898.64581298828125,6,Simraha Sigiyoun,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Simrha sigiyoun,4,2,0.5,0,0.5,0,1,1,67800,1,0,0
2686,2018,898.64581298828125,6,Simraha Sigiyoun,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Simrha sigiyoun,4,3,0,0,1,0,0,0,0,0,0,0
2687,2016,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gaurigangga,8,4,0,0,1,0,0,0,0,0,0,0
2687,2017,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gaurigangga,8,5,0,0.2,0.8,0,1,1,364000,0,0,1
2687,2018,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gaurigangga,8,3,0,0,1,0,0,0,0,0,0,0
2688,2016,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishanpur,6,2,0,0.5,0.5,0,1,1,120000,0,1,0
2688,2017,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishanpur,6,4,0,0,0.75,0.25,0,0,0,0,0,0
2688,2018,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Bishanpur,6,8,0,0.125,0.875,0,1,1,60000,0,1,0
2689,2016,487.4611206054687,7,Kankada,31204,Raksirang Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Raksingrang,7,2,0,0,1,0,0,0,0,0,0,0
2689,2017,487.4611206054687,7,Kankada,31204,Raksirang Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Raksingrang,7,1,0,0,1,0,0,0,0,0,0,0
2689,2018,487.4611206054687,7,Kankada,31204,Raksirang Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Raksingrang,7,2,0,0.5,0.5,0,1,1,94200,0,1,0
2690,2016,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,2,0,0,1,0,0,0,0,0,0,0
2690,2017,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,2,0,0,1,0,0,0,0,0,0,0
2690,2018,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,3,0,0,1,0,0,0,0,0,0,0
2691,2016,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,2,0,0,1,0,0,0,0,0,0,0
2691,2017,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,3,0,0,1,0,0,0,0,0,0,0
2691,2018,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,3,0,0,1,0,0,0,0,0,0,0
2692,2016,547.52593994140625,4,Bhagyaswori,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Sanfebagar,6,2,0,0.5,0.5,0,1,1,390000,0,0,1
2692,2017,547.52593994140625,4,Bhagyaswori,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Sanfebagar,6,2,0,0.5,0.5,0,1,1,480400,0,0,1
2692,2018,547.52593994140625,4,Bhagyaswori,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Sanfebagar,6,2,0,0.5,0.5,0,1,1,427500,0,0,1
2693,2016,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyan,4,3,0,0,1,0,0,0,0,0,0,0
2693,2017,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyan,4,2,0,0,1,0,0,0,0,0,0,0
2693,2018,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyan,4,4,0,0.25,0.75,0,1,1,57600,0,1,0
2694,2016,585.5533447265625,5,Mali,30105,Jiri Municipality,Dolakha,Dolakha,Municipality,Jiri Nagarpalika,3,2,0,0,1,0,0,0,0,0,0,0
2694,2017,585.5533447265625,5,Mali,30105,Jiri Municipality,Dolakha,Dolakha,Municipality,Jiri Nagarpalika,3,2,0,0,1,0,0,0,0,0,0,0
2694,2018,585.5533447265625,5,Mali,30105,Jiri Municipality,Dolakha,Dolakha,Municipality,Jiri Nagarpalika,3,2,0,0,1,0,0,0,0,0,0,0
2695,2016,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,2,0,0,0.5,0.5,0,0,0,0,0,0
2695,2017,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,1,0,0,1,0,0,0,0,0,0,0
2695,2018,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,0,,,,,0,0,0,0,0,0
2696,2016,990.53192138671875,1,Haraiya,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,Sub-metropolitan area,jeetpur Simra,17,3,0,0,1,0,0,0,0,0,0,0
2696,2017,990.53192138671875,1,Haraiya,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,Sub-metropolitan area,jeetpur Simra,17,4,0,0,1,0,0,0,0,0,0,0
2696,2018,990.53192138671875,1,Haraiya,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,Sub-metropolitan area,jeetpur Simra,17,4,0,0,1,0,0,0,0,0,0,0
2697,2016,487.4611206054687,5,Nagre Gagarche,,,,,,,,0,,,,,0,0,0,0,0,0
2698,2016,990.53192138671875,8,Banouta,20407,Balawa Municipality,Mahottari,Mahottari,Municipality,Balba,8,2,0,1,0,0,1,2,62750,1,0,0
2698,2017,990.53192138671875,8,Banouta,20407,Balawa Municipality,Mahottari,Mahottari,Municipality,Balba,8,2,1,0,0,0,1,2,65950,1,0,0
2698,2018,990.53192138671875,8,Banouta,20407,Balawa Municipality,Mahottari,Mahottari,Municipality,Balba,8,2,0.5,0,0.5,0,1,1,39200,1,0,0
2699,2016,990.53192138671875,5,Ghurkauli,20502,Hariwan Municipality,Sarlahi,Sarlahi,Municipality,Hariwon,6,2,0,0.5,0.5,0,1,1,143200,0,1,0
2699,2017,990.53192138671875,5,Ghurkauli,20502,Hariwan Municipality,Sarlahi,Sarlahi,Municipality,Hariwon,6,2,0,0.5,0.5,0,1,1,216000,0,1,0
2699,2018,990.53192138671875,5,Ghurkauli,20502,Hariwan Municipality,Sarlahi,Sarlahi,Municipality,Hariwon,6,2,0,0,1,0,0,0,0,0,0,0
2700,2016,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,2,0,0,0.5,0.5,0,0,0,0,0,0
2700,2017,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,4,0,0,0.75,0.25,0,0,0,0,0,0
2700,2018,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
2701,2016,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,1,0,0,1,0,0,0,0,0,0,0
2701,2017,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,2,0,0,1,0,0,0,0,0,0,0
2701,2018,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,4,0,0,1,0,0,0,0,0,0,0
2702,2016,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal,4,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
2702,2017,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal,4,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,319000,0,0,1
2702,2018,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal,4,2,0,0.5,0,0.5,1,1,299500,0,0,1
2703,2016,990.53192138671875,4,Sisawakataiya,20410,Manara Shisawa Municipality,Mahottari,Mahottari,Municipality,Manra Siswa,8,4,0,0.5,0.5,0,1,2,281000,0,0,1
2703,2017,990.53192138671875,4,Sisawakataiya,20410,Manara Shisawa Municipality,Mahottari,Mahottari,Municipality,Manra Siswa,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,123500,0,1,0
2703,2018,990.53192138671875,4,Sisawakataiya,20410,Manara Shisawa Municipality,Mahottari,Mahottari,Municipality,Manra Siswa,8,2,0,1,0,0,1,2,228400,0,1,1
2704,2016,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari Thangpal,5,1,0,1,0,0,1,1,110000,0,1,0
2704,2017,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari Thangpal,5,2,0,0,1,0,0,0,0,0,0,0
2704,2018,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari Thangpal,5,1,0,0,1,0,0,0,0,0,0,0
2705,2016,585.5533447265625,3,Kadambas,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara sangachockgadi,9,3,0,0,1,0,0,0,0,0,0,0
2705,2017,585.5533447265625,3,Kadambas,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara sangachockgadi,9,3,0,0,1,0,0,0,0,0,0,0
2705,2018,585.5533447265625,3,Kadambas,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara sangachockgadi,9,3,0,0,1,0,0,0,0,0,0,0
2706,2016,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhali,3,2,0,0,1,0,0,0,0,0,0,0
2706,2017,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhali,3,2,0,0,1,0,0,0,0,0,0,0
2706,2018,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhali,3,3,0,0.3333333333333333,0.6666666666666666,0,1,1,79000,0,1,0
2707,2016,618.27056884765625,6,Bidyapur,61008,Panchapuri Municipality,Surkhet,Surkhet,Municipality,Panchapuri,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,48000,0,0,0
2707,2017,618.27056884765625,6,Bidyapur,61008,Panchapuri Municipality,Surkhet,Surkhet,Municipality,Panchapuri,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,156294,0,0,0
2707,2018,618.27056884765625,6,Bidyapur,61008,Panchapuri Municipality,Surkhet,Surkhet,Municipality,Panchapuri,8,2,0,0,1,0,0,0,0,0,0,0
2708,2016,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribeni,3,7,0,0.2857142857142857,0.7142857142857143,0,1,2,17800,0,1,0
2708,2017,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribeni,3,6,0,0.3333333333333333,0.6666666666666666,0,1,2,109000,0,1,0
2708,2018,618.27056884765625,3,Jungar,50206,Tribeni Gaunpalika,Rolpa,Rolpa,Rural municipality,Tribeni,3,5,0,0.4,0.6,0,1,2,136000,0,1,0
2709,2016,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,2,0,0,1,0,0,0,0,0,0,0
2709,2017,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,2,0,0,1,0,0,0,0,0,0,0
2709,2018,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,2,0,0,1,0,0,0,0,0,0,0
2710,2016,666.9111328125,2,Piprahawa,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,Sub-metropolitan area,Nepalgunj,15,2,0.5,0,0,0.5,1,1,16000,1,0,0
2710,2017,666.9111328125,2,Piprahawa,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,Sub-metropolitan area,Nepalgunj,15,2,0,0,0,1,0,0,0,0,0,0
2710,2018,666.9111328125,2,Piprahawa,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,Sub-metropolitan area,Nepalgunj,15,3,0,0.6666666666666666,0,0.3333333333333333,1,2,129950,0,1,0
2711,2016,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,1,1,0,0,1,0,0,0,0,0,0,0
2711,2017,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,1,2,0,0,1,0,0,0,0,0,0,0
2711,2018,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,Madane,1,2,0,0,1,0,0,0,0,0,0,0
2712,2016,544.4632568359375,5,Jarayotar,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,7,1,0,0,1,0,0,0,0,0,0,0
2712,2017,544.4632568359375,5,Jarayotar,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,7,2,0,0,1,0,0,0,0,0,0,0
2712,2018,544.4632568359375,5,Jarayotar,10605,Arun Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Arun,7,1,0,0,1,0,0,0,0,0,0,0
2713,2016,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,4,0,0.25,0.75,0,1,1,61200,0,0,1
2713,2017,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,5,0,0.2,0.8,0,1,1,69300,0,0,0
2713,2018,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,4,0,0.25,0.75,0,1,1,50000,0,0,0
2714,2016,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,3,0,0.3333333333333333,0.6666666666666666,0,1,1,216000,0,0,1
2714,2017,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,3,0,0.3333333333333333,0.6666666666666666,0,1,1,327996,0,0,1
2714,2018,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,2,0,0.5,0.5,0,1,1,313000,0,0,1
2715,2016,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,252000,0,1,0
2715,2017,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,268800,0,1,0
2715,2018,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,2,0,0.5,0.5,0,1,1,312000,0,1,0
