hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,n_jobs_total,share_wage_agri,share_wage_nonagri,share_self_agri,share_self_nonagri,hh_has_wage_job,n_wage_jobs_hh,wage_total_income_12m_rs,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any
953,2018,487.4611206054687,3,Chaughada,30510,Panchakanya Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Panchakanya,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,312000,0,0,1
954,2016,754.5958251953125,2,Gaidakot,50410,Gulmi Durbar Gaunpalika,Gulmi,Gulmi,Rural municipality,Gulmi Darbar,3,1,0,0,1,0,0,0,0,0,0,0
954,2017,754.5958251953125,2,Gaidakot,50410,Gulmi Durbar Gaunpalika,Gulmi,Gulmi,Rural municipality,Gulmi Darbar,3,1,0,0,1,0,0,0,0,0,0,0
954,2018,754.5958251953125,2,Gaidakot,50410,Gulmi Durbar Gaunpalika,Gulmi,Gulmi,Rural municipality,Gulmi Darbar,3,0,,,,,0,0,0,0,0,0
955,2016,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,4,0.25,0,0.75,0,1,1,17400,1,0,0
955,2017,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,2,0,0,1,0,0,0,0,0,0,0
955,2018,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,530000,0,1,0
956,2016,487.4611206054687,8,Salme,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Kishpang,4,3,0,0.3333333333333333,0.6666666666666666,0,1,1,24000,0,1,0
956,2017,487.4611206054687,8,Salme,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Kishpang,4,2,0.5,0,0.5,0,1,1,46750,1,0,0
956,2018,487.4611206054687,8,Salme,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Kishpang,4,3,0,0.3333333333333333,0.6666666666666666,0,1,1,263000,0,1,0
957,2016,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,4,0,0.5,0.5,0,1,2,247000,0,1,0
957,2017,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,4,0,0.5,0.5,0,1,2,317900,0,1,0
957,2018,990.53192138671875,7,Sisotiya,20517,Godaita Municipality,Sarlahi,Sarlahi,Municipality,Godaita,10,3,0,0,1,0,0,0,0,0,0,0
958,2016,631.615234375,7,Shankar Nagar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,4,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,371000,0,0,1
958,2017,631.615234375,7,Shankar Nagar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,4,2,0,0.5,0,0.5,1,1,600000,0,0,1
958,2018,631.615234375,7,Shankar Nagar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,4,2,0,0.5,0,0.5,1,1,420000,0,0,1
959,2016,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad rai,5,2,0,0,1,0,0,0,0,0,0,0
959,2017,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad rai,5,1,0,0,1,0,0,0,0,0,0,0
959,2018,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad rai,5,2,0,0,1,0,0,0,0,0,0,0
960,2016,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,susta,1,2,0,0,0.5,0.5,0,0,0,0,0,0
960,2017,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,susta,1,2,0,0,0.5,0.5,0,0,0,0,0,0
960,2018,631.615234375,3,Rupauliya,50707,Susta Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,susta,1,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
961,2016,585.5533447265625,1,Deulekh,70210,Bitthadchir Gaunpalika,Bajhang,Bajhang,Rural municipality,Bitthad Chir,4,2,0,0,1,0,0,0,0,0,0,0
961,2017,585.5533447265625,1,Deulekh,70210,Bitthadchir Gaunpalika,Bajhang,Bajhang,Rural municipality,Bitthad Chir,4,1,0,0,1,0,0,0,0,0,0,0
961,2018,585.5533447265625,1,Deulekh,70210,Bitthadchir Gaunpalika,Bajhang,Bajhang,Rural municipality,Bitthad Chir,4,2,0,0.5,0.5,0,1,1,140000,0,1,0
962,2016,631.615234375,6,Gonaha,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Mayadevi,6,3,0,0.6666666666666666,0.3333333333333333,0,1,2,1087500,0,0,0
962,2017,631.615234375,6,Gonaha,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Mayadevi,6,3,0,1,0,0,1,3,887000,0,1,1
962,2018,631.615234375,6,Gonaha,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Mayadevi,6,3,0,1,0,0,1,3,833000,0,1,1
963,2016,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,8,0,0,1,0,0,0,0,0,0,0
963,2017,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,3,0,0,1,0,0,0,0,0,0,0
963,2018,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,6,0,0,1,0,0,0,0,0,0,0
964,2016,618.27056884765625,5,Dubidanda,50208,Runtigadhi Gaunpalika,Rolpa,Rolpa,Rural municipality,Runtigadi,5,1,0,1,0,0,1,1,61500,0,0,0
964,2017,618.27056884765625,5,Dubidanda,50208,Runtigadhi Gaunpalika,Rolpa,Rolpa,Rural municipality,Runtigadi,5,2,0,0.5,0.5,0,1,1,100000,0,1,0
964,2018,618.27056884765625,5,Dubidanda,50208,Runtigadhi Gaunpalika,Rolpa,Rolpa,Rural municipality,Runtigadi,5,2,0,0,1,0,0,0,0,0,0,0
965,2016,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,198000,0,0,1
965,2017,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,4,0,0.25,0.5,0.25,1,1,255000,0,0,1
965,2018,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,7,0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1,1,325294,0,0,1
966,2016,547.52593994140625,3,Devisthan,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Safebagar,11,3,0,0,1,0,0,0,0,0,0,0
966,2017,547.52593994140625,3,Devisthan,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Safebagar,11,1,0,0,1,0,0,0,0,0,0,0
966,2018,547.52593994140625,3,Devisthan,70704,Sanphebagar Municipality,Achham,Achham,Municipality,Safebagar,11,1,0,0,1,0,0,0,0,0,0,0
967,2016,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,2,0.5,0,0.5,0,1,1,28700,1,0,0
967,2017,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,5,0,0.2,0.8,0,1,1,62500,0,1,0
967,2018,544.4632568359375,5,Salleri,10402,Siddhicharan Municipality,Okhaldhunga,Okhaldhunga,Municipality,Siddhicharan,8,2,0,0.5,0.5,0,1,1,69600,0,1,0
968,2016,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,3,3,0,0.3333333333333333,0.6666666666666666,0,1,1,256000,0,0,1
968,2017,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,3,4,0,0.25,0.75,0,1,1,371500,0,0,1
968,2018,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,3,2,0,0.5,0.5,0,1,1,256098,0,0,1
969,2016,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot,4,1,0,0,0,1,0,0,0,0,0,0
969,2017,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot,4,1,0,0,0,1,0,0,0,0,0,0
969,2018,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot,4,1,0,0,0,1,0,0,0,0,0,0
970,2016,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,2,0.5,0.5,0,0,1,2,126000,1,1,0
970,2017,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,3,0.6666666666666666,0.3333333333333333,0,0,1,3,130500,1,1,0
970,2018,990.53192138671875,4,Sakhuwa Mahendranagar,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Kshirewornath,4,2,0,1,0,0,1,2,280000,0,1,0
971,2016,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,13,2,0,0,1,0,0,0,0,0,0,0
971,2017,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,13,2,0,0,1,0,0,0,0,0,0,0
971,2018,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,13,3,0,0.3333333333333333,0.6666666666666666,0,1,1,306000,0,1,0
972,2016,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,4,0,0,1,0,0,0,0,0,0,0
972,2017,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,4,0,0.5,0.5,0,1,2,124600,0,1,0
972,2018,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,2,0,0,1,0,0,0,0,0,0,0
973,2016,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali  Nagarpalika,9,2,0,0,1,0,0,0,0,0,0,0
973,2017,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali  Nagarpalika,9,3,0,0,1,0,0,0,0,0,0,0
973,2018,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali  Nagarpalika,9,3,0,0,1,0,0,0,0,0,0,0
974,2016,585.5533447265625,6,Dillichaur,60401,Patarasi Gaunpalika,Jumla,Jumla,Rural municipality,Paatarasi,4,4,0,0.25,0.75,0,1,1,60000,0,1,0
974,2017,585.5533447265625,6,Dillichaur,60401,Patarasi Gaunpalika,Jumla,Jumla,Rural municipality,Paatarasi,4,2,0,0,1,0,0,0,0,0,0,0
974,2018,585.5533447265625,6,Dillichaur,60401,Patarasi Gaunpalika,Jumla,Jumla,Rural municipality,Paatarasi,4,3,0,0,1,0,0,0,0,0,0,0
975,2016,631.615234375,4,Makar,,,,,,,,0,,,,,0,0,0,0,0,0
975,2017,631.615234375,4,Makar,,,,,,,,0,,,,,0,0,0,0,0,0
976,2016,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,patharisanischare,1,1,0,0,0,1,0,0,0,0,0,0
976,2017,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,patharisanischare,1,1,0,1,0,0,1,1,216000,0,1,0
976,2018,898.64581298828125,1,Pathari,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,patharisanischare,1,2,0,0.5,0.5,0,1,1,122000,0,0,1
977,2016,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,29750,0,1,0
977,2017,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,3,0,0,1,0,0,0,0,0,0,0
977,2018,754.5958251953125,8,Ghyachok,40102,Ajirkot Gaunpalika,Gorkha,Gorkha,Rural municipality,Aajirkot,1,2,0,0,1,0,0,0,0,0,0,0
978,2016,631.615234375,9,Makrahar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,12,3,0,0.3333333333333333,0.6666666666666666,0,1,1,92400,0,0,0
978,2017,631.615234375,9,Makrahar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,12,3,0,0.3333333333333333,0.6666666666666666,0,1,1,91000,0,1,0
978,2018,631.615234375,9,Makrahar,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotma,12,3,0,0.3333333333333333,0.6666666666666666,0,1,1,101600,0,0,1
979,2016,585.5533447265625,8,Basa,10304,Mapya Dudhkoshi Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Mapya Dudhkoshi,2,3,0,0.3333333333333333,0.6666666666666666,0,1,1,12500,0,0,0
979,2017,585.5533447265625,8,Basa,10304,Mapya Dudhkoshi Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Mapya Dudhkoshi,2,2,0,0,1,0,0,0,0,0,0,0
979,2018,585.5533447265625,8,Basa,10304,Mapya Dudhkoshi Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Mapya Dudhkoshi,2,3,0,0.3333333333333333,0.6666666666666666,0,1,1,16000,0,1,0
980,2016,547.52593994140625,1,Sarmali,70407,Shivanath Gaunpalika,Baitadi,Baitadi,Rural municipality,Shivnath,2,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
980,2017,547.52593994140625,1,Sarmali,70407,Shivanath Gaunpalika,Baitadi,Baitadi,Rural municipality,Shivnath,2,2,0,0,0.5,0.5,0,0,0,0,0,0
980,2018,547.52593994140625,1,Sarmali,70407,Shivanath Gaunpalika,Baitadi,Baitadi,Rural municipality,Shivnath,2,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,117000,0,1,0
981,2016,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal aadrsh,4,2,0,0,0.5,0.5,0,0,0,0,0,0
981,2017,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal aadrsh,4,2,0,0,1,0,0,0,0,0,0,0
981,2018,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal aadrsh,4,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
982,2016,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,1,0,0,1,0,0,0,0,0,0,0
982,2017,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,1,0,0,1,0,0,0,0,0,0,0
982,2018,631.615234375,5,Parroha,50803,Sainamaina Municipality,Rupandehi,Rupandehi,Municipality,Saina maina,2,2,0,0,1,0,0,0,0,0,0,0
983,2016,898.64581298828125,5,Baijanathpur,11214,Biratnagar Metropolitian City,Morang,Morang,Metropolitan area,Biratnagar,19,1,0,1,0,0,1,1,110000,0,1,0
983,2017,898.64581298828125,5,Baijanathpur,11214,Biratnagar Metropolitian City,Morang,Morang,Metropolitan area,Biratnagar,19,2,0.5,0.5,0,0,1,2,216900,1,1,0
983,2018,898.64581298828125,5,Baijanathpur,11214,Biratnagar Metropolitian City,Morang,Morang,Metropolitan area,Biratnagar,19,2,0.5,0.5,0,0,1,2,236700,1,1,0
984,2016,631.615234375,9,Kamahariya,,,,,,,,0,,,,,0,0,0,0,0,0
984,2017,631.615234375,9,Kamahariya,,,,,,,,4,0,0,0.5,0.5,0,0,0,0,0,0
985,2016,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,3,0,0,1,0,0,0,0,0,0,0
985,2017,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,3,0,0,1,0,0,0,0,0,0,0
985,2018,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,4,0,0.25,0.75,0,1,1,28800,0,1,0
986,2016,544.4632568359375,1,Soyang,11008,Mai Jogmai Gaunpalika,Ilam,Ilam,Rural municipality,Maijogmai,5,2,0,0,0.5,0.5,0,0,0,0,0,0
986,2017,544.4632568359375,1,Soyang,11008,Mai Jogmai Gaunpalika,Ilam,Ilam,Rural municipality,Maijogmai,5,3,0,0.3333333333333333,0.6666666666666666,0,1,1,98,0,0,1
986,2018,544.4632568359375,1,Soyang,11008,Mai Jogmai Gaunpalika,Ilam,Ilam,Rural municipality,Maijogmai,5,2,0,0,1,0,0,0,0,0,0,0
987,2016,666.9111328125,5,Sitapur,51104,Khajura Gaunpalika,Banke,Banke,Rural municipality,Khajura,2,3,0,0,1,0,0,0,0,0,0,0
987,2017,666.9111328125,5,Sitapur,51104,Khajura Gaunpalika,Banke,Banke,Rural municipality,Khajura,2,3,0,0,1,0,0,0,0,0,0,0
987,2018,666.9111328125,5,Sitapur,51104,Khajura Gaunpalika,Banke,Banke,Rural municipality,Khajura,2,3,0,0,1,0,0,0,0,0,0,0
988,2016,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Khola Sotar,1,2,0,0,0.5,0.5,0,0,0,0,0,0
988,2017,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Khola Sotar,1,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
988,2018,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Khola Sotar,1,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,135000,0,0,1
989,2016,666.9111328125,1,Halwar,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulasipur,7,0,,,,,0,0,0,0,0,0
989,2018,666.9111328125,1,Halwar,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulasipur,7,3,0,0,1,0,0,0,0,0,0,0
990,2016,754.5958251953125,4,Darling,,,,,,,,0,,,,,0,0,0,0,0,0
990,2017,754.5958251953125,4,Darling,,,,,,,,2,0,0,1,0,0,0,0,0,0,0
991,2016,487.4611206054687,1,Bharta Pundyadevi,31203,Kailash Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Kailash,7,2,0,0,1,0,0,0,0,0,0,0
991,2017,487.4611206054687,1,Bharta Pundyadevi,31203,Kailash Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Kailash,7,1,0,0,1,0,0,0,0,0,0,0
991,2018,487.4611206054687,1,Bharta Pundyadevi,31203,Kailash Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Kailash,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,162000,0,1,0
992,2016,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manohari,7,0,,,,,0,0,0,0,0,0
992,2017,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manohari,7,2,0,1,0,0,1,2,210500,0,1,0
992,2018,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manohari,7,0,,,,,0,0,0,0,0,0
993,2016,634.085205078125,7,Phulwari,,,,,,,,0,,,,,0,0,0,0,0,0
993,2017,634.085205078125,7,Phulwari,,,,,,,,0,,,,,0,0,0,0,0,0
994,2016,666.9111328125,6,Gadhawa,51009,Gadhawa Gaunpalika,Dang,Dang,Rural municipality,Gadhawa,7,5,0,0,1,0,0,0,0,0,0,0
994,2017,666.9111328125,6,Gadhawa,51009,Gadhawa Gaunpalika,Dang,Dang,Rural municipality,Gadhawa,7,6,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1,1,95400,0,1,0
994,2018,666.9111328125,6,Gadhawa,51009,Gadhawa Gaunpalika,Dang,Dang,Rural municipality,Gadhawa,7,8,0,0.125,0.75,0.125,1,1,55500,0,1,0
995,2016,544.4632568359375,1,Chungwang,10702,Pakhribas Municipality,Dhankuta,Dhankuta,Municipality,Pakhribas,9,4,0,0,1,0,0,0,0,0,0,0
995,2017,544.4632568359375,1,Chungwang,10702,Pakhribas Municipality,Dhankuta,Dhankuta,Municipality,Pakhribas,9,1,0,0,1,0,0,0,0,0,0,0
995,2018,544.4632568359375,1,Chungwang,10702,Pakhribas Municipality,Dhankuta,Dhankuta,Municipality,Pakhribas,9,0,,,,,0,0,0,0,0,0
996,2016,544.4632568359375,3,Valayadanda,11408,Udayapurgadhi Gaunpalika,Udayapur,Udayapur,Rural municipality,Udayapur Gadi,7,2,0,0,1,0,0,0,0,0,0,0
996,2017,544.4632568359375,3,Valayadanda,11408,Udayapurgadhi Gaunpalika,Udayapur,Udayapur,Rural municipality,Udayapur Gadi,7,2,0,0,1,0,0,0,0,0,0,0
996,2018,544.4632568359375,3,Valayadanda,11408,Udayapurgadhi Gaunpalika,Udayapur,Udayapur,Rural municipality,Udayapur Gadi,7,2,0,0,1,0,0,0,0,0,0,0
997,2016,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,1,0,0,0,1,0,0,0,0,0,0
997,2017,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,1,0,0,0,1,0,0,0,0,0,0
997,2018,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,2,0,0.5,0.5,0,1,1,23700,0,1,0
998,2016,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Debchuli,13,1,0,1,0,0,1,1,50000,0,1,0
998,2017,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Debchuli,13,2,0,0.5,0.5,0,1,1,300000,0,1,0
998,2018,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Debchuli,13,1,0,0,0,1,0,0,0,0,0,0
999,2016,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalekh,2,3,0.3333333333333333,0,0.6666666666666666,0,1,1,45000,1,0,0
999,2017,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalekh,2,3,0,0,1,0,0,0,0,0,0,0
999,2018,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalekh,2,3,0,0,1,0,0,0,0,0,0,0
1000,2016,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,2,0,0,1,0,0,0,0,0,0,0
1000,2017,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,1,0,0,1,0,0,0,0,0,0,0
1000,2018,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,1,0,0,1,0,0,0,0,0,0,0
1001,2016,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidahawa,3,2,0,0,1,0,0,0,0,0,0,0
1001,2017,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidahawa,3,4,0,0.25,0.75,0,1,1,82550,0,1,0
1001,2018,631.615234375,4,Bisunpura,50805,Gaidahawa Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Gaidahawa,3,7,0,0.2857142857142857,0.7142857142857143,0,1,2,168000,0,1,0
1002,2016,618.27056884765625,7,Kortrang,60703,Junichande Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Junichande,10,2,0,0.5,0.5,0,1,1,168000,0,1,0
1002,2017,618.27056884765625,7,Kortrang,60703,Junichande Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Junichande,10,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
1002,2018,618.27056884765625,7,Kortrang,60703,Junichande Gaunpalika,Jajarkot,Jajarkot,Rural municipality,Junichande,10,0,,,,,0,0,0,0,0,0
1003,2016,634.085205078125,9,Sadepani,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,0,0,1,0,0,0,0,0,0,0
1003,2017,634.085205078125,9,Sadepani,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,0,,,,,0,0,0,0,0,0
1003,2018,634.085205078125,9,Sadepani,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,2,0,0,1,0,0,0,0,0,0,0
1004,2016,634.085205078125,9,Hasuliya,70812,Kailari Gaunpalika,Kailali,Kailali,Rural municipality,Kailali Gaupalik,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,40000,0,1,0
1004,2017,634.085205078125,9,Hasuliya,70812,Kailari Gaunpalika,Kailali,Kailali,Rural municipality,Kailali Gaupalik,1,5,0,0,0.8,0.2,0,0,0,0,0,0
1004,2018,634.085205078125,9,Hasuliya,70812,Kailari Gaunpalika,Kailali,Kailali,Rural municipality,Kailali Gaupalik,1,4,0,0,0.5,0.5,0,0,0,0,0,0
1005,2016,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,2,0,0,1,0,0,0,0,0,0,0
1005,2017,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,2,0,0,1,0,0,0,0,0,0,0
1005,2018,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,1,0,0,1,0,0,0,0,0,0,0
1006,2016,618.27056884765625,4,Jambukandh,60606,Chamunda Bindrasaini Municipality,Dailekh,Dailekh,Municipality,Chamunda Bindrasaini,6,4,0,0,1,0,0,0,0,0,0,0
