hhid,year,member_id,wt_hh,vmun_code,lgname,district77,district_name,is_internal,is_international,dest_india,dest_gulf,dest_malaysia,dest_other_country,s11q02b_raw,s11q02d_raw,s11q02a_raw,migrant_male,migrant_female,migrant_third_gender,migrant_age,months_away,long_term_migrant,reason_work,reason_education,reason_family,reason_disaster,earning_primary_rs,earning_secondary_rs,earning_total_rs,has_secondary_job,remit_sent_flag,remit_amount_rs,remit_freq_per_year,remit_via_formal,remit_via_informal,remit_via_bank_ime,remit_via_friends,remit_via_hundi,remit_via_other,remit_use_consumption,remit_use_human_capital,remit_use_business_investment,remit_use_land_housing,remit_use_investment_any,remit_use_debt,mig_cost_any,mig_cost_rs,mig_cost_loan_flag,cost_to_monthly_earning_ratio
62,2018,2781,618.27056884765625,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
63,2017,2786,585.5533447265625,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,1,0,0,0,0,0,,,Sunsari,1,0,0,34,10,0,0,0,0,0,18000,0,18000,,1,50000,3,1,0,1,0,0,0,1,0,0,1,1,0,1,1500,0,0.08333333333333333
63,2018,2786,585.5533447265625,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,35,3,0,0,0,0,0,19000,0,19000,,1,150000,5,1,0,1,0,0,0,1,0,0,0,0,0,1,2000,0,0.10526315789473684
65,2016,28991,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,0,0,1,0,Malayasia,,,1,0,0,20,16,0,1,0,0,0,0,0,0,,1,81000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,180000,1,
65,2017,28991,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,0,0,1,0,Malayasia,,,1,0,0,21,27,1,1,0,0,0,16000,0,16000,,0,0,,,,,,,,,,,,,,1,3000,1,0.1875
65,2017,2795,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,1,0,0,0,India,,,1,0,0,17,1,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,1,
65,2017,2794,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,1,0,0,0,India,,,0,1,0,19,1,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,1,
65,2017,2356,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,1,0,0,0,India,,,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
65,2018,2356,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
65,2018,2794,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
65,2018,28991,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,0,0,1,0,Malayasia,,,1,0,0,22,39,1,1,0,0,0,25000,0,25000,,1,100000,1,1,0,1,0,0,0,1,0,1,0,1,0,1,100000,0,4
65,2018,2795,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,1,0,0,0,India,,,1,0,0,18,13,0,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,10000,0,0.6666666666666666
65,2018,2792,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,1,0,0,0,India,,,1,0,0,50,8,0,1,0,0,0,10000,0,10000,,1,30000,2,0,1,0,1,0,0,1,1,1,0,1,0,1,7000,0,0.7
66,2017,2798,666.9111328125,51008,Rapti Gaunpalika,Dang,Dang,0,1,1,0,0,0,India,,,1,0,0,61,10,0,1,0,0,0,15000,0,15000,,1,120000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,3000,0,0.2
66,2018,2798,666.9111328125,51008,Rapti Gaunpalika,Dang,Dang,0,1,1,0,0,0,India,,,1,0,0,62,22,0,1,0,0,0,25000,0,25000,,1,150000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,4000,0,0.16
67,2016,28992,544.4632568359375,11006,Mangsebung Gaunpalika,Ilam,Ilam,1,0,0,0,0,0,,,Panchthar,1,0,0,22,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
67,2017,28992,544.4632568359375,11006,Mangsebung Gaunpalika,Ilam,Ilam,1,0,0,0,0,0,,,Panchthar,1,0,0,23,7,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
67,2018,28992,544.4632568359375,11006,Mangsebung Gaunpalika,Ilam,Ilam,1,0,0,0,0,0,,,Panchthar,1,0,0,24,19,0,1,0,0,0,20000,0,20000,,1,50000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1200,0,0.06
68,2016,28993,631.615234375,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,0,1,0,0,1,0,Malayasia,,,1,0,0,24,24,0,1,0,0,0,30000,0,30000,,1,100000,2,1,0,1,0,0,0,0,0,0,0,0,0,1,90000,0,3
68,2017,28993,631.615234375,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,0,1,0,0,1,0,Malayasia,,,1,0,0,25,37,1,1,0,0,0,50000,0,50000,,1,500000,6,1,0,1,0,0,0,1,0,0,0,0,0,1,160000,1,3.2
68,2018,28993,631.615234375,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
70,2016,28994,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,40,7,0,1,0,0,0,45000,0,45000,,0,0,,,,,,,,,,,,,,1,15000,1,0.3333333333333333
70,2017,28994,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,41,20,0,1,0,0,0,40000,0,40000,,1,500000,6,1,0,1,0,0,0,1,0,0,0,0,1,1,100000,1,2.5
70,2018,28994,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,43,32,1,1,0,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,170000,1,8.5
74,2016,28997,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kabhrepalanchok,1,0,0,12,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
74,2016,28998,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,20,60,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2500,0,
74,2016,28996,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,0,1,0,30,60,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2500,0,
74,2016,28995,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,35,60,1,0,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,2500,0,2.50501002004008
74,2017,28998,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,73,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,20000,0,
74,2017,28997,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kabhrepalanchok,1,0,0,13,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,0,
74,2017,28995,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,36,73,1,0,0,0,0,18000,0,18000,,0,0,,,,,,,,,,,,,,1,6000,0,0.3333333333333333
74,2017,28996,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,0,1,0,31,73,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2500,0,
74,2018,28998,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,26,85,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,7000,0,
74,2018,28997,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kabhrepalanchok,1,0,0,14,61,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
74,2018,28996,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,0,1,0,32,85,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,6000,0,
74,2018,28995,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,37,85,1,1,0,0,0,16000,0,16000,,1,50000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,5000,0,0.3125
75,2016,28999,666.9111328125,51102,Kohalpur Municipality,Banke,Banke,0,1,1,0,0,0,India,,,1,0,0,22,10,0,1,0,0,0,998,0,998,,1,30000,2,1,0,1,0,0,0,1,0,1,0,1,0,1,3200,0,3.2064128256513027
75,2017,28999,666.9111328125,51102,Kohalpur Municipality,Banke,Banke,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
75,2018,28999,666.9111328125,51102,Kohalpur Municipality,Banke,Banke,0,1,1,0,0,0,India,,,1,0,0,23,7,0,1,0,0,0,15000,0,15000,,1,120000,3,1,1,1,1,0,0,1,1,0,0,0,0,1,5000,0,0.3333333333333333
76,2017,2838,544.4632568359375,10503,Rawa Besi Gaunpalika,Khotang,Khotang,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,10,10,0,1,0,0,0,40000,0,40000,,1,60000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,100000,1,2.5
76,2018,2838,544.4632568359375,10503,Rawa Besi Gaunpalika,Khotang,Khotang,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,25,22,0,1,0,0,0,25000,0,25000,,1,150000,4,1,0,1,0,0,0,1,1,0,0,0,1,1,100000,1,4
77,2016,29000,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,1,0,0,0,0,0,,,Morang,1,0,0,20,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
77,2016,29001,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,1,0,0,0,0,0,,,Morang,0,1,0,25,60,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,1,
77,2017,29001,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,1,0,0,0,0,0,,,Morang,0,1,0,27,73,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
77,2017,29000,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,1,0,0,0,0,0,,,Morang,1,0,0,21,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
77,2018,29001,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
77,2018,29000,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,1,0,0,0,0,0,,,Morang,1,0,0,22,61,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3500,0,
79,2017,2854,487.4611206054687,30411,Galchhi Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,22,3,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,6000,0,
79,2018,2854,487.4611206054687,30411,Galchhi Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,23,15,0,0,1,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,1000,0,0.05
81,2016,2862,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kapilbastu,1,0,0,24,1,0,0,0,0,0,17500,0,17500,,0,0,,,,,,,,,,,,,,1,1000,0,0.05714285714285714
81,2017,2862,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kapilbastu,1,0,0,25,14,0,1,1,0,0,13000,0,13000,,0,0,,,,,,,,,,,,,,1,5000,0,0.38461538461538464
81,2018,2862,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kapilbastu,1,0,0,26,26,1,0,0,0,0,17500,0,17500,,1,60000,3,0,1,0,1,0,0,1,1,0,0,0,0,1,2000,0,0.11428571428571428
82,2016,2865,585.5533447265625,30102,Bigu Gaunpalika,Dolakha,Dolakha,0,1,1,0,0,0,India,,,1,0,0,17,2,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,15000,1,15.030060120240481
82,2017,2865,585.5533447265625,30102,Bigu Gaunpalika,Dolakha,Dolakha,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
83,2016,29004,666.9111328125,51009,Gadhawa Gaunpalika,Dang,Dang,1,0,0,0,0,0,,,Kapilbastu,1,0,0,34,60,1,0,0,0,0,998,0,998,,1,70000,5,1,1,1,1,0,0,1,1,1,0,1,0,0,0,,0
84,2016,29005,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,27,34,1,1,0,0,0,25000,0,25000,,1,118000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,125000,1,5
84,2017,29005,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,28,47,1,1,0,0,0,35000,0,35000,,1,200000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,80000,1,2.2857142857142856
84,2018,29005,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
84,2018,2875,544.4632568359375,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,25,12,0,1,0,0,0,25000,0,25000,,1,60000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,150000,1,6
85,2016,29006,544.4632568359375,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,30,35,1,1,0,0,0,42000,0,42000,,1,60000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,100000,1,2.380952380952381
85,2017,29006,544.4632568359375,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,31,48,1,1,0,0,0,30000,0,30000,,1,180000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,25000,0,0.8333333333333334
85,2018,29006,544.4632568359375,10505,Diktel Rupakot Majhuwagadhi Municipality,Khotang,Khotang,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,32,60,1,1,0,0,0,998,0,998,,1,55000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,100000,1,100.20040080160321
86,2017,2883,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,0,0,0,1,Other,,,1,0,0,32,6,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,100000,0,100.20040080160321
86,2018,2883,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,0,1,0,1,0,0,Other,Kuwait,,1,0,0,33,18,0,1,0,0,0,20000,0,20000,,1,150000,3,1,0,1,0,0,0,1,1,1,0,1,1,1,100000,1,5
90,2016,29010,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,22,24,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,0,
90,2016,29009,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,0,1,0,0,0,1,United States,,,1,0,0,25,42,1,1,0,0,0,150000,0,150000,,1,25000,2,0,1,0,1,0,0,0,0,0,1,1,0,1,3000000,1,20
90,2016,29008,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,25,84,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
90,2016,29007,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,1,0,0,27,84,1,1,0,0,0,998,0,998,,1,10000,1,0,1,0,1,0,0,0,0,0,0,0,0,1,8000,1,8.016032064128256
90,2017,29007,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,1,0,0,28,97,1,0,1,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,5000,0,0.25
90,2017,29010,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,23,37,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
90,2017,29008,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,26,97,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
90,2017,29009,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,0,1,0,0,0,1,United States,,,1,0,0,26,55,1,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,0,0,,0
90,2018,29009,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,0,1,0,0,0,1,United States,,,1,0,0,27,67,1,1,0,0,0,998,0,998,,1,200000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,3000000,1,3006.012024048096
90,2018,29010,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,24,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
90,2018,29008,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,0,1,0,27,109,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
90,2018,29007,618.27056884765625,50102,Sisne Gaupalika,Rukum East,Rukum,1,0,0,0,0,0,,,Kathmandu,1,0,0,29,109,1,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,2000,0,2.004008016032064
91,2016,29011,487.4611206054687,30408,Siddhalek Gaunpalika,Dhading,Dhading,0,1,0,0,1,0,Malayasia,,,1,0,0,21,12,0,1,0,0,0,20000,0,20000,,1,50000,1,1,0,1,0,0,0,1,0,0,0,0,1,1,260000,1,13
91,2017,29011,487.4611206054687,30408,Siddhalek Gaunpalika,Dhading,Dhading,0,1,0,0,1,0,Malayasia,,,1,0,0,22,25,1,1,0,0,0,35000,0,35000,,1,35000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,260000,1,7.428571428571429
91,2018,29011,487.4611206054687,30408,Siddhalek Gaunpalika,Dhading,Dhading,0,1,0,0,1,0,Malayasia,,,1,0,0,23,37,1,1,0,0,0,35000,0,35000,,1,250000,4,1,0,1,0,0,0,1,0,0,0,0,1,1,200000,1,5.714285714285714
92,2017,29012,754.5958251953125,,,,,0,1,0,1,0,0,Qatar,,,1,0,0,30,32,1,1,0,0,0,30000,0,30000,,1,200000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,0,3.3333333333333335
94,2016,29013,990.53192138671875,20502,Hariwan Municipality,Sarlahi,Sarlahi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,40,8,0,1,0,0,0,35000,0,35000,,1,150000,3,1,0,1,0,0,0,1,0,1,0,1,0,1,35000,0,1
94,2017,29013,990.53192138671875,20502,Hariwan Municipality,Sarlahi,Sarlahi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,41,21,0,1,0,0,0,28500,0,28500,,1,225000,3,1,0,1,0,0,0,1,1,0,1,1,0,1,125000,1,4.385964912280702
94,2018,29013,990.53192138671875,20502,Hariwan Municipality,Sarlahi,Sarlahi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
95,2017,2919,634.085205078125,70808,Janaki Gaunpalika,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,33,8,0,1,0,0,0,20000,0,20000,,1,100000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,2000,0,0.1
95,2017,2921,634.085205078125,70808,Janaki Gaunpalika,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,16,8,0,1,0,0,0,8000,0,8000,,0,0,,,,,,,,,,,,,,1,2000,0,0.25
95,2018,2921,634.085205078125,70808,Janaki Gaunpalika,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,17,20,0,1,0,0,0,10000,0,10000,,1,60000,1,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,0,0.5
95,2018,2919,634.085205078125,70808,Janaki Gaunpalika,Kailali,Kailali,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
97,2016,29014,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Qatar,,,1,0,0,26,60,1,1,0,0,0,28000,0,28000,,1,120000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,100000,1,3.5714285714285716
97,2017,29014,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Qatar,,,1,0,0,27,73,1,1,0,0,0,34000,0,34000,,1,200000,4,1,0,1,0,0,0,0,1,0,0,0,0,1,120000,1,3.5294117647058822
97,2018,29014,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
99,2016,29015,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,1,1,0,0,0,India,,,1,0,0,28,120,1,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,3000,1,0.2
99,2017,2940,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,1,0,1,0,0,Qatar,,,1,0,0,23,10,0,1,0,0,0,30000,0,30000,,1,200000,2,1,0,1,0,0,0,1,1,0,0,0,1,1,120000,1,4
99,2017,29015,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
99,2018,2940,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,1,0,1,0,0,Qatar,,,1,0,0,24,22,0,1,0,0,0,30000,0,30000,,1,125000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,120000,1,4
101,2016,29016,990.53192138671875,20401,Bardibas Municipality,Mahottari,Mahottari,0,1,0,0,1,0,Malayasia,,,1,0,0,25,25,1,1,0,0,0,21800,0,21800,,1,250000,3,1,0,1,0,0,0,0,1,0,0,0,1,1,100000,1,4.587155963302752
101,2017,29016,990.53192138671875,20401,Bardibas Municipality,Mahottari,Mahottari,0,1,0,0,1,0,Malayasia,,,1,0,0,26,38,1,1,0,0,0,21000,0,21000,,1,150000,3,1,0,1,0,0,0,1,1,1,0,1,1,1,105000,1,5
101,2018,29016,990.53192138671875,20401,Bardibas Municipality,Mahottari,Mahottari,0,1,0,0,1,0,Malayasia,,,1,0,0,27,50,1,1,0,0,0,26000,0,26000,,1,150000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,120000,1,4.615384615384615
103,2017,2959,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,0,1,0,13,11,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
103,2017,2958,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,0,1,0,17,11,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
103,2017,2960,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,1,0,0,7,11,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
103,2017,2956,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,0,1,1,0,0,0,India,,,1,0,0,46,7,0,1,0,0,0,15000,0,15000,,1,20000,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8000,0,0.5333333333333333
103,2018,2960,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,1,0,0,8,23,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
103,2018,2959,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,0,1,0,14,23,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
103,2018,2958,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,1,0,0,0,0,0,,,Banke,0,1,0,18,23,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
103,2018,2956,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
106,2016,29017,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,28,24,0,1,0,0,0,50000,0,50000,,1,400000,7,1,0,1,0,0,0,1,0,0,0,0,1,1,60000,0,1.2
106,2017,29017,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,29,37,1,1,0,0,0,40000,0,40000,,1,420000,2,1,0,1,0,0,0,0,0,0,0,0,1,1,70000,1,1.75
106,2018,29017,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,41,49,1,1,0,0,0,40000,0,40000,,1,150000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,150000,1,3.75
108,2016,29018,547.52593994140625,70407,Shivanath Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,36,1,0,1,0,0,0,998,998,,0,0,,,,,,,,,,,,,,1,3000,0,3.006012024048096
108,2017,29018,547.52593994140625,70407,Shivanath Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,49,1,1,0,0,0,998,0,998,,1,125000,2,1,0,1,0,0,0,0,1,0,0,0,0,1,3000,0,3.006012024048096
108,2018,29018,547.52593994140625,70407,Shivanath Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,26,61,1,0,1,0,0,0,25000,25000,,1,50000,1,1,0,1,0,0,0,1,0,1,0,1,0,1,5000,0,0.2
